	htid	intl_frac	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
367	pst.000029575206	0.5177865612648271	0.8907952090983715	Priestley, J. B.	The Good Companions	1929	Fiction-Novel	Male	White	Britain	318900
12	coo.31924013536150	0.5176470588235271	1.399912437738823	Bennett, Arnold	The Statue	1908	Fiction-Novel	Male	White	Britain	90901
402	uc1.$b244736	0.5158730158730136	0.9330397473650852	Macaulay, Rose	Keeping Up Appearances	1928	Fiction-Novel	Female	White	Britain	101086
76	inu.32000004673150	0.5138121546961318	0.858395865717283	Hardy, Thomas	The Trumpet-Major	1880	Fiction-Novel	Male	White	Britain	157838
298	mdp.39076005037002	0.5133333333333345	1.1164384471081088	Galsworthy, John	Flowering Wilderness	1932	Fiction-Novel	Male	White	Britain	100572
430	uc1.32106001982351	0.5117318435754191	1.4091257677452251	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
65	inu.30000117261093	0.510602205258703	1.2476356607858765	Conan Doyle, Arthur	The Adventures of Sherlock Holmes	1891	Fiction-Novel	Male	White	Britain	353685
345	osu.32435061047858	0.5105263157894745	0.8105711407782789	Conan Doyle, Arthur	The Lost World	1912	Fiction-Novel	Male	White	Britain	87731
178	mdp.39015010471400	0.5101123595505591	1.3855515061896935	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906	Fiction-Novel	Male	White	Britain	240413
314	mdp.49015001002139	0.5099601593625485	0.693485262445198	Sayers, Dorothy	The Nine Tailors	1934	Fiction-Novel	Female	White	Britain	135465
99	inu.39000004633983	0.509009009009009	0.8826861338534375	Chesterton, G. K.	The Ball and the Cross	1909	Fiction-Novel	Male	White	Britain	94132
32	dul1.ark:/13960/t5p855w55	0.5065789473684218	0.9374911161494212	Beerbohm, Max	Seven Men	1919	Fiction-Stories	Male	White	Britain	60683
322	njp.32101068574464	0.5061728395061729	0.2956559048331878	Lawrence, D. H.	The Prussian Officer and Other Stories	1914	Fiction-Stories	Male	White	Britain	102539
25	coo1.ark:/13960/t0ht35x8w	0.5061224489795917	1.2809573531757725	Bennett, Arnold	The Roll-Call	1918	Fiction-Novel	Male	White	Britain	143170
96	inu.39000004044819	0.5049504950495057	0.4080720821056913	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
258	mdp.39015053044510	0.5043478260869567	1.209662461559519	Wells, H. G.	The Sea Lady: A Tissue of Moonshine	1902	Fiction-Novel	Male	White	Britain	71163
269	mdp.39015058086136	0.5043478260869566	0.8199181803215544	Wells, H. G.	When the Sleeper Wakes: A Story of the Years to Come	1899	Fiction-Novel	Male	White	Britain	104990
215	mdp.39015030719564	0.503042596348888	1.2602362376068168	Wells, H. G.	The Bulpington of Blup	1932	Fiction-Novel	Male	White	Britain	146415
437	uc1.32106002021704	0.5026455026455012	0.7021484135848965	Williams, Charles	War in Heaven	1930	Fiction-Novel	Male	White	Britain	100745
143	mdp.39015004750959	0.5018587360594797	1.5039425180343664	Woolf, Virginia	Jacob's Room	1922	Fiction-Novel	Female	White	Britain	66944
498	uc1.b3835494	0.5018050541516245	0.9009500706284798	Galsworthy, John	Over the River	1933	Fiction-Novel	Male	White	Britain	115072
548	uc2.ark:/13960/t88g8mj8t	0.5000000000000021	2.226017925823416	Bennett, Arnold	The Regent: A Five Towns Story of Adventure in London	1913	Fiction-Novel	Male	White	Britain	128120
486	uc1.b3796889	0.5000000000000009	0.8595061660075065	Bennett, Arnold	Helen with the High Hand: An Idyllic Diversion	1910	Fiction-Novel	Male	White	Britain	65318
233	mdp.39015031240875	0.5000000000000002	0.8420473402284324	Isherwood, Christopher	The Memorial	1932	Fiction-Novel	Male	White	Britain	73784
212	mdp.39015028687088	0.5000000000000002	0.6633138236748283	Wells, H. G.	The Stolen Bacillus, and Other Incidents	1895	Fiction-Stories	Male	White	Britain	51911
191	mdp.39015013439065	0.5	0.11422716498645079	Compton-Burnett, Ivy	Pastors and Masters: A Study	1925	Fiction-Novel	Female	White	Britain	39319
222	mdp.39015030727195	0.4999999999999999	0.04394997232177769	Compton-Burnett, Ivy	A Family and a Fortune	1939	Fiction-Novel	Female	White	Britain	119223
563	umn.31951002059229q	0.4999999999999999	1.734091853321335	Powys, Theodore Francis	A Stubborn Tree	1926	Fiction-Stories	Male	White	Britain	2590
137	mdp.39015003681668	0.49999999999999856	0.84378892224022	Galsworthy, John	To Let	1921	Fiction-Novel	Male	White	Britain	110004
547	uc2.ark:/13960/t7vm4dr7d	0.49815498154981475	0.9565475647639399	Ford, Ford Madox	Mr. Fleight	1913	Fiction-Novel	Male	White	Britain	106036
399	uc1.$b244475	0.49668874172185384	0.9993015396744174	Richardson, Dorothy	Dawn's Left Hand	1931	Fiction-Novel	Female	White	Britain	56555
338	osu.32435007395684	0.4946236559139785	0.397723399177217	Lawrence, D. H.	The Trespasser	1912	Fiction-Novel	Male	White	Britain	87517
520	uc1.b4097966	0.4935897435897435	0.6495585869072203	Bagnold, Enid	National Velvet	1935	Fiction-Novel	Female	White	Britain	89887
152	mdp.39015005641033	0.49264705882352877	1.0843345838240146	Maugham, William Somerset	Six Stories Written in the First Person Singular	1931	Fiction-Stories	Male	White	Britain	93885
36	hvd.32044010252005	0.4918032786885247	1.4553629887501487	Buchan, John	The Thirty-Nine steps	1915	Fiction-Novel	Male	White	Britain	47062
455	uc1.32106014553967	0.4894894894894889	0.9701824380981255	Greene, Graham	Brighton Rock	1938	Fiction-Novel	Male	White	Britain	128464
283	mdp.39015066650105	0.4878048780487807	0.36681622836509814	Webb, Mary	Precious Bane	1924	Fiction-Novel	Female	White	Britain	125501
371	pst.000032564228	0.48765432098765393	0.8195355975802938	Burnett, Frances Hodgston	Little Lord Fauntleroy	1886	Fiction-Novel	Female	White	Britain	73984
79	inu.32000005560356	0.4870129870129868	1.7344223354391033	Conrad, Joseph	The Nigger of the Narcissus	1897	Fiction-Novel	Male	White	Europe	33232
157	mdp.39015005971810	0.48620689655172433	0.6728265068124109	Lehmann, Rosamond	The Weather in the Streets: A Novel	1936	Fiction-Novel	Female	White	Britain	161319
465	uc1.a0001378843	0.48571428571428643	0.2215992637158417	Anstey, F.	Vice Versa	1882	Fiction-Novel	Male	White	Britain	118228
55	inu.30000020646570	0.4834834834834828	0.8647778738002341	Maugham, William Somerset	The Merry-Go-Round	1904	Fiction-Novel	Male	White	Britain	144122
102	mdp.39015000606981	0.483091787439612	0.8062490376693803	Orwell, George	Coming up for Air	1939	Fiction-Novel	Male	White	South Asia	96093
75	inu.32000004614402	0.48302872062663227	1.0990865023175462	Galsworthy, John	Swan Song	1928	Fiction-Novel	Male	White	Britain	130424
288	mdp.39015077637869	0.4819277108433737	0.5274250916943805	Hardy, Thomas	Jude the Obscure	1895	Fiction-Novel	Male	White	Britain	176697
530	uc1.c003356752	0.4816753926701567	1.0186235521288627	Ford, Ford Madox	The Simple Life Limited	1911	Fiction-Novel	Male	White	Britain	140359
176	mdp.39015009375976	0.477635782747602	1.5427610849904745	Aldington, Richard	Death of a Hero	1929	Fiction-Novel	Male	White	Britain	151868
1	aeu.ark:/13960/t19k5p86c	0.47685185185185286	0.8693208546802095	Bennett, Arnold	Leonora: A Novel	1903	Fiction-Novel	Male	White	Britain	92996
202	mdp.39015018629371	0.47679324894514774	0.8872265251057209	West, Rebecca	Harriet Hume	1929	Fiction-Novel	Female	White	Ireland	99978
118	mdp.39015002709866	0.4761904761904775	0.37128684988327143	Powys, John Cowper	Ducdame	1925	Fiction-Novel	Male	White	Britain	169352
148	mdp.39015005100105	0.4759825327510919	0.8328371319860807	Jacobs, W. W.	Light Freights	1901	Fiction-Stories	Male	White	Britain	102912
425	uc1.32106001938288	0.47416413373860544	0.6668277776876659	Hardy, Thomas	Wessex Tales	1888	Fiction-Novel	Male	White	Britain	184660
66	inu.30000117262042	0.4741641337386031	0.8375544482536529	Lawrence, D. H.	Lady Chatterley's Lover	1928	Fiction-Novel	Male	White	Britain	147019
136	mdp.39015003681411	0.47169811320754573	0.6845781865241148	Galsworthy, John	The Island Pharisees	1904	Fiction-Novel	Male	White	Britain	86929
521	uc1.b4098055	0.4680851063829776	0.6044573148031235	Aldington, Richard	The Colonel's Daughter	1931	Fiction-Novel	Male	White	Britain	116408
329	nyp.33433074926712	0.46666666666666756	0.8241518460258117	Benson, E. F.	Queen Lucia	1920	Fiction-Novel	Male	White	Britain	102180
140	mdp.39015003681916	0.4666666666666659	0.41074936897335507	Galsworthy, John	A Motley	1910	Fiction-Stories	Male	White	Britain	54672
43	hvd.32044090347501	0.46625766871165597	0.5263017743571984	Galsworthy, John	Five Tales	1918	Fiction-Stories	Male	White	Britain	115916
125	mdp.39015002714957	0.4660766961651932	1.073209886976324	Richardson, Dorothy	The Tunnel	1919	Fiction-Novel	Female	White	Britain	118224
568	umn.31951p001743923	0.4657534246575341	0.7833272330630324	Beckett, Samuel	Murphy	1938	Fiction-Novel	Male	White	Ireland	69759
37	hvd.32044011328713	0.4651162790697676	0.40015459050116703	Lawrence, D. H.	England, My England	1922	Fiction-Stories	Male	White	Britain	80438
404	uc1.$b244757	0.4647058823529422	0.9266387080777222	Macaulay, Rose	What Not: A Prophetic Comedy	1918	Fiction-Novel	Female	White	Britain	68664
30	coo1.ark:/13960/t74t75g7m	0.46345256609642227	1.4353801844215066	Ford, Ford Madox	The New Humpty-Dumpty	1912	Fiction-Novel	Male	White	Britain	167662
208	mdp.39015020699826	0.46268656716417833	0.2288453273063107	White, T. H.	The Sword in the Stone	1939	Fiction-Novel	Male	White	Britain	109578
220	mdp.39015030719705	0.4615384615384598	0.8326232488353378	Wells, H. G.	Twelve Stories and a Dream	1903	Fiction-Stories	Male	White	Britain	87655
398	uc1.$b244163	0.45945945945945976	0.17498980913245765	Powys, Theodore Francis	The White Paternoster, and Other Stories	1931	Fiction-Stories	Male	White	Britain	79137
154	mdp.39015005775112	0.4583333333333327	1.0449063863025303	Waugh, Evelyn	Decline and Fall	1928	Fiction-Novel	Male	White	Britain	77369
235	mdp.39015031241972	0.4571428571428571	0.13481412476636603	James, Henry	The Two Magics	1898	Fiction-Stories	Male	White	Us	97168
461	uc1.32106017177491	0.4567901234567914	1.6577737318557637	Chesterton, G. K.	The Club of Queer Trades	1905	Fiction-Stories	Male	White	Britain	54862
93	inu.39000003171605	0.45406824146981295	1.1763628801208212	Conan Doyle, Arthur	The Memoirs of Sherlock Holmes	1893	Fiction-Novel	Male	White	Britain	121220
230	mdp.39015031224093	0.45402298850574596	0.8912890846959995	Bennett, Arnold	Dream of Destiny: An Unfinished Novel and Venus Rising from the Sea	1932	Fiction-Novel	Male	White	Britain	73067
4	aeu.ark:/13960/t9k373624	0.4537037037037037	0.43067764555191285	Bennett, Arnold	The Glimpse: An Adventure of the Soul	1909	Fiction-Novel	Male	White	Britain	93856
335	nyp.33433082294657	0.4504854368932061	0.7754728632096443	James, Henry	The Princess Casamassima	1886	Fiction-Novel	Male	White	Us	248560
42	hvd.32044072024789	0.44859813084112055	0.6730543398583512	Huxley, Aldous	Limbo	1920	Fiction-Stories	Male	White	Britain	59501
436	uc1.32106002020458	0.44808743169399146	1.4480400206460824	Waugh, Evelyn	Mr. Loveday's Little Outing, and Other Sad Stories	1936	Fiction-Stories	Male	White	Britain	47300
244	mdp.39015041313043	0.4471153846153848	0.6896996970229851	Huxley, Aldous	Antic Hay	1923	Fiction-Novel	Male	White	Britain	112874
384	pst.000062475938	0.4468085106382971	1.7535343226099294	Conrad, Joseph	The Secret Agent: A Simple Tale	1907	Fiction-Novel	Male	White	Europe	130412
559	uiug.30112056502336	0.44660194174757295	1.4109621175564657	Thomas, Edward	The Happy-Go-Lucky Morgans	1913	Fiction-Novel	Male	White	Britain	81966
119	mdp.39015002709973	0.4461538461538467	0.32142299473567704	Powys, John Cowper	Rodmoor: A Romance	1916	Fiction-Novel	Male	White	Britain	151376
134	mdp.39015003681346	0.4423076923076924	0.6285457596060953	Galsworthy, John	A Man of Devon	1901	Fiction-Stories	Male	White	Britain	61928
551	uc2.ark:/13960/t9959fp9w	0.4406779661016945	0.92325635461123	Richardson, Dorothy	Deadlock	1921	Fiction-Novel	Female	White	Britain	95671
58	inu.30000038731067	0.44000000000000017	0.2563912541674235	Powys, Theodore Francis	Fables	1934	Fiction-Stories	Male	White	Britain	72989
249	mdp.39015046789809	0.4380952380952384	0.8443332232422864	Meredith, George	Diana of the Crossways	1885	Fiction-Novel	Male	White	Britain	186177
64	inu.30000102875915	0.4378109452736326	1.3347392295713123	Stevenson, Robert Louis	Kidnapped	1886	Fiction-Novel	Male	White	Britain	112725
422	uc1.31822038204657	0.43749999999999956	1.6574584002591586	Firbank, [Arthur Annesley] Ronald	"""Odette d'Antrevernes"" and ""A Study in Temperament"""	1905	Fiction-Stories	Male	White	Britain	7226
262	mdp.39015054040400	0.4372019077901368	1.3927390801225652	Wells, H. G.	The New Machiavelli	1911	Fiction-Novel	Male	White	Britain	169033
441	uc1.32106006215591	0.43489583333333215	0.5016966213099133	Woolf, Virginia	The Waves	1931	Fiction-Novel	Female	White	Britain	286471
500	uc1.b3865720	0.4345794392523371	1.0128967758687795	Waugh, Evelyn	Vile Bodies	1930	Fiction-Novel	Male	White	Britain	79075
272	mdp.39015060668574	0.43333333333333135	1.1709352782715439	Wells, H. G.	The Invisible Man	1897	Fiction-Novel	Male	White	Britain	76713
327	nyp.33433074926431	0.43103448275862033	0.9218722244452056	Bennett, Arnold	Hugo: A Fantasia on Modern Themes	1906	Fiction-Novel	Male	White	Britain	70643
47	hvd.hwijhj	0.4276527331189708	0.8911510031439249	Bennett, Arnold	Hilda Lessways	1911	Fiction-Novel	Male	White	Britain	130617
377	pst.000045759383	0.42405063291139145	0.7280087450460588	Hardy, Thomas	A Group of Noble Dames	1891	Fiction-Stories	Male	White	Britain	81229
232	mdp.39015031234613	0.41935483870967705	0.2271396326474455	Hartley, Leslie Poles	Night Fears, and Other Stories	1924	Fiction-Stories	Male	White	Britain	51081
130	mdp.39015003675322	0.41927710843373334	1.3177349360198836	Ford, Ford Madox	Ladies Whose Bright Eyes (heavily revised)	1935	Fiction-Novel	Male	White	Britain	117872
349	pst.000006670955	0.4184210526315788	1.2104825225393465	Galsworthy, John	In Chancery	1920	Fiction-Novel	Male	White	Britain	117494
492	uc1.b3834532	0.4172413793103448	0.7533764550289183	Ford, Ford Madox	Some Do Not..., A Novel	1924	Fiction-Novel	Male	White	Britain	144071
457	uc1.32106014704156	0.4155844155844156	0.3210404768476088	James, Henry	The Awkward Age	1899	Fiction-Novel	Male	White	Us	179536
5	coo.31924006118453	0.4117647058823526	0.3700906239541688	Carroll, Lewis	Sylvie and Bruno	1889	Fiction-Novel	Male	White	Britain	85961
540	uc2.ark:/13960/t24b37r0x	0.41090146750523937	1.5459205736644366	Ford, Ford Madox	The Portrait	1910	Fiction-Novel	Male	White	Britain	115484
365	pst.000029123872	0.4108695652173918	0.9936308622607466	Moore, George	Esther Waters	1894	Fiction-Novel	Male	White	Ireland	173270
33	gri.ark:/13960/t3kw8z43q	0.4105263157894756	1.346393888906924	Ford, Ford Madox	Ladies Whose Bright Eyes	1911	Fiction-Novel	Male	White	Britain	132042
177	mdp.39015010378282	0.4086956521739151	1.171534856924566	Bowen, Elizabeth	Friends and Relations	1931	Fiction-Novel	Female	White	Ireland	73479
344	osu.32435053039384	0.40825035561877643	0.9932848685926837	Trollope, Anthony	The Duke's Children	1880	Fiction-Novel	Male	White	Britain	264894
292	mdp.39015079184662	0.4054054054054059	1.100991303500861	Conan Doyle, Arthur	The Return of Sherlock Holmes	1905	Fiction-Novel	Male	White	Britain	138357
560	umn.319510012033642	0.4054054054054058	0.8634705835785037	Gissing, George	The Unclassed	1884	Fiction-Novel	Male	White	Britain	160378
187	mdp.39015012884543	0.40353089533417885	1.2806293389817913	Mackenzie, Compton	Sinister Street	1913	Fiction-Novel	Male	White	Britain	231761
550	uc2.ark:/13960/t91836s7n	0.4011976047904192	0.5595217575624557	West, Rebecca	The Judge	1922	Fiction-Novel	Female	White	Ireland	223419
318	mdp.49015001344812	0.4010989010988988	0.7778871066091575	Greene, Graham	The Confidential Agent	1939	Fiction-Novel	Male	White	Britain	87568
336	nyp.33433107875183	0.4	0.33642076098274337	Garnett, David	Lady Into Fox	1922	Fiction-Novel	Male	White	Britain	27813
56	inu.30000035055387	0.3999999999999987	0.5170509351805341	Lawrence, D. H.	The Rainbow	1915	Fiction-Novel	Male	White	Britain	224398
446	uc1.32106011205272	0.39999999999999614	0.7421496071681268	Gissing, George	New Grub Street	1891	Fiction-Novel	Male	White	Britain	234505
321	njp.32101068137924	0.39779559118236585	1.8433089156505202	Disraeli, Benjamin	Endymion	1880	Fiction-Novel	Male	White	Britain	202639
251	mdp.39015047547255	0.39705882352941113	0.29934942484802923	Woolf, Virginia	To the Lighthouse	1927	Fiction-Novel	Female	White	Britain	85020
145	mdp.39015005028835	0.39690721649484517	0.6158916649135507	Wells, H. G.	Ann Veronica: A Modern Love Story	1909	Fiction-Novel	Male	White	Britain	117893
575	wu.89099304214	0.39682539682539686	0.7444845281490545	Richardson, Dorothy	Backwater	1916	Fiction-Novel	Female	White	Britain	63344
438	uc1.32106005288425	0.3919999999999997	0.83945225590442	Grossmith, George	The Diary of a Nobody	1894	Fiction-Novel	Male	White	Britain	55732
458	uc1.32106016477231	0.3906810035842293	1.4514438476784366	Wells, H. G.	The Wheels of Chance: A Holiday Adventure	1896	Fiction-Novel	Male	White	Britain	71944
174	mdp.39015009048433	0.3905325443786981	1.773167902737164	Beerbohm, Max	Works of Max Beerbohm	1896	Fiction-Unspecified	Male	White	Britain	35672
210	mdp.39015022200417	0.3902439024390242	1.1412302928585571	Macaulay, Rose	Orphan Island	1925	Fiction-Novel	Female	White	Britain	107570
572	uva.x030581232	0.3901345291479854	0.8550974802142376	Galsworthy, John	The Forsyte Saga	1922	Fiction-Novel	Male	White	Britain	390427
218	mdp.39015030719622	0.38953488372093015	0.6939457986295304	Wells, H. G.	The Plattner Story, and Others	1897	Fiction-Stories	Male	White	Britain	92767
542	uc2.ark:/13960/t3xs5n992	0.3888888888888886	0.8391289593514834	Ashford, Daisy	The Young Visiters	1919	Fiction-Novel	Female	White	Britain	16057
423	uc1.31822038204798	0.388297872340427	0.783865282700408	Macaulay, Rose	The Making of a Bigot	1914	Fiction-Novel	Female	White	Britain	89765
149	mdp.39015005111680	0.38716814159292434	1.2343471982127678	Forster, E. M.	Howards End	1910	Fiction-Novel	Male	White	Britain	137054
401	uc1.$b244725	0.38666666666666416	1.2561243959206614	Macaulay, Rose	Crewe Train	1926	Fiction-Novel	Female	White	Britain	89388
491	uc1.b3834403	0.3854166666666681	0.36867556486710296	Galsworthy, John	The Country House	1907	Fiction-Novel	Male	White	Britain	97458
536	uc2.ark:/13960/t10p12n34	0.3837837837837832	0.6992470625373796	Beerbohm, Max	Zuleika Dobson; or an Oxford Love Story	1911	Fiction-Novel	Male	White	Britain	99022
84	inu.39000000700414	0.38315789473684236	1.2169664365201631	Wells, H. G.	Christina Alberta's Father	1925	Fiction-Novel	Male	White	Britain	146085
122	mdp.39015002711458	0.3809523809523808	0.11469095761241717	Powys, Theodore Francis	Mockery Gap	1925	Fiction-Novel	Male	White	Britain	68530
259	mdp.39015053230523	0.3808752025931873	1.3131105862532526	Wells, H. G.	Marriage	1912	Fiction-Novel	Male	White	Britain	175863
462	uc1.32106017680692	0.3793103448275873	1.0487265218120174	Woolf, Virginia	Orlando	1928	Fiction-Novel	Female	White	Britain	93147
45	hvd.hn3mzf	0.3791469194312801	1.1682419573780398	Richardson, Dorothy	Interim	1919	Fiction-Novel	Female	White	Britain	67599
328	nyp.33433074926589	0.37792642140468435	0.6237009835673104	Bennett, Arnold	These Twain	1915	Fiction-Novel	Male	White	Britain	179426
489	uc1.b3811090	0.3761467889908253	1.147350405716569	Bennett, Arnold	Whom God Hath Joined	1906	Fiction-Novel	Male	White	Britain	106670
214	mdp.39015030719531	0.375	2.3301156420763984	Wells, H. G.	The Adventures of Tommy	1929	Fiction-Stories	Male	White	Britain	1285
509	uc1.b4089521	0.3749999999999998	0.6659200682188832	Beerbohm, Max	The Happy Hypocrite: A Fairy Tale for Tired Men	1897	Fiction-Stories	Male	White	Britain	13489
291	mdp.39015079156165	0.37467018469656876	1.313609840980037	James, Henry	The Spoils of Poynton	1897	Fiction-Novel	Male	White	Us	107985
471	uc1.b3435601	0.373848987108656	0.9079429673361716	Priestley, J. B.	Angel Pavement	1930	Fiction-Novel	Male	White	Britain	223837
410	uc1.$b386778	0.37297297297297416	0.7662860658769639	Wells, H. G.	The Food of the Gods, and how it Came to Earth	1904	Fiction-Novel	Male	White	Britain	90359
234	mdp.39015031241063	0.37254901960784303	0.5459021928569066	James, Henry	The Outcry	1911	Fiction-Stories	Male	White	Us	69932
275	mdp.39015060845628	0.37240537240537475	1.670059558593158	Wells, H. G.	Tono-Bungay	1909	Fiction-Novel	Male	White	Britain	183545
280	mdp.39015066055271	0.37185929648241345	1.076248340799605	Household, Geoffrey	Rogue Male	1939	Fiction-Novel	Male	White	Britain	69204
412	uc1.$b56284	0.370967741935486	0.667142165312645	Aldington, Richard	Women Must Work	1934	Fiction-Novel	Male	White	Britain	139131
165	mdp.39015008337951	0.36885245901639374	0.34710925784534646	Lehmann, Rosamond	Dusty Answer	1927	Fiction-Novel	Female	White	Britain	131548
539	uc2.ark:/13960/t22b9778q	0.368421052631579	0.542344545085565	Galsworthy, John	Beyond	1917	Fiction-Novel	Male	White	Britain	144232
268	mdp.39015058011787	0.3666666666666645	0.7503641670027023	Woolf, Virginia	The Years	1937	Fiction-Novel	Female	White	Britain	164601
27	coo1.ark:/13960/t3417ht19	0.36470588235294255	0.8259188090403874	Bennett, Arnold	Mr. Prohack	1922	Fiction-Novel	Male	White	Britain	154075
189	mdp.39015012924240	0.3621621621621619	0.8446580375306669	Green, Henry	Blindness	1926	Fiction-Novel	Male	White	Britain	81975
41	hvd.32044021127915	0.3598820058997029	0.8352918779568405	Wells, H. G.	The Wife of Sir Isaac Harman	1914	Fiction-Novel	Male	White	Britain	151898
175	mdp.39015009283667	0.3571428571428572	0.26072006359561845	Compton-Burnett, Ivy	Brothers and Sisters	1929	Fiction-Novel	Female	White	Britain	100488
78	inu.32000005560109	0.3571428571428571	0.05770947883872045	Compton-Burnett, Ivy	More Women Than Men	1933	Fiction-Novel	Female	White	Britain	90797
126	mdp.39015002715129	0.3543689320388357	1.0178836367828727	Richardson, Dorothy	Revolving Lights	1923	Fiction-Novel	Female	White	Britain	75746
276	mdp.39015061185768	0.3534971644612461	1.2494486563393794	Wells, H. G.	Kipps: The Story of a Simple Soul	1905	Fiction-Novel	Male	White	Britain	158463
219	mdp.39015030719648	0.3509803921568615	2.465833364608518	Wells, H. G.	The Secret Places of the Heart	1922	Fiction-Novel	Male	White	Britain	77410
483	uc1.b3796882	0.35023041474654437	0.7078591651067159	Bennett, Arnold	Elsie and the Child	1924	Fiction-Stories	Male	White	Britain	114737
20	coo.31924014172187	0.34883720930232565	0.7038317797326348	Woolf, Virginia	Kew Gardens	1919	Fiction-Stories	Female	White	Britain	22866
144	mdp.39015005021566	0.34782608695652373	0.613499695342338	Orwell, George	A Clergyman's Daughter	1935	Fiction-Novel	Male	White	South Asia	112252
24	coo1.ark:/13960/t05x2w944	0.3478260869565224	0.7439565271105354	Woolf, Virginia	Monday or Tuesday	1921	Fiction-Stories	Female	White	Britain	23142
49	hvd.hwjx3w	0.34705882352941075	0.5227946284166516	Galsworthy, John	The Freelands	1915	Fiction-Novel	Male	White	Britain	121705
302	mdp.49015000914540	0.3463687150837991	1.8839248534658393	Bennett, Arnold	Buried Alive: A Tale of These Days	1908	Fiction-Novel	Male	White	Britain	71123
467	uc1.b3174276	0.3429951690821209	1.1612639962941942	Gissing, George	Born in Exile	1892	Fiction-Novel	Male	White	Britain	200148
87	inu.39000001387062	0.33333333333333326	0.34924555988353484	Potter, Beatrix	Peter Rabbit	1902	Fiction-Novel	Female	White	Britain	3215
255	mdp.39015050026163	0.33023255813953434	0.7613329616049196	Orwell, George	Keep the Aspidistra Flying	1936	Fiction-Novel	Male	White	South Asia	105695
505	uc1.b4082740	0.32587859424920096	0.6320299766264572	Woolf, Virginia	The Voyage Out	1915	Fiction-Novel	Female	White	Britain	185352
449	uc1.32106012128440	0.32249786142001313	2.2280532379104887	Hardy, Thomas	A Laodicean	1881	Fiction-Novel	Male	White	Britain	196372
427	uc1.32106001955357	0.3222891566265069	1.2914613151952834	Stevenson, Robert Louis	More New Arabian Nights	1885	Fiction-Stories	Male	White	Britain	96216
39	hvd.32044018987289	0.3203125	0.5451865487816596	Maugham, William Somerset	The Hero	1901	Fiction-Novel	Male	White	Britain	87873
363	pst.000026767062	0.3187499999999983	0.7140945862313774	Conan Doyle, Arthur	The Hound of the Baskervilles	1901	Fiction-Novel	Male	White	Britain	83860
305	mdp.49015000979592	0.31791907514450857	0.5962369561449595	Galsworthy, John	The Patrician	1911	Fiction-Novel	Male	White	Britain	108597
431	uc1.32106001987129	0.3157894736842105	0.49181974376941073	Greene, Graham	The Man Within	1929	Fiction-Novel	Male	White	Britain	86754
68	inu.32000000357600	0.31390134529147906	1.0331404695974598	Greene, Graham	It's a Battlefield	1934	Fiction-Novel	Male	White	Britain	80786
2	aeu.ark:/13960/t3pv7sg8r	0.31372549019607787	0.7514671105639378	Bennett, Arnold	The Gates of Wrath: A Melodrama	1903	Fiction-Novel	Male	White	Britain	50802
107	mdp.39015001130619	0.31304347826086976	0.5898130164574162	Barrie, J. M.	Auld Licht Idylls	1888	Fiction-Novel	Male	White	Britain	72975
470	uc1.b3346991	0.3124999999999999	0.6686762696119012	Richardson, Dorothy	The Trap	1925	Fiction-Novel	Female	White	Britain	44778
156	mdp.39015005948743	0.31137724550898294	0.5331550213796605	Bennett, Arnold	Riceyman Steps: A Novel	1923	Fiction-Novel	Male	White	Britain	117234
63	inu.30000094659426	0.31128640776698613	1.398856773932758	Powys, John Cowper	Owen Glendower: An Historical Novel	1940	Fiction-Novel	Male	White	Britain	440935
420	uc1.$b87357	0.31034482758620674	1.8437183497956717	Chesterton, G. K.	The Sword of Wood	1928	Fiction-Stories	Male	White	Britain	5887
16	coo.31924013586882	0.3080808080808082	1.1784434340731047	Bennett, Arnold	A Man From the North	1898	Fiction-Stories	Male	White	Britain	62885
313	mdp.49015001000182	0.3053892215568865	1.0413150702456213	Rhys, Jean	Voyage in the Dark	1934	Fiction-Novel	Female	White	Caribbean	60024
231	mdp.39015031225116	0.3046594982078873	1.465745995022289	Bennett, Arnold	Teresa of Watling Street: A Fantasia on Modern Themes	1904	Fiction-Novel	Male	White	Britain	71242
111	mdp.39015002164583	0.3028048082427055	1.2256974668856648	Powys, John Cowper	A Glastonbury Romance	1932	Fiction-Novel	Male	White	Britain	533458
263	mdp.39015054072536	0.2957746478873232	0.5739295603897313	Sayers, Dorothy	Murder Must Advertise	1933	Fiction-Novel	Female	White	Britain	138903
164	mdp.39015008311048	0.2883295194507981	2.3576961674555084	Chesterton, G. K.	The Napoleon of Notting Hill	1904	Fiction-Novel	Male	White	Britain	69372
192	mdp.39015013962207	0.2813688212927755	1.272730879833998	Woolf, Virginia	Mrs Dalloway	1925	Fiction-Novel	Female	White	Britain	77341
379	pst.000045968389	0.28025477707006397	1.5683022185955466	Stevenson, Robert Louis	The Strange Case of Dr. Jekyll and Mr. Hyde	1886	Fiction-Novel	Male	White	Britain	37468
271	mdp.39015060668566	0.2801082543978334	3.124488502211812	Wells, H. G.	The War of the Worlds	1898	Fiction-Novel	Male	White	Britain	88523
297	mdp.39076001541874	0.2779783393501811	0.8751751760272216	Forster, E. M.	The Longest Journey	1907	Fiction-Novel	Male	White	Britain	118461
