	htid	spec_nongb_subcountry	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
220	mdp.39015030727195	1.0	0.03495749072995714	Compton-Burnett, Ivy	A Family and a Fortune	1939	Fiction-Novel	Female	White	Britain	119223
215	mdp.39015030719606	1.0	0.201135537272976	Wells, H. G.	Love and Mr Lewisham	1900	Fiction-Novel	Male	White	Britain	79924
173	mdp.39015009283667	1.0	0.14812489754631963	Compton-Burnett, Ivy	Brothers and Sisters	1929	Fiction-Novel	Female	White	Britain	100488
35	hvd.32044010105435	1.0	0.04289251409735485	Barrie, J. M.	Peter Pan in Kensington Gardens	1906	Fiction-Novel	Male	White	Britain	27762
69	inu.32000001881533	1.0	0.13002642240344678	Powys, Theodore Francis	Make Thyself Many	1935	Fiction-Stories	Male	White	Britain	4579
426	uc1.32106001975207	1.0	0.06761728368737366	Compton-Burnett, Ivy	Men and Wives	1931	Fiction-Novel	Female	White	Britain	114469
189	mdp.39015013439065	1.0	0.09085546247646929	Compton-Burnett, Ivy	Pastors and Masters: A Study	1925	Fiction-Novel	Female	White	Britain	39319
86	inu.39000001387062	1.0	0.18519159819140987	Potter, Beatrix	Peter Rabbit	1902	Fiction-Novel	Female	White	Britain	3215
507	uc1.b4089521	1.0	0.3972510114662648	Beerbohm, Max	The Happy Hypocrite: A Fairy Tale for Tired Men	1897	Fiction-Stories	Male	White	Britain	13489
309	mdp.49015000993924	1.0	0.07508083079260816	Maugham, William Somerset	Liza of Lambeth	1897	Fiction-Novel	Male	White	Britain	47580
501	uc1.b4064067	1.0	0.21684751299698288	Beerbohm, Max	The Dreadful Dragon of Hay Hill	1928	Fiction-Stories	Male	White	Britain	24711
497	uc1.b3862556	0.988235294117647	0.4774406739285987	Compton-Burnett, Ivy	A House and Its Head	1935	Fiction-Novel	Female	White	Britain	105999
139	mdp.39015004165125	0.986111111111111	0.4755730103100464	Compton-Burnett, Ivy	Dolores	1911	Fiction-Novel	Female	White	Britain	90140
331	nyp.33433075767313	0.9818181818181819	0.6688829860938382	Wells, H. G.	The Wonderful Visit	1895	Fiction-Novel	Male	White	Britain	48957
529	uc1.c052623615	0.9741379310344828	1.0461436045608747	Hope, Anthony	The Prisoner of Zenda	1894	Fiction-Novel	Male	White	Britain	66019
122	mdp.39015002711649	0.9666666666666667	0.27771397368598477	Powys, Theodore Francis	Captain Patch: Twenty-One Stories	1935	Fiction-Stories	Male	White	Britain	64317
488	uc1.b3811092	0.9541984732824428	0.7282560172949121	Bennett, Arnold	The Woman Who Stole Everything, and Other Stories	1927	Fiction-Stories	Male	White	Britain	107100
471	uc1.b3741636	0.9516129032258063	0.7501141251027453	Stevenson, Robert Louis	The Black Arrow	1888	Fiction-Novel	Male	White	Britain	98423
47	hvd.hwijhj	0.9473684210526314	0.6062534082750021	Bennett, Arnold	Hilda Lessways	1911	Fiction-Novel	Male	White	Britain	130617
202	mdp.39015018991433	0.9429347826086958	0.7252453862904925	Powys, John Cowper	Maiden Castle	1936	Fiction-Novel	Male	White	Britain	302110
161	mdp.39015008194212	0.9419795221843007	1.8693093828779295	Maugham, William Somerset	The Making of a Saint	1898	Fiction-Novel	Male	White	Britain	93323
180	mdp.39015011304147	0.9417475728155347	0.8267647021650744	Conrad, Joseph	Tales of Unrest	1898	Fiction-Stories	Male	White	Europe	74175
522	uc1.b4582173	0.9341317365269456	1.166337771577233	Chesterton, G. K.	The Return of Don Quixote	1927	Fiction-Novel	Male	White	Britain	85250
517	uc1.b4097693	0.923913043478261	0.667210384216904	Ford, Ford Madox	The Shifting of the Fire	1892	Fiction-Novel	Male	White	Britain	82097
16	coo.31924013586882	0.9180327868852458	0.5775439338365	Bennett, Arnold	A Man From the North	1898	Fiction-Stories	Male	White	Britain	62885
121	mdp.39015002711490	0.9166666666666666	0.23412169801175053	Powys, Theodore Francis	The Left Leg	1923	Fiction-Stories	Male	White	Britain	91551
413	uc1.$b787245	0.9156626506024097	0.5577024006521545	Myers, L. H.	Prince Jali	1931	Fiction-Novel	Male	White	Britain	88609
394	uc1.$b244159	0.9090909090909091	0.18171050482178577	Powys, Theodore Francis	Mark Only	1924	Fiction-Novel	Male	White	Britain	72085
417	uc1.$b85948	0.9073170731707317	0.9445348339337456	Bennett, Arnold	The Old Wives' Tale	1908	Fiction-Novel	Male	White	Britain	258445
261	mdp.39015054072536	0.9047619047619048	0.2700419159822259	Sayers, Dorothy	Murder Must Advertise	1933	Fiction-Novel	Female	White	Britain	138903
157	mdp.39015008040225	0.9027777777777776	0.26532246796650116	Conrad, Joseph	Chance	1913	Fiction-Novel	Male	White	Britain	161570
326	nyp.33433074926589	0.9026548672566371	0.37496896584078193	Bennett, Arnold	These Twain	1915	Fiction-Novel	Male	White	Britain	179426
440	uc1.32106006269275	0.9026548672566366	1.0630302048498708	Beckett, Samuel	More Pricks than Kicks	1933	Fiction-Stories	Male	White	Ireland	63290
412	uc1.$b787244	0.9004149377593361	0.7911234694756535	Myers, L. H.	The Pool of Vishnu	1940	Fiction-Novel	Male	White	Britain	181374
117	mdp.39015002709866	0.9	0.28125607642561423	Powys, John Cowper	Ducdame	1925	Fiction-Novel	Male	White	Britain	169352
337	osu.32435015440100	0.8983050847457625	0.49938257257918484	Grahame, Kenneth	The Wind in the Willows	1908	Fiction-Stories	Male	White	Britain	70343
349	pst.000006721145	0.8958333333333334	0.3681360208279986	Walpole, Hugh	Mr. Perrin and Mr. Traill	1911	Fiction-Novel	Male	White	Britain	77631
126	mdp.39015002742495	0.8924731182795699	1.2927266803922353	Rolfe, Frederick	Stories Toto Told Me	1898	Fiction-Stories	Male	White	Britain	85666
489	uc1.b3834403	0.8918918918918921	0.22604061814175508	Galsworthy, John	The Country House	1907	Fiction-Novel	Male	White	Britain	97458
563	umn.31951002117987b	0.8901098901098902	0.5488641927676912	Myers, L. H.	The Near and the Far	1929	Fiction-Novel	Male	White	Britain	98714
106	mdp.39015001130619	0.8888888888888887	0.29371806200306666	Barrie, J. M.	Auld Licht Idylls	1888	Fiction-Novel	Male	White	Britain	72975
227	mdp.39015031224069	0.8876404494382023	1.5389993014647254	Bennett, Arnold	The Vanguard: A Fantasia	1927	Fiction-Novel	Male	White	Britain	103294
93	inu.39000003583544	0.8869257950530032	1.852679578836724	Greene, Graham	Stamboul Train	1932	Fiction-Novel	Male	White	Britain	90947
396	uc1.$b244163	0.8823529411764707	0.127900309578977	Powys, Theodore Francis	The White Paternoster, and Other Stories	1931	Fiction-Stories	Male	White	Britain	79137
238	mdp.39015037454173	0.8819875776397513	2.2355714191925253	Stevenson, Robert Louis	Weir of Hermiston	1896	Fiction-Novel	Male	White	Britain	85757
391	uc1.$b244156	0.88	0.3311333386272734	Powys, Theodore Francis	Black Bryony	1923	Fiction-Novel	Male	White	Britain	44951
277	mdp.39015065979588	0.8727272727272726	0.4868934273551217	Lehmann, Rosamond	Invitation to the Waltz	1932	Fiction-Novel	Female	White	Britain	67256
487	uc1.b3811090	0.8699186991869919	0.6865387789144279	Bennett, Arnold	Whom God Hath Joined	1906	Fiction-Novel	Male	White	Britain	106670
482	uc1.b3796887	0.8695652173913044	2.1931149853750296	Bennett, Arnold	A Great Man: A Frolic	1904	Fiction-Novel	Male	White	Britain	74929
321	njp.32101068574498	0.8685446009389681	0.9721079013275348	Macaulay, Rose	Abbots Verney	1906	Fiction-Novel	Female	White	Britain	130457
91	inu.39000002612757	0.8652037617554867	1.0740262342081643	Hardy, Thomas	The Mayor of Casterbridge	1886	Fiction-Novel	Male	White	Britain	176839
486	uc1.b3811079	0.8648648648648649	0.7083714478189378	Bennett, Arnold	The Night Visitor, and Other Stories	1931	Fiction-Stories	Male	White	Britain	124395
197	mdp.39015016415567	0.8636363636363635	1.4556697618164571	Hartley, Leslie Poles	Simonetta Perkins	1926	Fiction-Novel	Male	White	Britain	26995
311	mdp.49015001000182	0.8627450980392154	0.5058799879623906	Rhys, Jean	Voyage in the Dark	1934	Fiction-Novel	Female	White	Caribbean	60024
159	mdp.39015008045257	0.8612440191387577	0.8503725537185637	Bowen, Elizabeth	The Death of the Heart	1938	Fiction-Novel	Female	White	Ireland	146332
253	mdp.39015050026163	0.859154929577465	0.399950424912836	Orwell, George	Keep the Aspidistra Flying	1936	Fiction-Novel	Male	White	South Asia	105695
81	inu.39000000350756	0.8574938574938582	0.9359360250875783	Powys, John Cowper	Weymouth Sands: A Novel	1934	Fiction-Novel	Male	White	Britain	258911
540	uc2.ark:/13960/t3xs5n992	0.8571428571428571	0.5191177576505798	Ashford, Daisy	The Young Visiters	1919	Fiction-Novel	Female	White	Britain	16057
28	coo1.ark:/13960/t5db8kz2x	0.857142857142857	0.46256791534935404	Sinclair, May	The Life and Death of Harriett Frean	1922	Fiction-Novel	Female	White	Britain	27030
59	inu.30000048891463	0.8561403508771929	1.3786677903220226	Rolfe, Frederick	In His Own Image	1901	Fiction-Stories	Male	White	Britain	123080
491	uc1.b3834533	0.8553615960099761	2.28590919873942	Ford, Ford Madox	When The Wicked Man	1931	Fiction-Novel	Male	White	Britain	104445
294	mdp.39076001009948	0.8549222797927462	1.4280622961223248	Joyce, James	Dubliners	1914	Fiction-Stories	Male	White	Ireland	80466
13	coo.31924013586551	0.8548387096774177	1.6571306009828406	Bennett, Arnold	The Card: A Story of Adventure in the Five Towns	1911	Fiction-Novel	Male	White	Britain	89104
332	nyp.33433081998340	0.8531468531468535	1.2238340541118826	Chesterton, G. K.	Manalive	1912	Fiction-Novel	Male	White	Britain	69569
323	nyp.33433074892518	0.8526970954356851	2.027041895146422	Mason, A. E. W.	The Four Feathers	1902	Fiction-Novel	Male	White	Britain	141575
505	uc1.b4083252	0.8518518518518517	1.035595998260989	Wells, H. G.	The Camford Visitation	1937	Fiction-Novel	Male	White	Britain	15523
375	pst.000045759383	0.8507462686567159	0.49109549801697244	Hardy, Thomas	A Group of Noble Dames	1891	Fiction-Stories	Male	White	Britain	81229
221	mdp.39015030738069	0.8483146067415739	1.6240341403527294	Firbank, [Arthur Annesley] Ronald	Vainglory	1915	Fiction-Novel	Male	White	Britain	65257
54	inu.30000007685427	0.8472222222222222	0.6447308038704695	Waugh, Alec	The Loom of Youth	1917	Fiction-Novel	Male	White	Britain	132980
360	pst.000026486734	0.8469387755102039	1.8409022366634866	Kipling, Rudyard	The Jungle Book	1894	Fiction-Stories	Male	White	South Asia	63391
558	umn.319510012033642	0.8466666666666665	0.5568634614960114	Gissing, George	The Unclassed	1884	Fiction-Novel	Male	White	Britain	160378
393	uc1.$b244158	0.8461538461538463	0.11632225498061281	Powys, Theodore Francis	Kindness in a Corner	1930	Fiction-Novel	Male	White	Britain	66540
218	mdp.39015030719705	0.8444444444444442	0.611319250889105	Wells, H. G.	Twelve Stories and a Dream	1903	Fiction-Stories	Male	White	Britain	87655
41	hvd.32044021127915	0.8442622950819672	0.4782005066466755	Wells, H. G.	The Wife of Sir Isaac Harman	1914	Fiction-Novel	Male	White	Britain	151898
342	osu.32435053039384	0.8432055749128918	0.6450777050790298	Trollope, Anthony	The Duke's Children	1880	Fiction-Novel	Male	White	Britain	264894
406	uc1.$b312377	0.8428571428571431	0.7988455334849495	Rhys, Jean	After Leaving Mr Mackenzie	1931	Fiction-Novel	Female	White	Caribbean	52172
435	uc1.32106002021704	0.8421052631578946	0.5614387203098059	Williams, Charles	War in Heaven	1930	Fiction-Novel	Male	White	Britain	100745
186	mdp.39015012896208	0.8399999999999999	0.27338601007667357	Wells, H. G.	The Island of Dr Moreau	1896	Fiction-Novel	Male	White	Britain	54446
292	mdp.39015088638062	0.8388625592417059	0.9128114287684523	Jefferies, Richard	Bevis	1882	Fiction-Novel	Male	White	Britain	137627
566	umn.31951p001743923	0.8382352941176472	0.580377975553061	Beckett, Samuel	Murphy	1938	Fiction-Novel	Male	White	Ireland	69759
4	aeu.ark:/13960/t9k373624	0.836734693877551	0.310839567220889	Bennett, Arnold	The Glimpse: An Adventure of the Soul	1909	Fiction-Novel	Male	White	Britain	93856
104	mdp.39015000632300	0.8351893095768396	3.7174679287912484	Lawrence, D. H.	St. Mawr	1925	Fiction-Stories	Male	White	Britain	71912
376	pst.000045760310	0.8345864661654138	1.2962987448828067	Bennett, Arnold	Tales of the Five Towns	1905	Fiction-Stories	Male	White	Britain	61087
500	uc1.b3884572	0.8333333333333336	0.3102110320401193	Lewis, C. S.	The Pilgrim's Regress	1933	Fiction-Novel	Male	White	Britain	80611
125	mdp.39015002742446	0.8333333333333333	2.199020015373406	Rolfe, Frederick	Don Tarquinio: A Kataleptic Phantasmatic Romance	1905	Fiction-Novel	Male	White	Britain	47111
347	pst.000006670955	0.8301886792452831	0.8057191611612147	Galsworthy, John	In Chancery	1920	Fiction-Novel	Male	White	Britain	117494
222	mdp.39015030738119	0.8297872340425534	1.1479417666125027	Firbank, [Arthur Annesley] Ronald	The Artificial Princess	1934	Fiction-Novel	Male	White	Britain	24377
268	mdp.39015058132898	0.8295165394402052	2.2291427707192164	James, Henry	The Bostonians	1886	Fiction-Novel	Male	White	Us	209936
0	aeu.ark:/13960/t12n7s247	0.8281249999999989	1.095318153550392	Bennett, Arnold	The Ghost: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	69578
554	uiug.30112041393841	0.8280254777070064	1.386900275893813	Bennett, Arnold	The Lion's Share	1916	Fiction-Novel	Male	White	Britain	134799
480	uc1.b3796874	0.8278688524590165	0.8408211758281343	Bennett, Arnold	Accident	1929	Fiction-Novel	Male	White	Britain	86389
390	uc1.$b243988	0.8275862068965517	0.1746968580008914	Powys, Theodore Francis	Mr. Weston's Good Wine	1927	Fiction-Novel	Male	White	Britain	98836
34	hvd.32044004999371	0.8269230769230769	0.3702193237308515	Wells, H. G.	The History of Mr. Polly	1910	Fiction-Novel	Male	White	Britain	83627
325	nyp.33433074926431	0.8266666666666665	0.632112510990526	Bennett, Arnold	Hugo: A Fantasia on Modern Themes	1906	Fiction-Novel	Male	White	Britain	70643
336	osu.32435007395684	0.8260869565217391	0.31294474738082434	Lawrence, D. H.	The Trespasser	1912	Fiction-Novel	Male	White	Britain	87517
286	mdp.39015077637869	0.8250000000000002	0.4043470946436329	Hardy, Thomas	Jude the Obscure	1895	Fiction-Novel	Male	White	Britain	176697
330	nyp.33433074968532	0.8219895287958113	1.890255792679775	du Maurier, George	Trilby	1894	Fiction-Novel	Male	White	Europe	60161
225	mdp.39015030742442	0.8205128205128206	0.34116318267506	Douglas, Norman [George]	They Went	1920	Fiction-Novel	Male	White	Europe	68062
52	iau.31858005598952	0.8195121951219532	1.9759616735956471	Bennett, Arnold	The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (A Fantasia)	1905	Fiction-Stories	Male	White	Britain	61770
14	coo.31924013586569	0.8191489361702128	0.7164478012394999	Bennett, Arnold	The City of Pleasure: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	78117
441	uc1.32106006956004	0.8181818181818182	0.7522373630367449	Mansfield, Katherine	The Aloe	1930	Fiction-Stories	Female	White	Australasia	60945
143	mdp.39015005028835	0.818181818181818	0.38887046805386594	Wells, H. G.	Ann Veronica: A Modern Love Story	1909	Fiction-Novel	Male	White	Britain	117893
377	pst.000045968389	0.8181818181818179	0.6991887338570746	Stevenson, Robert Louis	The Strange Case of Dr. Jekyll and Mr. Hyde	1886	Fiction-Novel	Male	White	Britain	37468
110	mdp.39015002164583	0.8166351606805293	0.5904154268003612	Powys, John Cowper	A Glastonbury Romance	1932	Fiction-Novel	Male	White	Britain	533458
232	mdp.39015031241063	0.8157894736842107	0.3235265336476082	James, Henry	The Outcry	1911	Fiction-Stories	Male	White	Us	69932
223	mdp.39015030738325	0.8157894736842096	1.0572610365216277	Firbank, [Arthur Annesley] Ronald	The Flower Beneath the Foot	1923	Fiction-Novel	Male	White	Britain	42799
1	aeu.ark:/13960/t19k5p86c	0.8155339805825242	0.6594398875553183	Bennett, Arnold	Leonora: A Novel	1903	Fiction-Novel	Male	White	Britain	92996
555	uiug.30112041400711	0.8154761904761908	1.1544977610242855	Bentley, E. C.	Trent's Last Case	1913	Fiction-Novel	Male	White	Britain	86640
364	pst.000029198023	0.8148148148148148	0.2406844736716823	Lewis, C. S.	Out of the Silent Planet	1938	Fiction-Novel	Male	White	Britain	66791
306	mdp.49015000991985	0.8133333333333334	0.3232728412960334	Lewis, Wyndham	The Childermass: Section 1	1928	Fiction-Novel	Male	White	Other	138132
465	uc1.b3174276	0.8122065727699539	0.6336225217513342	Gissing, George	Born in Exile	1892	Fiction-Novel	Male	White	Britain	200148
510	uc1.b4095308	0.8085106382978725	1.1844690085697729	Ford, Ford Madox	A Call: The Tale of Two Passions	1910	Fiction-Novel	Male	White	Britain	94501
99	loc.ark:/13960/t2v419n7g	0.8084112149532724	0.5562021297185739	Powys, John Cowper	Wood and Stone: A Romance	1915	Fiction-Novel	Male	White	Britain	229078
84	inu.39000001020226	0.807829181494662	3.279523035971627	Bowen, Elizabeth	The House in Paris	1935	Fiction-Novel	Female	White	Ireland	102030
456	uc1.32106016477231	0.8073394495412844	0.9020574017597948	Wells, H. G.	The Wheels of Chance: A Holiday Adventure	1896	Fiction-Novel	Male	White	Britain	71944
70	inu.32000002529826	0.8065843621399172	1.3894972353064445	West, Rebecca	The Harsh Voice: Four Short Novels	1935	Fiction-Novel	Female	White	Ireland	104124
153	mdp.39015005786911	0.80625	1.6367574672633427	Munro, Hector Hugh	The Unbearable Bassington	1912	Fiction-Novel	Male	White	South Asia	58202
457	uc1.32106016479682	0.8059701492537313	1.6318532320451316	Pater, Walter	Marius the Epicurean	1885	Fiction-Novel	Male	White	Britain	146672
68	inu.32000001674060	0.8034482758620696	2.0876009451663142	Isherwood, Christopher	Goodbye to Berlin	1939	Fiction-Novel	Male	White	Britain	82709
427	uc1.32106001976155	0.8030888030888028	1.2503447303598805	Conrad, Joseph	Youth: A Narrative, and Two Other Stories	1902	Fiction-Stories	Male	White	Europe	123331
191	mdp.39015014506813	0.802721088435374	0.8199825296125177	Hardy, Thomas	The Well-Beloved	1897	Fiction-Novel	Male	White	Britain	106737
131	mdp.39015003679985	0.8018018018018009	0.8510624010170437	Galsworthy, John	Captures	1923	Fiction-Stories	Male	White	Britain	77654
51	iau.31858004708438	0.8008948545861299	1.5328866013066818	Weyman, Stanley J.	A Gentleman of France	1893	Fiction-Novel	Male	White	Britain	173620
5	coo.31924006118453	0.8000000000000005	0.24242022064062058	Carroll, Lewis	Sylvie and Bruno	1889	Fiction-Novel	Male	White	Britain	85961
383	uc1.$b104376	0.8	0.13865391147472392	Powys, Theodore Francis	Unclay	1932	Fiction-Novel	Male	White	Britain	107352
77	inu.32000005560109	0.8	0.03278693063566983	Compton-Burnett, Ivy	More Women Than Men	1933	Fiction-Novel	Female	White	Britain	90797
334	nyp.33433107875183	0.7999999999999999	0.21406931585423467	Garnett, David	Lady Into Fox	1922	Fiction-Novel	Male	White	Britain	27813
288	mdp.39015079150069	0.7983193277310919	1.4776588964005282	Wilde, Oscar	The Picture of Dorian Gray	1891	Fiction-Novel	Male	White	Ireland	95897
140	mdp.39015004253061	0.7974683544303797	0.7066583745232973	Hornung, E. W.	The Amateur Cracksman	1899	Fiction-Stories	Male	White	Britain	133122
228	mdp.39015031224093	0.7974683544303797	0.6437364072241264	Bennett, Arnold	Dream of Destiny: An Unfinished Novel and Venus Rising from the Sea	1932	Fiction-Novel	Male	White	Britain	73067
22	coo.31924052984741	0.7972350230414745	0.6845967891536222	James, Henry	The Ambassadors	1903	Fiction-Novel	Male	White	Us	188724
322	nyp.33433074875026	0.7967479674796744	1.3985923292999158	Macaulay, Rose	The Furnace	1907	Fiction-Novel	Female	White	Britain	52362
231	mdp.39015031240875	0.795180722891566	0.6697583760623825	Isherwood, Christopher	The Memorial	1932	Fiction-Novel	Male	White	Britain	73784
85	inu.39000001215875	0.7943262411347516	3.122476751964855	Kipling, Rudyard	The Second Jungle Book	1895	Fiction-Stories	Male	White	South Asia	107543
299	mdp.49015000796806	0.7925764192139739	1.7869064545418532	Rolfe, Frederick	The Desire and Pursuit of the Whole	1934	Fiction-Novel	Male	White	Britain	152604
493	uc1.b3834538	0.7901785714285711	1.7914192638287922	Ford, Ford Madox	Privy Seal: His Last Venture	1907	Fiction-Novel	Male	White	Britain	74448
557	uiug.30112056502336	0.7898550724637681	1.002415103452443	Thomas, Edward	The Happy-Go-Lucky Morgans	1913	Fiction-Novel	Male	White	Britain	81966
301	mdp.49015000915224	0.7898550724637678	0.7850484551990048	Bennett, Arnold	Imperial Palace	1930	Fiction-Novel	Male	White	Britain	313983
512	uc1.b4095551	0.7894736842105264	1.2684939196593707	Firbank, [Arthur Annesley] Ronald	Santal	1921	Fiction-Novel	Male	White	Britain	8918
451	uc1.32106014380650	0.7894736842105264	0.6215425059547257	Conrad, Joseph	An Outcast of the Islands	1896	Fiction-Novel	Male	White	Europe	127404
380	pst.000056831450	0.7872340425531914	0.5963044758931341	Bennett, Arnold	Anna of the Five Towns: A Novel	1902	Fiction-Novel	Male	White	Britain	93856
464	uc1.b000790794	0.7857142857142856	0.4723718596053134	West, Rebecca	Return of the Soldier	1918	Fiction-Novel	Female	White	Ireland	35292
243	mdp.39015042140270	0.7857142857142783	3.469438844734603	Kipling, Rudyard	Kim	1901	Fiction-Novel	Male	White	South Asia	141750
305	mdp.49015000982976	0.7853658536585366	1.1438452624782476	Huxley, Aldous	After Many a Summer	1939	Fiction-Novel	Male	White	Britain	106706
333	nyp.33433082294657	0.7844827586206897	0.5557238061595133	James, Henry	The Princess Casamassima	1886	Fiction-Novel	Male	White	Us	248560
76	inu.32000005550878	0.7843137254901961	0.44698365150154584	Chesterton, G. K.	The Scandal of Father Brown	1935	Fiction-Stories	Male	White	Britain	67933
408	uc1.$b386778	0.7826086956521747	0.4546528645158909	Wells, H. G.	The Food of the Gods, and how it Came to Earth	1904	Fiction-Novel	Male	White	Britain	90359
341	osu.32435052478203	0.7824074074074082	0.5648473886509239	Lawrence, D. H.	Women in Love	1920	Fiction-Novel	Male	White	Britain	227680
543	uc2.ark:/13960/t6057wc8c	0.782352941176471	1.4593442380638773	Bennett, Arnold	The Matador of the Five Towns, and Other Stories	1912	Fiction-Stories	Male	White	Britain	138715
455	uc1.32106014704156	0.7812500000000002	0.21224168547736658	James, Henry	The Awkward Age	1899	Fiction-Novel	Male	White	Us	179536
94	inu.39000003869802	0.7800000000000005	0.21971120056437282	Galsworthy, John	The Man of Property	1906	Fiction-Novel	Male	White	Britain	135494
279	mdp.39015066069033	0.7799999999999996	0.7235394767024014	Stevenson, Robert Louis	The New Arabian Nights	1882	Fiction-Stories	Male	White	Britain	123433
483	uc1.b3796888	0.7797619047619048	1.2894228222747866	Bennett, Arnold	The Grim Smile of the Five Towns	1907	Fiction-Novel	Male	White	Britain	77574
448	uc1.32106013771271	0.7784810126582279	1.196720131962274	James, Henry	Washington Square	1881	Fiction-Novel	Male	White	Us	78608
418	uc1.$b87357	0.7777777777777778	0.9102291309102166	Chesterton, G. K.	The Sword of Wood	1928	Fiction-Stories	Male	White	Britain	5887
240	mdp.39015039610442	0.7777777777777765	1.1299207736726071	Munro, Hector Hugh	The Chronicles of Clovis	1911	Fiction-Novel	Male	White	South Asia	61651
436	uc1.32106005288425	0.7755102040816332	0.5234723035434533	Grossmith, George	The Diary of a Nobody	1894	Fiction-Novel	Male	White	Britain	55732
252	mdp.39015049493359	0.7751937984496122	0.7476728138534977	James, Henry	The Ivory Tower	1917	Fiction-Novel	Male	White	Us	102726
428	uc1.32106001982351	0.7751091703056765	1.1471067629802651	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
530	uc2.ark:/13960/fk8pc2tq9r	0.7748344370860936	0.7914018293500308	James, Henry	The Wings of the Dove	1902	Fiction-Novel	Male	White	Us	227202
415	uc1.$b794703	0.7746478873239437	1.0293608045672233	Galsworthy, John	The Burning Spear, Being the Experiences of Mr. John Lavender in a Time of War	1919	Fiction-Novel	Male	White	Britain	82134
18	coo.31924013615509	0.7733333333333334	0.4704367222627629	Galsworthy, John	The Dark Flower	1913	Fiction-Novel	Male	White	Britain	94921
370	pst.000032609554	0.7733333333333313	0.9997609787060068	Kipling, Rudyard	The Light that Failed	1890	Fiction-Novel	Male	White	South Asia	89330
48	hvd.hwjway	0.7727272727272729	0.11093177171088957	Galsworthy, John	Fraternity	1909	Fiction-Novel	Male	White	Britain	118078
185	mdp.39015012884543	0.7718750000000018	0.8220758290623634	Mackenzie, Compton	Sinister Street	1913	Fiction-Novel	Male	White	Britain	231761
291	mdp.39015080830469	0.7708333333333333	0.7485624632093283	Hardy, Thomas	The Woodlanders	1887	Fiction-Novel	Male	White	Britain	190891
280	mdp.39015066195218	0.7704918032786943	1.8680439581808557	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
154	mdp.39015005948743	0.7692307692307698	0.264090036897486	Bennett, Arnold	Riceyman Steps: A Novel	1923	Fiction-Novel	Male	White	Britain	117234
423	uc1.32106001938288	0.7692307692307695	0.5029838305909219	Hardy, Thomas	Wessex Tales	1888	Fiction-Novel	Male	White	Britain	184660
61	inu.30000067523815	0.7692307692307695	0.5835406247293401	Benson, E. F.	Lucia in London	1927	Fiction-Novel	Male	White	Britain	106112
513	uc1.b4095578	0.7692307692307693	0.20746164671348294	Green, Henry	Party Going	1939	Fiction-Novel	Male	White	Britain	74617
388	uc1.$b242636	0.7692307692307693	0.3195036674999989	Mansfield, Katherine	The Garden Party and Other Stories	1922	Fiction-Stories	Female	White	Australasia	72676
108	mdp.39015001347221	0.7692307692307692	0.8554011819313954	Joyce, James	Finnegan's Wake	1939	Fiction-Novel	Male	White	Ireland	262406
395	uc1.$b244162	0.769230769230769	0.16646234413484548	Powys, Theodore Francis	The Two Thieves	1933	Fiction-Stories	Male	White	Britain	92995
539	uc2.ark:/13960/t28913645	0.7692307692307683	0.8144026563983565	Macaulay, Rose	The Lee Shore	1913	Fiction-Novel	Female	White	Britain	114048
562	umn.31951002116326o	0.7672413793103449	2.134171745259442	Kipling, Rudyard	Plain Tales from the Hills	1888	Fiction-Stories	Male	White	South Asia	97085
281	mdp.39015066650105	0.7666666666666664	0.2846468099148453	Webb, Mary	Precious Bane	1924	Fiction-Novel	Female	White	Britain	125501
462	uc1.32106019227708	0.765625	0.4754451032349025	Jerome, Jerome K.	Three Men in a Boat	1889	Fiction-Novel	Male	White	Britain	80146
495	uc1.b3834546	0.7654320987654311	2.1667117460246237	Firbank, [Arthur Annesley] Ronald	Prancing Nigger 	1924	Fiction-Novel	Male	White	Britain	22258
511	uc1.b4095427	0.7652370203160275	2.686174983105634	Ford, Ford Madox	Vive Le Roy: A Novel	1936	Fiction-Novel	Male	White	Britain	98191
95	inu.39000004044819	0.7647058823529416	0.32779122791012555	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
176	mdp.39015010471400	0.7643171806167396	1.1243464730949002	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906	Fiction-Novel	Male	White	Britain	240413
447	uc1.32106012128440	0.763925729442971	1.1430468831905243	Hardy, Thomas	A Laodicean	1881	Fiction-Novel	Male	White	Britain	196372
303	mdp.49015000979592	0.763636363636364	0.30154151910454263	Galsworthy, John	The Patrician	1911	Fiction-Novel	Male	White	Britain	108597
481	uc1.b3796882	0.7631578947368421	0.39437770816815004	Bennett, Arnold	Elsie and the Child	1924	Fiction-Stories	Male	White	Britain	114737
49	hvd.hwjx3w	0.7627118644067796	0.28863290992923535	Galsworthy, John	The Freelands	1915	Fiction-Novel	Male	White	Britain	121705
419	uc1.31175005812105	0.7627118644067796	0.7189976523924426	Huxley, Aldous	Mortal Coils	1922	Fiction-Stories	Male	White	Britain	48857
