	htid	spec_world_subcity	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
432	uc1.32106001990495	0.22147651006711302	1.7035531762380458	Huxley, Aldous	Brief Candles: Stories	1930	Fiction-Stories	Male	White	Britain	98207
285	mdp.39015066862098	0.22022838499184266	1.2716394861475364	Rider Haggard, H.	She	1887	Fiction-Novel	Male	White	Britain	180421
0	aeu.ark:/13960/t12n7s247	0.2199999999999994	1.0758424358519143	Bennett, Arnold	The Ghost: A Fantasia on Modern Themes	1907	Fiction-Novel	Male	White	Britain	69578
391	uc1.$b242750	0.21951219512195133	0.23848423071488659	Douglas, Norman [George]	In the Beginning	1927	Fiction-Novel	Male	White	Europe	64345
195	mdp.39015014579091	0.21854304635761576	0.9806610892987465	Aldington, Richard	Rejected Guest	1939	Fiction-Novel	Male	White	Britain	115260
398	uc1.$b244163	0.21621621621621612	0.17498980913245765	Powys, Theodore Francis	The White Paternoster, and Other Stories	1931	Fiction-Stories	Male	White	Britain	79137
267	mdp.39015056229209	0.21568627450980415	0.4308418218543378	Wells, H. G.	The Time Machine	1895	Fiction-Novel	Male	White	Britain	44304
132	mdp.39015003676882	0.2156862745098039	0.5417345274708272	Forster, E. M.	The Eternal Moment and Other Stories	1928	Fiction-Stories	Male	White	Britain	35235
504	uc1.b4080428	0.21544715447154467	1.0953603187410328	Wells, H. G.	Brynhild	1937	Fiction-Novel	Male	White	Britain	84056
548	uc2.ark:/13960/t88g8mj8t	0.21522309711285886	2.226017925823416	Bennett, Arnold	The Regent: A Five Towns Story of Adventure in London	1913	Fiction-Novel	Male	White	Britain	128120
23	coo.31924074619218	0.2151898734177223	0.7147944617636289	Stevenson, Robert Louis	Catriona	1893	Fiction-Novel	Male	White	Britain	124096
3	aeu.ark:/13960/t6d237w7x	0.21505376344085947	1.733875901658411	Munro, Hector Hugh	When William Came	1913	Fiction-Novel	Male	White	South Asia	60225
412	uc1.$b56284	0.2137096774193543	0.667142165312645	Aldington, Richard	Women Must Work	1934	Fiction-Novel	Male	White	Britain	139131
225	mdp.39015030738325	0.2135922330097087	0.9007291519866758	Firbank, [Arthur Annesley] Ronald	The Flower Beneath the Foot	1923	Fiction-Novel	Male	White	Britain	42799
470	uc1.b3346991	0.21249999999999997	0.6686762696119012	Richardson, Dorothy	The Trap	1925	Fiction-Novel	Female	White	Britain	44778
245	mdp.39015042140270	0.21221864951768366	2.4634808587862644	Kipling, Rudyard	Kim	1901	Fiction-Novel	Male	White	South Asia	141750
206	mdp.39015019666547	0.21138211382113817	0.4563241294560901	Greene, Graham	The Power and the Glory	1940	Fiction-Novel	Male	White	Britain	100884
441	uc1.32106006215591	0.21093750000000022	0.5016966213099133	Woolf, Virginia	The Waves	1931	Fiction-Novel	Female	White	Britain	286471
463	uc1.32106019041554	0.21078838174273826	1.5232254608851936	James, Henry	Portrait of a Lady	1881	Fiction-Novel	Male	White	Us	296083
188	mdp.39015012896208	0.20930232558139544	0.2955922836455647	Wells, H. G.	The Island of Dr Moreau	1896	Fiction-Novel	Male	White	Britain	54446
269	mdp.39015058086136	0.208695652173913	0.8199181803215544	Wells, H. G.	When the Sleeper Wakes: A Story of the Years to Come	1899	Fiction-Novel	Male	White	Britain	104990
352	pst.000008520463	0.20856610800744768	2.6058705143343137	Smith, Stevie	Over the Frontier	1938	Fiction-Novel	Female	White	Britain	77128
74	inu.32000004078566	0.2081218274111671	0.7292558357236848	Conrad, Joseph	A Set of Six	1908	Fiction-Stories	Male	White	Europe	101106
276	mdp.39015061185768	0.20793950850661744	1.2494486563393794	Wells, H. G.	Kipps: The Story of a Simple Soul	1905	Fiction-Novel	Male	White	Britain	158463
493	uc1.b3834533	0.20787746170678326	1.6376427309004218	Ford, Ford Madox	When The Wicked Man	1931	Fiction-Novel	Male	White	Britain	104445
312	mdp.49015000998766	0.20689655172413807	0.3745158927095756	Powys, Theodore Francis	Mr. Tasker's Gods	1925	Fiction-Novel	Male	White	Britain	86944
209	mdp.39015020726702	0.2068965517241376	0.4892407863414481	Bowen, Elizabeth	The Cat Jumps, and Other Stories	1934	Fiction-Stories	Female	White	Ireland	66556
510	uc1.b4091384	0.2067901234567903	0.7124311498108888	Lawrence, D. H.	The Lost Girl	1920	Fiction-Novel	Male	White	Britain	170213
282	mdp.39015066195218	0.20612813370473562	1.8848145855972795	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
251	mdp.39015047547255	0.20588235294117657	0.29934942484802923	Woolf, Virginia	To the Lighthouse	1927	Fiction-Novel	Female	White	Britain	85020
257	mdp.39015053037431	0.20563674321503006	1.4172313598902972	Conrad, Joseph	Nostromo: A Tale of the Seabord	1904	Fiction-Novel	Male	White	Europe	252997
22	coo.31924052984741	0.20553359683794434	0.5017460986793203	James, Henry	The Ambassadors	1903	Fiction-Novel	Male	White	Us	188724
499	uc1.b3862556	0.20454545454545447	0.31072165398494234	Compton-Burnett, Ivy	A House and Its Head	1935	Fiction-Novel	Female	White	Britain	105999
555	uiug.30112037331284	0.20425531914893683	1.9659707830392676	Allen, Grant	An African Millionaire	1897	Fiction-Novel	Male	White	Other	89477
32	dul1.ark:/13960/t5p855w55	0.20394736842105252	0.9374911161494212	Beerbohm, Max	Seven Men	1919	Fiction-Stories	Male	White	Britain	60683
241	mdp.39015039039691	0.20312499999999997	0.26559618575137917	Christie, Agatha	The Murder of Roger Ackroyd	1926	Fiction-Novel	Female	White	Britain	90188
431	uc1.32106001987129	0.20175438596491227	0.49181974376941073	Greene, Graham	The Man Within	1929	Fiction-Novel	Male	White	Britain	86754
117	mdp.39015002692823	0.20152091254752827	1.211886621900439	Waugh, Evelyn	Scoop	1938	Fiction-Novel	Male	White	Britain	81224
159	mdp.39015008040225	0.20143884892086314	0.32199171056622233	Conrad, Joseph	Chance	1913	Fiction-Novel	Male	White	Britain	161570
566	umn.31951002184702q	0.20103092783505092	1.1870474112551235	Rhys, Jean	Good Morning, Midnight	1939	Fiction-Novel	Female	White	Caribbean	61168
286	mdp.39015076134736	0.20000000000000037	1.469537311350095	Maugham, William Somerset	The Moon and Sixpence: A Novel	1919	Fiction-Novel	Male	White	Britain	91688
205	mdp.39015019638595	0.19875776397515565	1.5973874513260313	Myers, L. H.	"The ""Clio"""	1925	Fiction-Novel	Male	White	Britain	75446
63	inu.30000094659426	0.19842233009708807	1.398856773932758	Powys, John Cowper	Owen Glendower: An Historical Novel	1940	Fiction-Novel	Male	White	Britain	440935
407	uc1.$b285105	0.19841269841269807	1.122156524713237	Munro, Hector Hugh	Reginald	1904	Fiction-Novel	Male	White	South Asia	42025
310	mdp.49015000993858	0.19811320754717052	1.1444282575092992	Maugham, William Somerset	Christmas Holiday	1939	Fiction-Novel	Male	White	Britain	103999
440	uc1.32106005430829	0.1979927007299269	2.147952392770469	Graves, Robert	I, Claudius	1934	Fiction-Novel	Male	White	Britain	190975
104	mdp.39015000631930	0.19730941704035868	0.8279512928358186	Lawrence, D. H.	The Woman Who Rode Away, and Other Stories	1928	Fiction-Stories	Male	White	Britain	100807
181	mdp.39015011040246	0.19677419354838657	1.8437037009501323	Wells, H. G.	Joan and Peter: The Story of an Education	1918	Fiction-Novel	Male	White	Britain	251722
436	uc1.32106002020458	0.19672131147540897	1.4480400206460824	Waugh, Evelyn	Mr. Loveday's Little Outing, and Other Sad Stories	1936	Fiction-Stories	Male	White	Britain	47300
390	uc1.$b242636	0.19642857142857123	0.28839493368480956	Mansfield, Katherine	The Garden Party and Other Stories	1922	Fiction-Stories	Female	White	Australasia	72676
573	wau.39352007039084	0.19591141396933504	2.048765069986499	Macaulay, Rose	Told by an Idiot	1923	Fiction-Novel	Female	White	Britain	107235
501	uc1.b3865736	0.19565217391304296	1.3595868059468899	Williams, Charles	Shadows of Ecstasy	1933	Fiction-Novel	Male	White	Britain	88642
325	nyp.33433074892518	0.19384615384615347	1.71837285011859	Mason, A. E. W.	The Four Feathers	1902	Fiction-Novel	Male	White	Britain	141575
528	uc1.b4973388	0.19345238095238007	1.377200849855592	Lawrence, D. H.	The Boy in the Bush	1924	Fiction-Novel	Male	White	Britain	273939
540	uc2.ark:/13960/t24b37r0x	0.19287211740042046	1.5459205736644366	Ford, Ford Madox	The Portrait	1910	Fiction-Novel	Male	White	Britain	115484
525	uc1.b4585024	0.1928251121076228	1.0542553301447621	Wells, H. G.	Babes in the Darkling Wood	1940	Fiction-Novel	Male	White	Britain	158336
110	mdp.39015002148933	0.19200000000000103	1.341275300699961	Smith, Stevie	Novel on Yellow Paper	1936	Fiction-Novel	Female	White	Britain	69761
89	inu.39000001588149	0.19075144508670513	1.1262357323884065	Delafield, E. M.	Diary of a Provincial Lady	1930	Fiction-Novel	Female	White	Britain	57492
551	uc2.ark:/13960/t9959fp9w	0.1906779661016953	0.92325635461123	Richardson, Dorothy	Deadlock	1921	Fiction-Novel	Female	White	Britain	95671
400	uc1.$b244479	0.19047619047619063	1.016065066922493	Richardson, Dorothy	Oberland	1927	Fiction-Novel	Female	White	Britain	46413
421	uc1.31175005812105	0.18888888888888866	0.6894556409678652	Huxley, Aldous	Mortal Coils	1922	Fiction-Stories	Male	White	Britain	48857
543	uc2.ark:/13960/t3zs2w44g	0.18867924528301905	0.36773197125580015	Wells, H. G.	The Undying Fire	1919	Fiction-Novel	Male	White	Britain	53943
179	mdp.39015010594201	0.18750000000000047	0.46972072043788154	Somerville, Edith	Some Experiences of an Irish R. M. 	1899	Fiction-Novel	Female	White	Ireland	165735
564	umn.31951002116326o	0.18717948717948749	1.5034988077800193	Kipling, Rudyard	Plain Tales from the Hills	1888	Fiction-Stories	Male	White	South Asia	97085
443	uc1.32106006956004	0.1869158878504675	0.6571073308050168	Mansfield, Katherine	The Aloe	1930	Fiction-Stories	Female	White	Australasia	60945
2	aeu.ark:/13960/t3pv7sg8r	0.18627450980392174	0.7514671105639378	Bennett, Arnold	The Gates of Wrath: A Melodrama	1903	Fiction-Novel	Male	White	Britain	50802
172	mdp.39015009004717	0.18604651162790606	1.4978517092647925	Aldington, Richard	Soft Answers 	1932	Fiction-Stories	Male	White	Britain	107446
334	nyp.33433081998340	0.18592964824120645	1.070601707322164	Chesterton, G. K.	Manalive	1912	Fiction-Novel	Male	White	Britain	69569
453	uc1.32106014380650	0.185430463576159	0.4435928116565157	Conrad, Joseph	An Outcast of the Islands	1896	Fiction-Novel	Male	White	Europe	127404
374	pst.000033048772	0.18532818532818576	0.47410621812849724	Lawrence, D. H.	Sons and Lovers	1913	Fiction-Novel	Male	White	Britain	204463
518	uc1.b4095607	0.1844512195121951	2.0957038922939537	Ford, Ford Madox	An English Girl: A Romance	1907	Fiction-Novel	Male	White	Britain	117156
8	coo.31924013216811	0.18367346938775525	0.5234463530487939	Richardson, Dorothy	Pointed Roofs	1915	Fiction-Novel	Female	White	Britain	70072
306	mdp.49015000980798	0.18351063829787206	1.5000515291073322	Greene, Graham	England Made Me	1935	Fiction-Novel	Male	White	Britain	93815
249	mdp.39015046789809	0.1833333333333333	0.8443332232422864	Meredith, George	Diana of the Crossways	1885	Fiction-Novel	Male	White	Britain	186177
530	uc1.c003356752	0.18324607329842926	1.0186235521288627	Ford, Ford Madox	The Simple Life Limited	1911	Fiction-Novel	Male	White	Britain	140359
158	mdp.39015006194115	0.18289085545722697	0.8659334416978157	West, Rebecca	The Thinking Reed	1936	Fiction-Novel	Female	White	Ireland	146523
38	hvd.32044018923557	0.18260869565217405	0.617482316562369	Huxley, Aldous	Chrome Yellow	1921	Fiction-Novel	Male	White	Britain	69705
456	uc1.32106014703547	0.18215158924205394	1.6580744064695139	Lawrence, D. H.	Kangaroo	1923	Fiction-Novel	Male	White	Britain	184646
252	mdp.39015047714954	0.181674565560821	1.8611276324689074	Trollope, Anthony	Mr. Scarborough's Family	1883	Fiction-Novel	Male	White	Britain	254594
58	inu.30000038731067	0.18000000000000005	0.2563912541674235	Powys, Theodore Francis	Fables	1934	Fiction-Stories	Male	White	Britain	72989
355	pst.000019367736	0.1790540540540547	0.6840037304281276	Conrad, Joseph	Typhoon and Other Stories	1903	Fiction-Stories	Male	White	Europe	161966
96	inu.39000004044819	0.17821782178217804	0.4080720821056913	Lehmann, Rosamond	A Note in Music	1930	Fiction-Novel	Female	White	Britain	92635
30	coo1.ark:/13960/t74t75g7m	0.17729393468118257	1.4353801844215066	Ford, Ford Madox	The New Humpty-Dumpty	1912	Fiction-Novel	Male	White	Britain	167662
295	mdp.39015092894172	0.17708333333333307	0.6268603789528264	Douglas, Norman [George]	Unprofessional Tales	1901	Fiction-Stories	Male	White	Europe	57318
234	mdp.39015031241063	0.17647058823529416	0.5459021928569066	James, Henry	The Outcry	1911	Fiction-Stories	Male	White	Us	69932
487	uc1.b3810633	0.17647058823529413	0.5719255752939206	Conrad, Joseph	The Nature of a Crime	1923	Fiction-Novel	Male	White	Europe	22250
215	mdp.39015030719564	0.17647058823529332	1.2602362376068168	Wells, H. G.	The Bulpington of Blup	1932	Fiction-Novel	Male	White	Britain	146415
449	uc1.32106012128440	0.17621899059024956	2.2280532379104887	Hardy, Thomas	A Laodicean	1881	Fiction-Novel	Male	White	Britain	196372
131	mdp.39015003675371	0.1760797342192696	1.3822232323268138	Ford, Ford Madox	Last Post	1928	Fiction-Novel	Male	White	Britain	81504
505	uc1.b4082740	0.1757188498402559	0.6320299766264572	Woolf, Virginia	The Voyage Out	1915	Fiction-Novel	Female	White	Britain	185352
264	mdp.39015055182078	0.175166297117517	2.0654383123749542	Ford, Ford Madox	No Enemy: A Tale of Reconstruction	1929	Fiction-Novel	Male	White	Britain	81725
427	uc1.32106001955357	0.17469879518072268	1.2914613151952834	Stevenson, Robert Louis	More New Arabian Nights	1885	Fiction-Stories	Male	White	Britain	96216
173	mdp.39015009039564	0.1746575342465756	1.0760106421558773	Aldington, Richard	Seven Against Reeves: A Comedy Farce	1938	Fiction-Novel	Male	White	Britain	101568
556	uiug.30112041393841	0.17407407407407408	1.499331638251037	Bennett, Arnold	The Lion's Share	1916	Fiction-Novel	Male	White	Britain	134799
253	mdp.39015048709714	0.17283950617283902	0.33480133435328907	de la Mare, Walter	Memoirs of a Midget	1921	Fiction-Novel	Male	White	Britain	181100
247	mdp.39015043198889	0.17277486910994808	1.0960879628838038	Hall, Radclyffe	The Well of Loneliness	1928	Fiction-Novel	Female	White	Britain	195659
7	coo.31924013205749	0.17204301075268788	1.2998808225485041	Allen, Grant	The Woman Who Did	1895	Fiction-Novel	Male	White	Other	53555
496	uc1.b3834539	0.1713286713286707	1.7961825328249676	Ford, Ford Madox	The Rash Act: A Novel	1933	Fiction-Novel	Male	White	Britain	119189
266	mdp.39015055599784	0.1709677419354835	1.37648379723389	Forster, E. M.	A Room With a View	1908	Fiction-Novel	Male	White	Britain	84291
280	mdp.39015066055271	0.17085427135678383	1.076248340799605	Household, Geoffrey	Rogue Male	1939	Fiction-Novel	Male	White	Britain	69204
111	mdp.39015002164583	0.1688609044075542	1.2256974668856648	Powys, John Cowper	A Glastonbury Romance	1932	Fiction-Novel	Male	White	Britain	533458
346	pst.000000657853	0.16784869976359443	2.8989512605432535	Graves, Robert	Claudius the God	1934	Fiction-Novel	Male	White	Britain	218449
60	inu.30000048970531	0.16725978647686848	1.7754013610755672	Sassoon, Siegfried	Sherston's Progress	1936	Fiction-Novel	Male	White	Britain	59238
80	inu.32000007265780	0.1666666666666667	0.5373008613592843	Lawrence, D. H.	Sun	1928	Fiction-Stories	Male	White	Britain	8359
472	uc1.b3575558	0.1666666666666667	0.8284489486169929	Yeats, William Butler	Adoration of the Magi	1897	Fiction-Stories	Male	White	Ireland	8132
495	uc1.b3834538	0.16625310173697253	2.0260148624333	Ford, Ford Madox	Privy Seal: His Last Venture	1907	Fiction-Novel	Male	White	Britain	74448
19	coo.31924013636521	0.16608996539792334	0.7792954158708848	Lawrence, D. H.	Aaron's Rod	1922	Fiction-Novel	Male	White	Britain	138799
153	mdp.39015005691608	0.16504854368932068	0.37093639743163626	James, Henry	The Sense of the Past	1917	Fiction-Novel	Male	White	Us	103927
155	mdp.39015005786911	0.1643192488262915	1.3697216199926965	Munro, Hector Hugh	The Unbearable Bassington	1912	Fiction-Novel	Male	White	South Asia	58202
309	mdp.49015000993841	0.16379310344827616	0.9471177945241807	Maugham, William Somerset	The Casuarina Tree: Six Stories	1926	Fiction-Stories	Male	White	Britain	91680
373	pst.000032609981	0.16363636363636308	0.9460940975948497	Maugham, William Somerset	The Painted Veil	1925	Fiction-Novel	Male	White	Britain	87032
134	mdp.39015003681346	0.16346153846153832	0.6285457596060953	Galsworthy, John	A Man of Devon	1901	Fiction-Stories	Male	White	Britain	61928
101	mdp.39015000017742	0.1631799163179913	1.23269414294624	Aldington, Richard	Road to Glory	1930	Fiction-Stories	Male	White	Britain	72566
33	gri.ark:/13960/t3kw8z43q	0.1621052631578945	1.346393888906924	Ford, Ford Madox	Ladies Whose Bright Eyes	1911	Fiction-Novel	Male	White	Britain	132042
119	mdp.39015002709973	0.16153846153846138	0.32142299473567704	Powys, John Cowper	Rodmoor: A Romance	1916	Fiction-Novel	Male	White	Britain	151376
85	inu.39000001020226	0.1613756613756614	2.7732212849793423	Bowen, Elizabeth	The House in Paris	1935	Fiction-Novel	Female	White	Ireland	102030
320	miun.afb2696.0001.001	0.1612903225806452	0.3602371949597667	Wells, H. G.	The Brothers: A Story	1938	Fiction-Novel	Male	White	Britain	32208
416	uc1.$b787246	0.1610738255033559	0.9164658821079648	Myers, L. H.	Strange Glory	1936	Fiction-Novel	Male	White	Britain	60850
430	uc1.32106001982351	0.16089385474860335	1.4091257677452251	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
401	uc1.$b244725	0.1600000000000007	1.2561243959206614	Macaulay, Rose	Crewe Train	1926	Fiction-Novel	Female	White	Britain	89388
53	inu.30000001017874	0.16	0.9821166260162209	Christie, Agatha	Murder on the Orient Express	1934	Fiction-Novel	Female	White	Britain	76218
46	hvd.hn5fum	0.1599326599326604	1.6664736187386064	Childers, Erskine	The Riddle of Sands	1903	Fiction-Novel	Male	White	Britain	133407
178	mdp.39015010471400	0.15617977528089927	1.3855515061896935	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906	Fiction-Novel	Male	White	Britain	240413
494	uc1.b3834537	0.155322862129145	1.8477054375872974	Ford, Ford Madox	A Little Less Than Gods: A Romance	1928	Fiction-Novel	Male	White	Britain	116068
108	mdp.39015001145211	0.1553030303030298	1.3655889463520658	Maugham, William Somerset	Cosmopolitans	1936	Fiction-Stories	Male	White	Britain	72356
62	inu.30000081529376	0.15525114155251227	1.6057475522203868	Waugh, Evelyn	A Handful of Dust	1934	Fiction-Novel	Male	White	Britain	102091
324	nyp.33433074875026	0.15328467153284647	0.9792531038953347	Macaulay, Rose	The Furnace	1907	Fiction-Novel	Female	White	Britain	52362
357	pst.000020900496	0.15294117647058805	0.6374911855908214	Wells, H. G.	In the Days of the Comet	1906	Fiction-Novel	Male	White	Britain	99808
211	mdp.39015025040745	0.15227629513343832	2.009821482418629	Buchan, John	Greenmantle	1916	Fiction-Novel	Male	White	Britain	118624
478	uc1.b3759970	0.15151515151515096	1.1147397965014465	Wells, H. G.	Meanwhile: The Picture of a Lady	1927	Fiction-Novel	Male	White	Britain	99718
37	hvd.32044011328713	0.15116279069767435	0.40015459050116703	Lawrence, D. H.	England, My England	1922	Fiction-Stories	Male	White	Britain	80438
90	inu.39000001740583	0.15061058344640313	2.39438683047562	Wells, H. G.	The War in the Air, and Particularly how Mr. Bert Smallways Fared While it Lasted	1908	Fiction-Novel	Male	White	Britain	115203
200	mdp.39015016867767	0.1485148514851487	0.7445101297093123	Bowen, Elizabeth	The Last September	1929	Fiction-Novel	Female	White	Ireland	101548
31	coo1.ark:/13960/t9v12m24d	0.1484716157205246	0.6333141333807555	Chesterton, G. K.	The Man Who Knew Too Much, and Other Stories	1922	Fiction-Stories	Male	White	Britain	135334
574	wu.89065155434	0.14583333333333343	0.4551030171097917	Forster, E. M.	The Celestial Omnibus and Other Stories	1911	Fiction-Stories	Male	White	Britain	39475
44	hvd.hn1ndc	0.14511041009463807	2.3094839609853577	Allen, Grant	Miss Cayley's Adventures	1899	Fiction-Novel	Male	White	Other	102746
219	mdp.39015030719648	0.1450980392156866	2.465833364608518	Wells, H. G.	The Secret Places of the Heart	1922	Fiction-Novel	Male	White	Britain	77410
273	mdp.39015060668582	0.1444043321299641	1.0712793102356	Wells, H. G.	The First Men in the Moon	1901	Fiction-Novel	Male	White	Britain	96776
550	uc2.ark:/13960/t91836s7n	0.14371257485029934	0.5595217575624557	West, Rebecca	The Judge	1922	Fiction-Novel	Female	White	Ireland	223419
250	mdp.39015046801612	0.14173228346456665	0.6661094294494362	Huxley, Aldous	Crome Yellow	1921	Fiction-Novel	Male	White	Britain	71359
51	iau.31858004708438	0.1412803532008831	0.9765378166620213	Weyman, Stanley J.	A Gentleman of France	1893	Fiction-Novel	Male	White	Britain	173620
94	inu.39000003583544	0.14106583072100268	1.312782930472898	Greene, Graham	Stamboul Train	1932	Fiction-Novel	Male	White	Britain	90947
524	uc1.b4582173	0.14090909090909057	0.9658705161510255	Chesterton, G. K.	The Return of Don Quixote	1927	Fiction-Novel	Male	White	Britain	85250
162	mdp.39015008178132	0.14024390243902368	1.2629590193905018	Lewis, Wyndham	Snooty Baronet	1932	Fiction-Novel	Male	White	Other	145803
258	mdp.39015053044510	0.13913043478260848	1.209662461559519	Wells, H. G.	The Sea Lady: A Tissue of Moonshine	1902	Fiction-Novel	Male	White	Britain	71163
287	mdp.39015077636358	0.13888888888888826	1.3381117949192418	Conrad, Joseph	Lord Jim: A Tale	1900	Fiction-Novel	Male	White	Europe	181248
420	uc1.$b87357	0.13793103448275867	1.8437183497956717	Chesterton, G. K.	The Sword of Wood	1928	Fiction-Stories	Male	White	Britain	5887
331	nyp.33433074946256	0.13734939759036144	1.3922666533276233	Allen, Grant	Hilda Wade	1900	Fiction-Novel	Male	White	Other	111562
169	mdp.39015008922083	0.13675213675213718	1.1137006962447868	Isherwood, Christopher	Mr Norris Changes Trains	1935	Fiction-Novel	Male	White	Britain	78639
445	uc1.32106008792647	0.1359223300970874	0.6594587003528672	James, Henry	The Aspern Papers and The Turn of the Screw	1888	Fiction-Novel	Male	White	Us	116915
6	coo.31924008035770	0.13580246913580246	0.49931255065699715	Wilde, Oscar	The Happy Prince and Other Tales	1888	Fiction-Stories	Male	White	Ireland	60716
254	mdp.39015049493359	0.1353383458646616	0.48457597615144543	James, Henry	The Ivory Tower	1917	Fiction-Novel	Male	White	Us	102726
180	mdp.39015010701871	0.1339285714285713	0.5525371101805084	Chesterton, G. K.	The Secret of Father Brown	1927	Fiction-Novel	Male	White	Britain	75866
340	osu.32435017802885	0.1338028169014083	0.422432082402395	Conrad, Joseph	The Arrow of Gold	1919	Fiction-Novel	Male	White	Europe	125812
426	uc1.32106001949889	0.13341346153846195	2.100469166528985	Rolfe, Frederick	Hadrian the Seventh: A Romance	1904	Fiction-Novel	Male	White	Britain	148251
40	hvd.32044020572954	0.13333333333333283	1.5611588515771404	Allen, Grant	The British Barbarians	1895	Fiction-Novel	Male	White	Other	57538
529	uc1.b5336132	0.1325301204819278	0.39181689213091236	Mansfield, Katherine	Bliss, and Other Stories	1920	Fiction-Stories	Female	White	Australasia	79284
537	uc2.ark:/13960/t1cj8gv9c	0.13043478260869584	0.5839237681754409	Conrad, Joseph	Within the Tides: Tales	1915	Fiction-Stories	Male	White	Europe	73711
130	mdp.39015003675322	0.12771084337349456	1.3177349360198836	Ford, Ford Madox	Ladies Whose Bright Eyes (heavily revised)	1935	Fiction-Novel	Male	White	Britain	117872
304	mdp.49015000920166	0.12631578947368435	0.3832798850445144	Bowen, Elizabeth	The Hotel	1927	Fiction-Novel	Female	White	Ireland	92768
422	uc1.31822038204657	0.12500000000000008	1.6574584002591586	Firbank, [Arthur Annesley] Ronald	"""Odette d'Antrevernes"" and ""A Study in Temperament"""	1905	Fiction-Stories	Male	White	Britain	7226
468	uc1.b3209748	0.12337662337662324	0.5367696316940992	Lawrence, D. H.	The Ladybird; The Fox; The Captain's Doll	1923	Fiction-Stories	Male	White	Britain	107380
50	hvd.hwpatg	0.12173913043478385	1.7650563401043065	Wells, H. G.	The Passionate Friends	1913	Fiction-Novel	Male	White	Britain	121927
28	coo1.ark:/13960/t5db8kz2x	0.12121212121212116	0.45693929801262356	Sinclair, May	The Life and Death of Harriett Frean	1922	Fiction-Novel	Female	White	Britain	27030
186	mdp.39015011819813	0.1204819277108434	1.9815279817637876	Lawrence, D. H.	The Escaped Cock	1929	Fiction-Novel	Male	White	Britain	78386
106	mdp.39015000666704	0.1204481792717085	1.5409183564909399	Ford, Ford Madox	The Good Soldier	1915	Fiction-Novel	Male	White	Britain	86712
447	uc1.32106011340103	0.12021857923497273	0.5439609016992503	James, Henry	What Maisie Knew	1897	Fiction-Novel	Male	White	Us	125914
482	uc1.b3796874	0.11976047904191607	0.723516834046269	Bennett, Arnold	Accident	1929	Fiction-Novel	Male	White	Britain	86389
300	mdp.39076005394908	0.11925175370225938	2.7400235117769656	Wells, H. G.	The Shape of Things to Come	1933	Fiction-Novel	Male	White	Britain	175252
361	pst.000026087894	0.1191135734072025	1.8530997891715506	Wells, H. G.	The World Set Free	1914	Fiction-Novel	Male	White	Britain	72912
429	uc1.32106001976155	0.11864406779660988	0.8952418562852331	Conrad, Joseph	Youth: A Narrative, and Two Other Stories	1902	Fiction-Stories	Male	White	Europe	123331
66	inu.30000117262042	0.11854103343465033	0.8375544482536529	Lawrence, D. H.	Lady Chatterley's Lover	1928	Fiction-Novel	Male	White	Britain	147019
39	hvd.32044018987289	0.11718749999999994	0.5451865487816596	Maugham, William Somerset	The Hero	1901	Fiction-Novel	Male	White	Britain	87873
185	mdp.39015011598300	0.11650485436893261	1.5345543449187968	Macaulay, Rose	Staying with Relations	1930	Fiction-Novel	Female	White	Britain	100486
171	mdp.39015008995501	0.11650485436893195	2.246783248390124	Conrad, Joseph	The Sisters	1928	Fiction-Novel	Male	White	Europe	17158
243	mdp.39015040661087	0.11332312404287884	1.7948655748497435	Forster, E. M.	A Passage to India	1924	Fiction-Novel	Male	White	Britain	136167
166	mdp.39015008456900	0.11170212765957459	2.177306989698928	Moore, George	The Brook Kerith	1916	Fiction-Novel	Male	White	Ireland	193901
553	uc2.ark:/13960/t9h41nk9h	0.10810810810810811	2.003025695682843	Macaulay, Rose	Mystery at Geneva	1922	Fiction-Novel	Female	White	Britain	55309
388	uc1.$b106072	0.10691823899371039	0.7586942026894845	Lewis, Wyndham	The Wild Body: A Soldier of Humour and Other Stories	1927	Fiction-Stories	Male	White	Other	78437
476	uc1.b3759961	0.10526315789473682	0.3686289811394905	Wells, H. G.	The Croquet Player: A Story	1937	Fiction-Novel	Male	White	Britain	19291
474	uc1.b3759956	0.10479041916167607	1.2557791528825548	Wells, H. G.	Apropos of Dolores	1938	Fiction-Novel	Male	White	Britain	99546
333	nyp.33433075767313	0.10447761194029859	0.5122130293026722	Wells, H. G.	The Wonderful Visit	1895	Fiction-Novel	Male	White	Britain	48957
386	uc1.$b104460	0.10438413361169131	1.647636143876714	Ford, Ford Madox	Henry for Hugh: A Novel	1934	Fiction-Novel	Male	White	Britain	108809
79	inu.32000005560356	0.10389610389610399	1.7344223354391033	Conrad, Joseph	The Nigger of the Narcissus	1897	Fiction-Novel	Male	White	Europe	33232
69	inu.32000001674060	0.10216718266253884	1.4616398273193036	Isherwood, Christopher	Goodbye to Berlin	1939	Fiction-Novel	Male	White	Britain	82709
475	uc1.b3759957	0.10102489019033745	2.6144422504583837	Wells, H. G.	The Autocracy of Mr. Parham	1930	Fiction-Novel	Male	White	Britain	97776
