htid,corpus,author,title,pub_date,genre,gender,white,origin_area,origin_nation,wordcount
mdp.39015012924240,Prominent,"Green, Henry",Blindness,1926,Fiction-Novel,Male,White,Britain,England,81975
mdp.39015008337951,Prominent,"Lehmann, Rosamond",Dusty Answer,1927,Fiction-Novel,Female,White,Britain,England,131548
uc1.32106002020342,Prominent,"Waugh, Evelyn",Black Mischief,1932,Fiction-Novel,Male,White,Britain,England,78419
uc1.b4973388,Prominent,"Lawrence, D. H.",The Boy in the Bush,1924,Fiction-Novel,Male,White,Britain,England,273939
pst.000029575206,Prominent,"Priestley, J. B.",The Good Companions,1929,Fiction-Novel,Male,White,Britain,England,318900
mdp.39015066195218,Prominent,"Shorthouse, Joseph Henry",John Inglesant,1881,Fiction-Novel,Male,White,Britain,England,213864
mdp.39015011040246,Prominent,"Wells, H. G.",Joan and Peter: The Story of an Education,1918,Fiction-Novel,Male,White,Britain,England,251722
uva.x000926858,Prominent,"James, Henry",The Golden Bowl,1904,Fiction-Novel,Male,White,Us,Us,131305
inu.30000102875915,Prominent,"Stevenson, Robert Louis",Kidnapped,1886,Fiction-Novel,Male,White,Britain,Scotland,112725
inu.39000000700414,Prominent,"Wells, H. G.",Christina Alberta's Father,1925,Fiction-Novel,Male,White,Britain,England,146085
mdp.39015002709973,Prominent,"Powys, John Cowper",Rodmoor: A Romance,1916,Fiction-Novel,Male,White,Britain,England,151376
coo.31924013536150,Prominent,"Bennett, Arnold",The Statue,1908,Fiction-Novel,Male,White,Britain,England,90901
pst.000013460631,Prominent,"Bowen, Elizabeth",To the North,1932,Fiction-Novel,Female,White,Ireland,Ireland - England,114402
pst.000000657853,Prominent,"Graves, Robert",Claudius the God,1934,Fiction-Novel,Male,White,Britain,England,218449
uc1.b4095607,Prominent,"Ford, Ford Madox",An English Girl: A Romance,1907,Fiction-Novel,Male,White,Britain,England,117156
mdp.39015009004717,Prominent,"Aldington, Richard",Soft Answers ,1932,Fiction-Stories,Male,White,Britain,England,107446
pst.000062475938,Prominent,"Conrad, Joseph",The Secret Agent: A Simple Tale,1907,Fiction-Novel,Male,White,Europe,Poland - England,130412
mdp.39015005775112,Prominent,"Waugh, Evelyn",Decline and Fall,1928,Fiction-Novel,Male,White,Britain,England,77369
mdp.39015003448845,Prominent,"Huxley, Aldous",Point Counter Point,1928,Fiction-Novel,Male,White,Britain,England,213835
mdp.39015049493359,Prominent,"James, Henry",The Ivory Tower,1917,Fiction-Novel,Male,White,Us,Us,102726
mdp.39015011506139,Prominent,"Lewis, Wyndham",Tarr,1918,Fiction-Novel,Male,White,Other,Canada - Britain,122982
mdp.39015060669036,Prominent,"Wells, H. G.",A Modern Utopia,1905,Fiction-Novel,Male,White,Britain,England,124403
coo.31924013636521,Prominent,"Lawrence, D. H.",Aaron's Rod,1922,Fiction-Novel,Male,White,Britain,England,138799
mdp.39015001145211,Prominent,"Maugham, William Somerset",Cosmopolitans,1936,Fiction-Stories,Male,White,Britain,England,72356
coo.31924074619218,Prominent,"Stevenson, Robert Louis",Catriona,1893,Fiction-Novel,Male,White,Britain,Scotland,124096
inu.30000035055387,Prominent,"Lawrence, D. H.",The Rainbow,1915,Fiction-Novel,Male,White,Britain,England,224398
pst.000045760310,Prominent,"Bennett, Arnold",Tales of the Five Towns,1905,Fiction-Stories,Male,White,Britain,England,61087
uc1.32106001994984,Prominent,"Lawrence, D. H.",The Plumed Serpent,1926,Fiction-Novel,Male,White,Britain,England,213442
mdp.39015077636358,Prominent,"Conrad, Joseph",Lord Jim: A Tale,1900,Fiction-Novel,Male,White,Europe,Poland - England,181248
mdp.39015025040745,Prominent,"Buchan, John",Greenmantle,1916,Fiction-Novel,Male,White,Britain,Scotland,118624
iau.31858005598952,Prominent,"Bennett, Arnold",The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (A Fantasia),1905,Fiction-Stories,Male,White,Britain,England,61770
mdp.39015060845628,Prominent,"Wells, H. G.",Tono-Bungay,1909,Fiction-Novel,Male,White,Britain,England,183545
inu.30000007685427,Prominent,"Waugh, Alec",The Loom of Youth,1917,Fiction-Novel,Male,White,Britain,England,132980
mdp.39015053230523,Prominent,"Wells, H. G.",Marriage,1912,Fiction-Novel,Male,White,Britain,England,175863
uc1.32106008792647,Prominent,"James, Henry",The Aspern Papers and The Turn of the Screw,1888,Fiction-Novel,Male,White,Us,Us,116915
uc1.32106005430829,Prominent,"Graves, Robert","I, Claudius",1934,Fiction-Novel,Male,White,Britain,England,190975
mdp.39015008456900,Prominent,"Moore, George",The Brook Kerith,1916,Fiction-Novel,Male,White,Ireland,Ireland,193901
hvd.32044010252005,Prominent,"Buchan, John",The Thirty-Nine steps,1915,Fiction-Novel,Male,White,Britain,Scotland,47062
mdp.39015030738069,Prominent,"Firbank, [Arthur Annesley] Ronald",Vainglory,1915,Fiction-Novel,Male,White,Britain,England,65257
uva.x000618958,Prominent,"Maugham, William Somerset",The Explorer,1907,Fiction-Novel,Male,White,Britain,England,93929
coo1.ark:/13960/t6zw21192,Prominent,"Bennett, Arnold",The Pretty Lady: A Novel,1918,Fiction-Novel,Male,White,Britain,England,97208
uc1.b3759957,Prominent,"Wells, H. G.",The Autocracy of Mr. Parham,1930,Fiction-Novel,Male,White,Britain,England,97776
uc1.b3759962,Prominent,"Wells, H. G.",The Dream,1924,Fiction-Novel,Male,White,Britain,England,101512
njp.32101068574498,Prominent,"Macaulay, Rose",Abbots Verney,1906,Fiction-Novel,Female,White,Britain,England,130457
mdp.39015031224069,Prominent,"Bennett, Arnold",The Vanguard: A Fantasia,1927,Fiction-Novel,Male,White,Britain,England,103294
uc1.b3174276,Prominent,"Gissing, George",Born in Exile,1892,Fiction-Novel,Male,White,Britain,England,200148
mdp.39015030719648,Prominent,"Wells, H. G.",The Secret Places of the Heart,1922,Fiction-Novel,Male,White,Britain,England,77410
mdp.39076005394908,Prominent,"Wells, H. G.",The Shape of Things to Come,1933,Fiction-Novel,Male,White,Britain,England,175252
aeu.ark:/13960/t3pv7sg8r,Prominent,"Bennett, Arnold",The Gates of Wrath: A Melodrama,1903,Fiction-Novel,Male,White,Britain,England,50802
uc1.b3759956,Prominent,"Wells, H. G.",Apropos of Dolores,1938,Fiction-Novel,Male,White,Britain,England,99546
mdp.39015003681346,Prominent,"Galsworthy, John",A Man of Devon,1901,Fiction-Stories,Male,White,Britain,England,61928
dul1.ark:/13960/t5p855w55,Prominent,"Beerbohm, Max",Seven Men,1919,Fiction-Stories,Male,White,Britain,England,60683
mdp.39015076134736,Prominent,"Maugham, William Somerset",The Moon and Sixpence: A Novel,1919,Fiction-Novel,Male,White,Britain,England,91688
mdp.39015008846571,Prominent,"Aldington, Richard",All Men Are  Enemies,1933,Fiction-Novel,Male,White,Britain,England,203524
mdp.39076005037937,Prominent,"Galsworthy, John",The White Monkey: a Silent Wooing,1924,Fiction-Novel,Male,White,Britain,England,118061
uc1.32106006215591,Prominent,"Woolf, Virginia",The Waves,1931,Fiction-Novel,Female,White,Britain,England,286471
pst.000019367736,Prominent,"Conrad, Joseph",Typhoon and Other Stories,1903,Fiction-Stories,Male,White,Europe,Poland - England,161966
hvd.hn1ndc,Prominent,"Allen, Grant",Miss Cayley's Adventures,1899,Fiction-Novel,Male,White,Other,Canada,102746
uc1.32106001930137,Prominent,"Chesterton, G. K.",The Innocence of Father Brown,1911,Fiction-Novel,Male,White,Britain,England,96771
mdp.39015011819813,Prominent,"Lawrence, D. H.",The Escaped Cock,1929,Fiction-Novel,Male,White,Britain,England,78386
uc1.b4097966,Prominent,"Bagnold, Enid",National Velvet,1935,Fiction-Novel,Female,White,Britain,England,89887
uc1.b4082740,Prominent,"Woolf, Virginia",The Voyage Out,1915,Fiction-Novel,Female,White,Britain,England,185352
inu.30000081529376,Prominent,"Waugh, Evelyn",A Handful of Dust,1934,Fiction-Novel,Male,White,Britain,England,102091
mdp.39015009048433,Prominent,"Beerbohm, Max",Works of Max Beerbohm,1896,Fiction-Unspecified,Male,White,Britain,England,35672
hvd.32044020572954,Prominent,"Allen, Grant",The British Barbarians,1895,Fiction-Novel,Male,White,Other,Canada,57538
uc1.32106011381107,Prominent,"Stevenson, Robert Louis",The Master of Ballantrae,1889,Fiction-Novel,Male,White,Britain,Scotland,111936
inu.30000094659426,Prominent,"Powys, John Cowper",Owen Glendower: An Historical Novel,1940,Fiction-Novel,Male,White,Britain,England,440935
mdp.39015046789809,Prominent,"Meredith, George",Diana of the Crossways,1885,Fiction-Novel,Male,White,Britain,England,186177
hvd.32044090347501,Prominent,"Galsworthy, John",Five Tales,1918,Fiction-Stories,Male,White,Britain,England,115916
inu.39000000350780,Prominent,"Powys, John Cowper",Wolf Solent,1929,Fiction-Novel,Male,White,Britain,England,317604
mdp.39015032477062,Prominent,"Huxley, Aldous",Eyeless in Gaza,1936,Fiction-Novel,Male,White,Britain,England,182198
uc1.b3435601,Prominent,"Priestley, J. B.",Angel Pavement,1930,Fiction-Novel,Male,White,Britain,England,223837
uc1.32106001990495,Prominent,"Huxley, Aldous",Brief Candles: Stories,1930,Fiction-Stories,Male,White,Britain,England,98207
uc1.32106014380601,Prominent,"Conrad, Joseph",The Rover,1923,Fiction-Novel,Male,White,Europe,Poland - England,103889
mdp.39015060668582,Prominent,"Wells, H. G.",The First Men in the Moon,1901,Fiction-Novel,Male,White,Britain,England,96776
uc1.b3865720,Prominent,"Waugh, Evelyn",Vile Bodies,1930,Fiction-Novel,Male,White,Britain,England,79075
coo1.ark:/13960/t3417ht19,Prominent,"Bennett, Arnold",Mr. Prohack,1922,Fiction-Novel,Male,White,Britain,England,154075
mdp.39015062110369,Prominent,"Joyce, James",Ulysses,1922,Fiction-Novel,Male,White,Ireland,Ireland,319805
mdp.49015001002139,Prominent,"Sayers, Dorothy",The Nine Tailors,1934,Fiction-Novel,Female,White,Britain,England,135465
mdp.39015080830469,Prominent,"Hardy, Thomas",The Woodlanders,1887,Fiction-Novel,Male,White,Britain,England,190891
mdp.39015008178132,Prominent,"Lewis, Wyndham",Snooty Baronet,1932,Fiction-Novel,Male,White,Other,Canada - Britain,145803
mdp.39015014506813,Prominent,"Hardy, Thomas",The Well-Beloved,1897,Fiction-Novel,Male,White,Britain,England,106737
mdp.39015003681684,Prominent,"Galsworthy, John",Tatterdemalion,1920,Fiction-Stories,Male,White,Britain,England,92662
inu.32000000357600,Prominent,"Greene, Graham",It's a Battlefield,1934,Fiction-Novel,Male,White,Britain,England,80786
uiug.30112056502336,Prominent,"Thomas, Edward",The Happy-Go-Lucky Morgans,1913,Fiction-Novel,Male,White,Britain,England,81966
mdp.39015002164583,Prominent,"Powys, John Cowper",A Glastonbury Romance,1932,Fiction-Novel,Male,White,Britain,England,533458
uc1.32106012128440,Prominent,"Hardy, Thomas",A Laodicean,1881,Fiction-Novel,Male,White,Britain,England,196372
mdp.39015047547255,Prominent,"Woolf, Virginia",To the Lighthouse,1927,Fiction-Novel,Female,White,Britain,England,85020
pst.000010073353,Prominent,"Conrad, Joseph",Romance: A Novel,1903,Fiction-Novel,Male,White,Europe,Poland - England,193154
uc1.$b244736,Prominent,"Macaulay, Rose",Keeping Up Appearances,1928,Fiction-Novel,Female,White,Britain,England,101086
mdp.39015030719564,Prominent,"Wells, H. G.",The Bulpington of Blup,1932,Fiction-Novel,Male,White,Britain,England,146415
pst.000032226942,Prominent,"Maugham, William Somerset",The Narrow Corner,1932,Fiction-Novel,Male,White,Britain,England,95052
nyp.33433081998340,Prominent,"Chesterton, G. K.",Manalive,1912,Fiction-Novel,Male,White,Britain,England,69569
uc1.$b105330,Prominent,"Macaulay, Rose",Going Abroad,1934,Fiction-Novel,Female,White,Britain,England,101958
mdp.39015031240875,Prominent,"Isherwood, Christopher",The Memorial,1932,Fiction-Novel,Male,White,Britain,England,73784
mdp.39015058011787,Prominent,"Woolf, Virginia",The Years,1937,Fiction-Novel,Female,White,Britain,England,164601
nyp.33433074946256,Prominent,"Allen, Grant",Hilda Wade,1900,Fiction-Novel,Male,White,Other,Canada,111562
mdp.49015000982976,Prominent,"Huxley, Aldous",After Many a Summer,1939,Fiction-Novel,Male,White,Britain,England,106706
inu.39000001215875,Prominent,"Kipling, Rudyard",The Second Jungle Book,1895,Fiction-Stories,Male,White,South Asia,India - England,107543
mdp.49015000979592,Prominent,"Galsworthy, John",The Patrician,1911,Fiction-Novel,Male,White,Britain,England,108597
uc1.32106005418808,Prominent,"Chesterton, G. K.",The Flying Inn,1914,Fiction-Stories,Male,White,Britain,England,128889
inu.32000002887836,Prominent,"Wells, H. G.",The World of William Clissold,1926,Fiction-Novel,Male,White,Britain,England,115350
mdp.39015005273563,Prominent,"Lewis, Wyndham",The Apes of God,1930,Fiction-Novel,Male,White,Other,Canada - Britain,258755
mdp.39015066650105,Prominent,"Webb, Mary",Precious Bane,1924,Fiction-Novel,Female,White,Britain,England,125501
uc1.$b386778,Prominent,"Wells, H. G.","The Food of the Gods, and how it Came to Earth",1904,Fiction-Novel,Male,White,Britain,England,90359
uc1.32106016823210,Prominent,"Forster, E. M.",Maurice,1914,Fiction-Novel,Male,White,Britain,England,142455
uc2.ark:/13960/t7vm4dr7d,Prominent,"Ford, Ford Madox",Mr. Fleight,1913,Fiction-Novel,Male,White,Britain,England,106036
mdp.39015018978745,Prominent,"Stevenson, Robert Louis",The Wrong Box,1889,Fiction-Novel,Male,White,Britain,Scotland,101780
uc1.32106001955357,Prominent,"Stevenson, Robert Louis",More New Arabian Nights,1885,Fiction-Stories,Male,White,Britain,Scotland,96216
mdp.39015018991433,Prominent,"Powys, John Cowper",Maiden Castle,1936,Fiction-Novel,Male,White,Britain,England,302110
uc1.b3834546,Prominent,"Firbank, [Arthur Annesley] Ronald",Prancing Nigger ,1924,Fiction-Novel,Male,White,Britain,England,22258
mdp.39015002742495,Prominent,"Rolfe, Frederick",Stories Toto Told Me,1898,Fiction-Stories,Male,White,Britain,England,85666
uc1.$b242636,Prominent,"Mansfield, Katherine",The Garden Party and Other Stories,1922,Fiction-Stories,Female,White,Australasia,New Zealand,72676
mdp.39015002714957,Prominent,"Richardson, Dorothy",The Tunnel,1919,Fiction-Novel,Female,White,Britain,England,118224
mdp.39015088638062,Prominent,"Jefferies, Richard",Bevis,1882,Fiction-Novel,Male,White,Britain,England,137627
umn.319510012033642,Prominent,"Gissing, George",The Unclassed,1884,Fiction-Novel,Male,White,Britain,England,160378
mdp.49015000993841,Prominent,"Maugham, William Somerset",The Casuarina Tree: Six Stories,1926,Fiction-Stories,Male,White,Britain,England,91680
uc1.b3834532,Prominent,"Ford, Ford Madox","Some Do Not..., A Novel",1924,Fiction-Novel,Male,White,Britain,England,144071
mdp.39015050026163,Prominent,"Orwell, George",Keep the Aspidistra Flying,1936,Fiction-Novel,Male,White,South Asia,India - England,105695
mdp.39015000632300,Prominent,"Lawrence, D. H.",St. Mawr,1925,Fiction-Stories,Male,White,Britain,England,71912
mdp.39015079156165,Prominent,"James, Henry",The Spoils of Poynton,1897,Fiction-Novel,Male,White,Us,Us,107985
uc1.32106001949889,Prominent,"Rolfe, Frederick",Hadrian the Seventh: A Romance,1904,Fiction-Novel,Male,White,Britain,England,148251
inu.30000038183293,Prominent,"Conan Doyle, Arthur",A Study in Scarlet,1887,Fiction-Novel,Male,White,Britain,Scotland,102559
mdp.39015004253061,Prominent,"Hornung, E. W.",The Amateur Cracksman,1899,Fiction-Stories,Male,White,Britain,England,133122
osu.32435017894775,Prominent,"Wells, H. G.",Mr. Britling Sees it Through,1916,Fiction-Novel,Male,White,Britain,England,163301
mdp.39015000017742,Prominent,"Aldington, Richard",Road to Glory,1930,Fiction-Stories,Male,White,Britain,England,72566
mdp.39015003679985,Prominent,"Galsworthy, John",Captures,1923,Fiction-Stories,Male,White,Britain,England,77654
uc1.b000790794,Prominent,"West, Rebecca",Return of the Soldier,1918,Fiction-Novel,Female,White,Ireland,Ireland - England,35292
mdp.39015060668574,Prominent,"Wells, H. G.",The Invisible Man,1897,Fiction-Novel,Male,White,Britain,England,76713
uc1.$b783912,Prominent,"Macaulay, Rose",They Were Defeated,1932,Fiction-Novel,Female,White,Britain,England,165064
osu.32435015440100,Prominent,"Grahame, Kenneth",The Wind in the Willows,1908,Fiction-Stories,Male,White,Britain,Scotland,70343
mdp.39015003681668,Prominent,"Galsworthy, John",To Let,1921,Fiction-Novel,Male,White,Britain,England,110004
uc1.$b104460,Prominent,"Ford, Ford Madox",Henry for Hugh: A Novel,1934,Fiction-Novel,Male,White,Britain,England,108809
mdp.39015011598300,Prominent,"Macaulay, Rose",Staying with Relations,1930,Fiction-Novel,Female,White,Britain,England,100486
inu.39000003583544,Prominent,"Greene, Graham",Stamboul Train,1932,Fiction-Novel,Male,White,Britain,England,90947
uc1.32106014703547,Prominent,"Lawrence, D. H.",Kangaroo,1923,Fiction-Novel,Male,White,Britain,England,184646
mdp.39015001347221,Prominent,"Joyce, James",Finnegan's Wake,1939,Fiction-Novel,Male,White,Ireland,Ireland,262406
uc1.32106002020458,Prominent,"Waugh, Evelyn","Mr. Loveday's Little Outing, and Other Sad Stories",1936,Fiction-Stories,Male,White,Britain,England,47300
mdp.39015066862098,Prominent,"Rider Haggard, H.",She,1887,Fiction-Novel,Male,White,Britain,England,180421
pst.000026087894,Prominent,"Wells, H. G.",The World Set Free,1914,Fiction-Novel,Male,White,Britain,England,72912
pst.000032609981,Prominent,"Maugham, William Somerset",The Painted Veil,1925,Fiction-Novel,Male,White,Britain,England,87032
mdp.39015008988373,Prominent,"Conrad, Joseph",Tales of Hearsay,1925,Fiction-Stories,Male,White,Europe,Poland - England,42606
mdp.49015000998766,Prominent,"Powys, Theodore Francis",Mr. Tasker's Gods,1925,Fiction-Novel,Male,White,Britain,England,86944
mdp.39015019666547,Prominent,"Greene, Graham",The Power and the Glory,1940,Fiction-Novel,Male,White,Britain,England,100884
umn.31951002116326o,Prominent,"Kipling, Rudyard",Plain Tales from the Hills,1888,Fiction-Stories,Male,White,South Asia,India - England,97085
hvd.32044072024789,Prominent,"Huxley, Aldous",Limbo,1920,Fiction-Stories,Male,White,Britain,England,59501
uc1.b3759971,Prominent,"Wells, H. G.",Men Like Gods,1923,Fiction-Novel,Male,White,Britain,England,94046
inu.39000003171605,Prominent,"Conan Doyle, Arthur",The Memoirs of Sherlock Holmes,1893,Fiction-Novel,Male,White,Britain,Scotland,121220
mdp.39015003675371,Prominent,"Ford, Ford Madox",Last Post,1928,Fiction-Novel,Male,White,Britain,England,81504
mdp.39015060668566,Prominent,"Wells, H. G.",The War of the Worlds,1898,Fiction-Novel,Male,White,Britain,England,88523
inu.39000003869802,Prominent,"Galsworthy, John",The Man of Property,1906,Fiction-Novel,Male,White,Britain,England,135494
gri.ark:/13960/t3kw8z43q,Prominent,"Ford, Ford Madox",Ladies Whose Bright Eyes,1911,Fiction-Novel,Male,White,Britain,England,132042
osu.32435052478203,Prominent,"Lawrence, D. H.",Women in Love,1920,Fiction-Novel,Male,White,Britain,England,227680
uc1.b4095427,Prominent,"Ford, Ford Madox",Vive Le Roy: A Novel,1936,Fiction-Novel,Male,White,Britain,England,98191
inu.39000000350756,Prominent,"Powys, John Cowper",Weymouth Sands: A Novel,1934,Fiction-Novel,Male,White,Britain,England,258911
uc1.b4095606,Prominent,"Ford, Ford Madox",A Man Could Stand Up--A Novel,1926,Fiction-Novel,Male,White,Britain,England,85853
coo.31924013493758,Prominent,"Kipling, Rudyard",Rewards and Fairies,1910,Fiction-Novel,Male,White,Britain,England,90508
mdp.39015014579091,Prominent,"Aldington, Richard",Rejected Guest,1939,Fiction-Novel,Male,White,Britain,England,115260
hvd.32044018923557,Prominent,"Huxley, Aldous",Chrome Yellow,1921,Fiction-Novel,Male,White,Britain,England,69705
mdp.49015001344812,Prominent,"Greene, Graham",The Confidential Agent,1939,Fiction-Novel,Male,White,Britain,England,87568
uva.x000427943,Prominent,"Douglas, Norman [George]",South Wind,1917,Fiction-Novel,Male,White,Europe,Austria - Britain,159622
uc1.$b439708,Prominent,"Bowen, Elizabeth",Encounters,1925,Fiction-Stories,Female,White,Ireland,Ireland - England,43746
mdp.39015039039691,Prominent,"Christie, Agatha",The Murder of Roger Ackroyd,1926,Fiction-Novel,Female,White,Britain,England,90188
mdp.39015058132898,Prominent,"James, Henry",The Bostonians,1886,Fiction-Novel,Male,White,Us,Us,209936
mdp.39015010471400,Prominent,"Ford, Ford Madox",The Fifth Queen: And How She Came to Court,1906,Fiction-Novel,Male,White,Britain,England,240413
inu.39000001458897,Prominent,"Kipling, Rudyard",Puck of Pook's Hill,1906,Fiction-Stories,Male,White,South Asia,India - England,96111
pst.000006696801,Prominent,"Myers, L. H.",The Orissers,1922,Fiction-Novel,Male,White,Britain,England,178674
hvd.32044018987289,Prominent,"Maugham, William Somerset",The Hero,1901,Fiction-Novel,Male,White,Britain,England,87873
mdp.39015002711458,Prominent,"Powys, Theodore Francis",Mockery Gap,1925,Fiction-Novel,Male,White,Britain,England,68530
mdp.39015003681742,Prominent,"Galsworthy, John",The Silver Spoon,1926,Fiction-Novel,Male,White,Britain,England,107957
mdp.39015004750959,Prominent,"Woolf, Virginia",Jacob's Room,1922,Fiction-Novel,Female,White,Britain,England,66944
mdp.39015078801274,Prominent,"Kipling, Rudyard",Stalky & Co,1899,Fiction-Stories,Male,White,South Asia,India - England,149929
pst.000057254876,Prominent,"Greene, Graham",A Gun for Sale,1936,Fiction-Novel,Male,White,Britain,England,89663
nyp.33433074875026,Prominent,"Macaulay, Rose",The Furnace,1907,Fiction-Novel,Female,White,Britain,England,52362
inu.30000067523815,Prominent,"Benson, E. F.",Lucia in London,1927,Fiction-Novel,Male,White,Britain,England,106112
pst.000026486734,Prominent,"Kipling, Rudyard",The Jungle Book,1894,Fiction-Stories,Male,White,South Asia,India - England,63391
uc1.32106011205272,Prominent,"Gissing, George",New Grub Street,1891,Fiction-Novel,Male,White,Britain,England,234505
inu.32000005560356,Prominent,"Conrad, Joseph",The Nigger of the Narcissus,1897,Fiction-Novel,Male,White,Europe,Poland - England,33232
mdp.49015001034074,Prominent,"Chesterton, G. K.",The Man Who Was Thursday: A Nightmare,1908,Fiction-Novel,Male,White,Britain,England,77686
mdp.39015002578469,Prominent,"Wilde, Oscar",Lord Arthur Savile's Crime and Other Stories,1891,Fiction-Stories,Male,White,Ireland,Ireland - England,76695
inu.30000048891463,Prominent,"Rolfe, Frederick",In His Own Image,1901,Fiction-Stories,Male,White,Britain,England,123080
uiug.30112037331284,Prominent,"Allen, Grant",An African Millionaire,1897,Fiction-Novel,Male,White,Other,Canada,89477
uc1.b4097693,Prominent,"Ford, Ford Madox",The Shifting of the Fire,1892,Fiction-Novel,Male,White,Britain,England,82097
mdp.39015010594201,Prominent,"Somerville, Edith",Some Experiences of an Irish R. M. ,1899,Fiction-Novel,Female,White,Ireland,Ireland,165735
loc.ark:/13960/t2v419n7g,Prominent,"Powys, John Cowper",Wood and Stone: A Romance,1915,Fiction-Novel,Male,White,Britain,England,229078
uc1.$b244479,Prominent,"Richardson, Dorothy",Oberland,1927,Fiction-Novel,Female,White,Britain,England,46413
mdp.39015016414727,Prominent,"Maugham, William Somerset","Ah, King: Six Stories",1933,Fiction-Stories,Male,White,Britain,England,104378
uc1.b3834539,Prominent,"Ford, Ford Madox",The Rash Act: A Novel,1933,Fiction-Novel,Male,White,Britain,England,119189
pst.000033048772,Prominent,"Lawrence, D. H.",Sons and Lovers,1913,Fiction-Novel,Male,White,Britain,England,204463
nyp.33433074926431,Prominent,"Bennett, Arnold",Hugo: A Fantasia on Modern Themes,1906,Fiction-Novel,Male,White,Britain,England,70643
uc2.ark:/13960/t22b9778q,Prominent,"Galsworthy, John",Beyond,1917,Fiction-Novel,Male,White,Britain,England,144232
pst.000033636887,Prominent,"Conan Doyle, Arthur",The Sign of Four,1889,Fiction-Novel,Male,White,Britain,Scotland,79674
pst.000005348527,Prominent,"Conrad, Joseph",The Inheritors: An Extravagant Story,1901,Fiction-Novel,Male,White,Europe,Poland - England,80949
mdp.39076001009948,Prominent,"Joyce, James",Dubliners,1914,Fiction-Stories,Male,White,Ireland,Ireland,80466
mdp.39015001130619,Prominent,"Barrie, J. M.",Auld Licht Idylls,1888,Fiction-Novel,Male,White,Britain,Scotland,72975
mdp.39015005095529,Prominent,"Macaulay, Rose",And No Man's Wit,1940,Fiction-Novel,Female,White,Britain,England,138241
uc1.$b284297,Prominent,"Galsworthy, John",Villa Rubein: A Novel,1900,Fiction-Novel,Male,White,Britain,England,55720
mdp.39015040661087,Prominent,"Forster, E. M.",A Passage to India,1924,Fiction-Novel,Male,White,Britain,England,136167
mdp.39015008044854,Prominent,"Compton-Burnett, Ivy",Daughters and Sons,1937,Fiction-Novel,Female,White,Britain,England,117111
inu.39000001020226,Prominent,"Bowen, Elizabeth",The House in Paris,1935,Fiction-Novel,Female,White,Ireland,Ireland - England,102030
mdp.39015047714954,Prominent,"Trollope, Anthony",Mr. Scarborough's Family,1883,Fiction-Novel,Male,White,Britain,England,254594
wau.39352007039084,Prominent,"Macaulay, Rose",Told by an Idiot,1923,Fiction-Novel,Female,White,Britain,England,107235
njp.32101068137924,Prominent,"Disraeli, Benjamin",Endymion,1880,Fiction-Novel,Male,White,Britain,England,202639
uc1.32106019041554,Prominent,"James, Henry",Portrait of a Lady,1881,Fiction-Novel,Male,White,Us,Us,296083
uc2.ark:/13960/t88g8mj8t,Prominent,"Bennett, Arnold",The Regent: A Five Towns Story of Adventure in London,1913,Fiction-Novel,Male,White,Britain,England,128120
inu.30000117261093,Prominent,"Conan Doyle, Arthur",The Adventures of Sherlock Holmes,1891,Fiction-Novel,Male,White,Britain,Scotland,353685
mdp.39015037454173,Prominent,"Stevenson, Robert Louis",Weir of Hermiston,1896,Fiction-Novel,Male,White,Britain,Scotland,85757
coo1.ark:/13960/t74t75g7m,Prominent,"Ford, Ford Madox",The New Humpty-Dumpty,1912,Fiction-Novel,Male,White,Britain,England,167662
inu.32000001674060,Prominent,"Isherwood, Christopher",Goodbye to Berlin,1939,Fiction-Novel,Male,White,Britain,England,82709
pst.000002047836,Prominent,"Maugham, William Somerset",Of Human Bondage,1915,Fiction-Novel,Male,White,Britain,England,303922
mdp.39015043198889,Prominent,"Hall, Radclyffe",The Well of Loneliness,1928,Fiction-Novel,Female,White,Britain,England,195659
uiug.30112041393841,Prominent,"Bennett, Arnold",The Lion's Share,1916,Fiction-Novel,Male,White,Britain,England,134799
mdp.39015012884543,Prominent,"Mackenzie, Compton",Sinister Street,1913,Fiction-Novel,Male,White,Britain,England,231761
mdp.49015000796806,Prominent,"Rolfe, Frederick",The Desire and Pursuit of the Whole,1934,Fiction-Novel,Male,White,Britain,England,152604
mdp.39015053037431,Prominent,"Conrad, Joseph",Nostromo: A Tale of the Seabord,1904,Fiction-Novel,Male,White,Europe,Poland - England,252997
uc1.32106016479682,Prominent,"Pater, Walter",Marius the Epicurean,1885,Fiction-Novel,Male,White,Britain,England,146672
uc1.b4582173,Prominent,"Chesterton, G. K.",The Return of Don Quixote,1927,Fiction-Novel,Male,White,Britain,England,85250
uc1.$b85948,Prominent,"Bennett, Arnold",The Old Wives' Tale,1908,Fiction-Novel,Male,White,Britain,England,258445
mdp.39015019638595,Prominent,"Myers, L. H.","The ""Clio""",1925,Fiction-Novel,Male,White,Britain,England,75446
uva.x030581232,Prominent,"Galsworthy, John",The Forsyte Saga,1922,Fiction-Novel,Male,White,Britain,England,390427
inu.39000002612757,Prominent,"Hardy, Thomas",The Mayor of Casterbridge,1886,Fiction-Novel,Male,White,Britain,England,176839
nyp.33433082294657,Prominent,"James, Henry",The Princess Casamassima,1886,Fiction-Novel,Male,White,Us,Us,248560
mdp.49015000915224,Prominent,"Bennett, Arnold",Imperial Palace,1930,Fiction-Novel,Male,White,Britain,England,313983
