	htid	occurs_100k	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
168	mdp.39015008846571	875.5724140641936	1	Aldington, Richard	All Men Are  Enemies	1933	Fiction-Novel	Male	White	Britain	203524
406	uc1.$b284297	872.2182340272797	1	Galsworthy, John	Villa Rubein: A Novel	1900	Fiction-Novel	Male	White	Britain	55720
147	mdp.39015005095529	871.6661482483455	1	Macaulay, Rose	And No Man's Wit	1940	Fiction-Novel	Female	White	Britain	138241
271	mdp.39015060668566	834.8112919806117	1	Wells, H. G.	The War of the Worlds	1898	Fiction-Novel	Male	White	Britain	88523
346	pst.000000657853	774.5514971457804	1	Graves, Robert	Claudius the God	1934	Fiction-Novel	Male	White	Britain	218449
88	inu.39000001458897	753.2956685499041	1	Kipling, Rudyard	Puck of Pook's Hill	1906	Fiction-Stories	Male	White	South Asia	96111
85	inu.39000001020226	740.9585416054102	1	Bowen, Elizabeth	The House in Paris	1935	Fiction-Novel	Female	White	Ireland	102030
300	mdp.39076005394908	732.0886494876006	1	Wells, H. G.	The Shape of Things to Come	1933	Fiction-Novel	Male	White	Britain	175252
105	mdp.39015000632300	721.7154299699616	1	Lawrence, D. H.	St. Mawr	1925	Fiction-Stories	Male	White	Britain	71912
57	inu.30000038183293	719.5857993935255	1	Conan Doyle, Arthur	A Study in Scarlet	1887	Fiction-Novel	Male	White	Britain	102559
475	uc1.b3759957	698.5354279168677	1	Wells, H. G.	The Autocracy of Mr. Parham	1930	Fiction-Novel	Male	White	Britain	97776
352	pst.000008520463	696.2452027797976	1	Smith, Stevie	Over the Frontier	1938	Fiction-Novel	Female	White	Britain	77128
219	mdp.39015030719648	658.829608577701	1	Wells, H. G.	The Secret Places of the Heart	1922	Fiction-Novel	Male	White	Britain	77410
245	mdp.39015042140270	658.2010582010627	1	Kipling, Rudyard	Kim	1901	Fiction-Novel	Male	White	South Asia	141750
341	osu.32435017894775	639.9225969222517	1	Wells, H. G.	Mr. Britling Sees it Through	1916	Fiction-Novel	Male	White	Britain	163301
90	inu.39000001740583	639.740284541207	1	Wells, H. G.	The War in the Air, and Particularly how Mr. Bert Smallways Fared While it Lasted	1908	Fiction-Novel	Male	White	Britain	115203
164	mdp.39015008311048	629.9371504353327	1	Chesterton, G. K.	The Napoleon of Notting Hill	1904	Fiction-Novel	Male	White	Britain	69372
214	mdp.39015030719531	622.568093385214	1	Wells, H. G.	The Adventures of Tommy	1929	Fiction-Stories	Male	White	Britain	1285
44	hvd.hn1ndc	617.0556518015271	1	Allen, Grant	Miss Cayley's Adventures	1899	Fiction-Novel	Male	White	Other	102746
171	mdp.39015008995501	600.3030656253648	1	Conrad, Joseph	The Sisters	1928	Fiction-Novel	Male	White	Europe	17158
449	uc1.32106012128440	595.2987187582708	1	Hardy, Thomas	A Laodicean	1881	Fiction-Novel	Male	White	Britain	196372
548	uc2.ark:/13960/t88g8mj8t	594.7549172650695	1	Bennett, Arnold	The Regent: A Five Towns Story of Adventure in London	1913	Fiction-Novel	Male	White	Britain	128120
403	uc1.$b244748	585.4349744571344	1	Macaulay, Rose	I Would Be Private	1937	Fiction-Novel	Female	White	Britain	80453
86	inu.39000001215875	583.9524655254187	1	Kipling, Rudyard	The Second Jungle Book	1895	Fiction-Stories	Male	White	South Asia	107543
166	mdp.39015008456900	581.7401663735611	1	Moore, George	The Brook Kerith	1916	Fiction-Novel	Male	White	Ireland	193901
440	uc1.32106005430829	573.8971069511726	1	Graves, Robert	I, Claudius	1934	Fiction-Novel	Male	White	Britain	190975
358	pst.000021106644	571.1356154773221	1	Maugham, William Somerset	Ashenden: Or, The British Agent	1928	Fiction-Stories	Male	White	Britain	111182
375	pst.000033636887	562.2913371990874	1	Conan Doyle, Arthur	The Sign of Four	1889	Fiction-Novel	Male	White	Britain	79674
426	uc1.32106001949889	561.2103796938951	1	Rolfe, Frederick	Hadrian the Seventh: A Romance	1904	Fiction-Novel	Male	White	Britain	148251
518	uc1.b4095607	559.9371777800546	1	Ford, Ford Madox	An English Girl: A Romance	1907	Fiction-Novel	Male	White	Britain	117156
264	mdp.39015055182078	551.8507188742732	1	Ford, Ford Madox	No Enemy: A Tale of Reconstruction	1929	Fiction-Novel	Male	White	Britain	81725
573	wau.39352007039084	547.3959061873458	1	Macaulay, Rose	Told by an Idiot	1923	Fiction-Novel	Female	White	Britain	107235
337	nyp.33433115574562	542.263487151003	1	Ford, Ford Madox	Zeppelin Nights	1915	Fiction-Stories	Male	White	Britain	75609
495	uc1.b3834538	541.3174296153024	1	Ford, Ford Madox	Privy Seal: His Last Venture	1907	Fiction-Novel	Male	White	Britain	74448
240	mdp.39015037454173	539.8976176871852	1	Stevenson, Robert Louis	Weir of Hermiston	1896	Fiction-Novel	Male	White	Britain	85757
211	mdp.39015025040745	536.9908281629333	1	Buchan, John	Greenmantle	1916	Fiction-Novel	Male	White	Britain	118624
553	uc2.ark:/13960/t9h41nk9h	535.1751071254225	1	Macaulay, Rose	Mystery at Geneva	1922	Fiction-Novel	Female	White	Britain	55309
186	mdp.39015011819813	529.4312759931614	1	Lawrence, D. H.	The Escaped Cock	1929	Fiction-Novel	Male	White	Britain	78386
555	uiug.30112037331284	525.2746515864395	1	Allen, Grant	An African Millionaire	1897	Fiction-Novel	Male	White	Other	89477
282	mdp.39015066195218	503.59106722028815	1	Shorthouse, Joseph Henry	John Inglesant	1881	Fiction-Novel	Male	White	Britain	213864
302	mdp.49015000914540	503.3533456125311	1	Bennett, Arnold	Buried Alive: A Tale of These Days	1908	Fiction-Novel	Male	White	Britain	71123
252	mdp.39015047714954	497.26230783129296	1	Trollope, Anthony	Mr. Scarborough's Family	1883	Fiction-Novel	Male	White	Britain	254594
261	mdp.39015053611367	496.1743911433604	1	Wells, H. G.	The Research Magnificent	1915	Fiction-Novel	Male	White	Britain	134227
361	pst.000026087894	495.1174017994288	1	Wells, H. G.	The World Set Free	1914	Fiction-Novel	Male	White	Britain	72912
494	uc1.b3834537	493.67612089464706	1	Ford, Ford Madox	A Little Less Than Gods: A Romance	1928	Fiction-Novel	Male	White	Britain	116068
420	uc1.$b87357	492.6108374384234	1	Chesterton, G. K.	The Sword of Wood	1928	Fiction-Stories	Male	White	Britain	5887
181	mdp.39015011040246	492.6069235108599	1	Wells, H. G.	Joan and Peter: The Story of an Education	1918	Fiction-Novel	Male	White	Britain	251722
538	uc2.ark:/13960/t1vd70k9k	492.5672487022166	1	Ford, Ford Madox	The Young Lovell: A Romance	1913	Fiction-Novel	Male	White	Britain	135616
321	njp.32101068137924	492.50144345363105	1	Disraeli, Benjamin	Endymion	1880	Fiction-Novel	Male	White	Britain	202639
484	uc1.b3796887	489.79700783408265	1	Bennett, Arnold	A Great Man: A Frolic	1904	Fiction-Novel	Male	White	Britain	74929
226	mdp.39015030738333	487.87528868360295	1	Firbank, [Arthur Annesley] Ronald	Inclinations	1916	Fiction-Novel	Male	White	Britain	34640
513	uc1.b4095427	486.8063264453987	1	Ford, Ford Madox	Vive Le Roy: A Novel	1936	Fiction-Novel	Male	White	Britain	98191
496	uc1.b3834539	479.910058814154	1	Ford, Ford Madox	The Rash Act: A Novel	1933	Fiction-Novel	Male	White	Britain	119189
243	mdp.39015040661087	479.5581895760362	1	Forster, E. M.	A Passage to India	1924	Fiction-Novel	Male	White	Britain	136167
10	coo.31924013493758	478.41074822115036	1	Kipling, Rudyard	Rewards and Fairies	1910	Fiction-Novel	Male	White	Britain	90508
183	mdp.39015011356758	475.58579711533974	1	Bennett, Arnold	The Grand Babylon Hotel: A Fantasia on Modern Themes	1902	Fiction-Novel	Male	White	Britain	83476
60	inu.30000048970531	474.3576758161986	1	Sassoon, Siegfried	Sherston's Progress	1936	Fiction-Novel	Male	White	Britain	59238
174	mdp.39015009048433	473.7609329446062	1	Beerbohm, Max	Works of Max Beerbohm	1896	Fiction-Unspecified	Male	White	Britain	35672
13	coo.31924013586551	473.6038786137556	1	Bennett, Arnold	The Card: A Story of Adventure in the Five Towns	1911	Fiction-Novel	Male	White	Britain	89104
52	iau.31858005598952	472.7213857859787	1	Bennett, Arnold	The Loot of Cities: Being the Adventures of a Millionaire in Search of Joy (A Fantasia)	1905	Fiction-Stories	Male	White	Britain	61770
50	hvd.hwpatg	471.5936585005736	1	Wells, H. G.	The Passionate Friends	1913	Fiction-Novel	Male	White	Britain	121927
384	pst.000062475938	468.51516731589004	1	Conrad, Joseph	The Secret Agent: A Simple Tale	1907	Fiction-Novel	Male	White	Europe	130412
203	mdp.39015018978745	463.7453330713319	1	Stevenson, Robert Louis	The Wrong Box	1889	Fiction-Novel	Male	White	Britain	101780
79	inu.32000005560356	463.4087626384205	1	Conrad, Joseph	The Nigger of the Narcissus	1897	Fiction-Novel	Male	White	Europe	33232
563	umn.31951002059229q	463.32046332046326	1	Powys, Theodore Francis	A Stubborn Tree	1926	Fiction-Stories	Male	White	Britain	2590
3	aeu.ark:/13960/t6d237w7x	463.262764632629	1	Munro, Hector Hugh	When William Came	1913	Fiction-Novel	Male	White	South Asia	60225
325	nyp.33433074892518	459.1206074518813	1	Mason, A. E. W.	The Four Feathers	1902	Fiction-Novel	Male	White	Britain	141575
432	uc1.32106001990495	455.16103740059435	1	Huxley, Aldous	Brief Candles: Stories	1930	Fiction-Stories	Male	White	Britain	98207
239	mdp.39015037058669	448.7619449870654	1	Pater, Walter	Imaginary Portraits	1887	Fiction-Stories	Male	White	Britain	37882
545	uc2.ark:/13960/t6057wc8c	448.40139855098346	1	Bennett, Arnold	The Matador of the Five Towns, and Other Stories	1912	Fiction-Stories	Male	White	Britain	138715
275	mdp.39015060845628	446.2121005747939	1	Wells, H. G.	Tono-Bungay	1909	Fiction-Novel	Male	White	Britain	183545
46	hvd.hn5fum	445.25399716656443	1	Childers, Erskine	The Riddle of Sands	1903	Fiction-Novel	Male	White	Britain	133407
456	uc1.32106014703547	443.00986753030014	1	Lawrence, D. H.	Kangaroo	1923	Fiction-Novel	Male	White	Britain	184646
461	uc1.32106017177491	442.9295322809968	1	Chesterton, G. K.	The Club of Queer Trades	1905	Fiction-Stories	Male	White	Britain	54862
422	uc1.31822038204657	442.84528092997476	1	Firbank, [Arthur Annesley] Ronald	"""Odette d'Antrevernes"" and ""A Study in Temperament"""	1905	Fiction-Stories	Male	White	Britain	7226
387	uc1.$b105330	441.3582063202492	1	Macaulay, Rose	Going Abroad	1934	Fiction-Novel	Female	White	Britain	101958
386	uc1.$b104460	440.2209376062631	1	Ford, Ford Madox	Henry for Hugh: A Novel	1934	Fiction-Novel	Male	White	Britain	108809
493	uc1.b3834533	437.550864091149	1	Ford, Ford Madox	When The Wicked Man	1931	Fiction-Novel	Male	White	Britain	104445
62	inu.30000081529376	429.02900353605855	1	Waugh, Evelyn	A Handful of Dust	1934	Fiction-Novel	Male	White	Britain	102091
205	mdp.39015019638595	426.7953238077559	1	Myers, L. H.	"The ""Clio"""	1925	Fiction-Novel	Male	White	Britain	75446
439	uc1.32106005418808	426.723770065715	1	Chesterton, G. K.	The Flying Inn	1914	Fiction-Stories	Male	White	Britain	128889
379	pst.000045968389	419.02423401302485	1	Stevenson, Robert Louis	The Strange Case of Dr. Jekyll and Mr. Hyde	1886	Fiction-Novel	Male	White	Britain	37468
40	hvd.32044020572954	417.11564531266447	1	Allen, Grant	The British Barbarians	1895	Fiction-Novel	Male	White	Other	57538
270	mdp.39015058132898	416.79368950537196	1	James, Henry	The Bostonians	1886	Fiction-Novel	Male	White	Us	209936
540	uc2.ark:/13960/t24b37r0x	413.04423123549356	1	Ford, Ford Madox	The Portrait	1910	Fiction-Novel	Male	White	Britain	115484
176	mdp.39015009375976	412.2000684805206	1	Aldington, Richard	Death of a Hero	1929	Fiction-Novel	Male	White	Britain	151868
106	mdp.39015000666704	411.70772211458683	1	Ford, Ford Madox	The Good Soldier	1915	Fiction-Novel	Male	White	Britain	86712
289	mdp.39015078801274	411.5281233117021	1	Kipling, Rudyard	Stalky & Co	1899	Fiction-Stories	Male	White	South Asia	149929
290	mdp.39015079150069	410.8574825072723	1	Wilde, Oscar	The Picture of Dorian Gray	1891	Fiction-Novel	Male	White	Ireland	95897
185	mdp.39015011598300	410.007364209938	1	Macaulay, Rose	Staying with Relations	1930	Fiction-Novel	Female	White	Britain	100486
497	uc1.b3834546	408.84176475873903	1	Firbank, [Arthur Annesley] Ronald	Prancing Nigger 	1924	Fiction-Novel	Male	White	Britain	22258
463	uc1.32106019041554	406.98047506949274	1	James, Henry	Portrait of a Lady	1881	Fiction-Novel	Male	White	Us	296083
359	pst.000021133824	405.7030253854178	1	Stevenson, Robert Louis	Treasure Island	1883	Fiction-Novel	Male	White	Britain	17254
61	inu.30000067523815	404.28980699638225	1	Benson, E. F.	Lucia in London	1927	Fiction-Novel	Male	White	Britain	106112
143	mdp.39015004750959	401.8283938814545	1	Woolf, Virginia	Jacob's Room	1922	Fiction-Novel	Female	White	Britain	66944
564	umn.31951002116326o	401.70984189112573	1	Kipling, Rudyard	Plain Tales from the Hills	1888	Fiction-Stories	Male	White	South Asia	97085
306	mdp.49015000980798	400.7887864414014	1	Greene, Graham	England Made Me	1935	Fiction-Novel	Male	White	Britain	93815
556	uiug.30112041393841	400.5964435937951	1	Bennett, Arnold	The Lion's Share	1916	Fiction-Novel	Male	White	Britain	134799
172	mdp.39015009004717	400.201031215682	1	Aldington, Richard	Soft Answers 	1932	Fiction-Stories	Male	White	Britain	107446
73	inu.32000002887836	399.6532293021252	1	Wells, H. G.	The World of William Clissold	1926	Fiction-Novel	Male	White	Britain	115350
299	mdp.39076005037937	398.9463074173518	1	Galsworthy, John	The White Monkey: a Silent Wooing	1924	Fiction-Novel	Male	White	Britain	118061
413	uc1.$b783912	395.60412930742086	1	Macaulay, Rose	They Were Defeated	1932	Fiction-Novel	Female	White	Britain	165064
286	mdp.39015076134736	392.63589564610345	1	Maugham, William Somerset	The Moon and Sixpence: A Novel	1919	Fiction-Novel	Male	White	Britain	91688
332	nyp.33433074968532	392.28071341899147	1	du Maurier, George	Trilby	1894	Fiction-Novel	Male	White	Europe	60161
231	mdp.39015031225116	391.62291906459825	1	Bennett, Arnold	Teresa of Watling Street: A Fantasia on Modern Themes	1904	Fiction-Novel	Male	White	Britain	71242
21	coo.31924014495349	390.7893129978156	1	Huxley, Aldous	Two or Three Graces, and Other Stories	1926	Fiction-Stories	Male	White	Britain	73697
69	inu.32000001674060	390.5258194392382	1	Isherwood, Christopher	Goodbye to Berlin	1939	Fiction-Novel	Male	White	Britain	82709
36	hvd.32044010252005	388.84875270919247	1	Buchan, John	The Thirty-Nine steps	1915	Fiction-Novel	Male	White	Britain	47062
274	mdp.39015060669036	388.2543025489747	1	Wells, H. G.	A Modern Utopia	1905	Fiction-Novel	Male	White	Britain	124403
485	uc1.b3796888	388.0166035011746	1	Bennett, Arnold	The Grim Smile of the Five Towns	1907	Fiction-Novel	Male	White	Britain	77574
458	uc1.32106016477231	387.80162348493246	1	Wells, H. G.	The Wheels of Chance: A Holiday Adventure	1896	Fiction-Novel	Male	White	Britain	71944
436	uc1.32106002020458	386.8921775898535	1	Waugh, Evelyn	Mr. Loveday's Little Outing, and Other Sad Stories	1936	Fiction-Stories	Male	White	Britain	47300
277	mdp.39015062110369	383.67129969824805	1	Joyce, James	Ulysses	1922	Fiction-Novel	Male	White	Ireland	319805
30	coo1.ark:/13960/t74t75g7m	383.50968018990477	1	Ford, Ford Madox	The New Humpty-Dumpty	1912	Fiction-Novel	Male	White	Britain	167662
11	coo.31924013536119	381.44047572473744	1	Bennett, Arnold	The Sinews of War: A Romance of London and the Sea	1906	Fiction-Novel	Male	White	Britain	102244
257	mdp.39015053037431	378.66061652905177	1	Conrad, Joseph	Nostromo: A Tale of the Seabord	1904	Fiction-Novel	Male	White	Europe	252997
91	inu.39000002572209	377.29450167450904	1	Firbank, [Arthur Annesley] Ronald	Concerning the Eccentricites of Cardinal Pirelli	1926	Fiction-Novel	Male	White	Britain	23589
559	uiug.30112056502336	376.9855793865753	1	Thomas, Edward	The Happy-Go-Lucky Morgans	1913	Fiction-Novel	Male	White	Britain	81966
430	uc1.32106001982351	376.4949372999218	1	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
196	mdp.39015014689973	376.1234349836371	1	Sassoon, Siegfried	Memoir of an Infantry Officer	1930	Fiction-Novel	Male	White	Britain	96245
301	mdp.49015000796806	374.82634793321233	1	Rolfe, Frederick	The Desire and Pursuit of the Whole	1934	Fiction-Novel	Male	White	Britain	152604
12	coo.31924013536150	374.03328896271603	1	Bennett, Arnold	The Statue	1908	Fiction-Novel	Male	White	Britain	90901
63	inu.30000094659426	373.75123317495604	1	Powys, John Cowper	Owen Glendower: An Historical Novel	1940	Fiction-Novel	Male	White	Britain	440935
127	mdp.39015002742446	373.5857867589308	1	Rolfe, Frederick	Don Tarquinio: A Kataleptic Phantasmatic Romance	1905	Fiction-Novel	Male	White	Britain	47111
262	mdp.39015054040400	372.11668727407863	1	Wells, H. G.	The New Machiavelli	1911	Fiction-Novel	Male	White	Britain	169033
331	nyp.33433074946256	371.99046270235357	1	Allen, Grant	Hilda Wade	1900	Fiction-Novel	Male	White	Other	111562
98	inu.39000004311127	371.8442168438888	1	Kipling, Rudyard	Life's Handicap	1891	Fiction-Stories	Male	White	South Asia	137961
178	mdp.39015010471400	370.1962872224032	1	Ford, Ford Madox	The Fifth Queen: And How She Came to Court	1906	Fiction-Novel	Male	White	Britain	240413
512	uc1.b4095308	369.30826128824094	1	Ford, Ford Madox	A Call: The Tale of Two Passions	1910	Fiction-Novel	Male	White	Britain	94501
131	mdp.39015003675371	369.30702787593134	1	Ford, Ford Madox	Last Post	1928	Fiction-Novel	Male	White	Britain	81504
528	uc1.b4973388	367.96513092330906	1	Lawrence, D. H.	The Boy in the Bush	1924	Fiction-Novel	Male	White	Britain	273939
266	mdp.39015055599784	367.7735464047174	1	Forster, E. M.	A Room With a View	1908	Fiction-Novel	Male	White	Britain	84291
155	mdp.39015005786911	365.96680526442316	1	Munro, Hector Hugh	The Unbearable Bassington	1912	Fiction-Novel	Male	White	South Asia	58202
108	mdp.39015001145211	364.8626236939591	1	Maugham, William Somerset	Cosmopolitans	1936	Fiction-Stories	Male	White	Britain	72356
501	uc1.b3865736	363.25895173845436	1	Williams, Charles	Shadows of Ecstasy	1933	Fiction-Novel	Male	White	Britain	88642
378	pst.000045760310	360.14209242555756	1	Bennett, Arnold	Tales of the Five Towns	1905	Fiction-Stories	Male	White	Britain	61087
33	gri.ark:/13960/t3kw8z43q	359.73402402266015	1	Ford, Ford Madox	Ladies Whose Bright Eyes	1911	Fiction-Novel	Male	White	Britain	132042
469	uc1.b3346919	359.0841381487427	1	Ford, Ford Madox	"The ""Half Moon"": A Romance of the Old World and the New"	1909	Fiction-Novel	Male	White	Britain	101369
110	mdp.39015002148933	358.3664224996759	1	Smith, Stevie	Novel on Yellow Paper	1936	Fiction-Novel	Female	White	Britain	69761
287	mdp.39015077636358	357.5211864406791	1	Conrad, Joseph	Lord Jim: A Tale	1900	Fiction-Novel	Male	White	Europe	181248
516	uc1.b4095604	357.4982849744456	1	Ford, Ford Madox	Mr. Apollo: A Just Possible Story	1908	Fiction-Novel	Male	White	Britain	103497
64	inu.30000102875915	356.6200931470405	1	Stevenson, Robert Louis	Kidnapped	1886	Fiction-Novel	Male	White	Britain	112725
130	mdp.39015003675322	352.0768291027539	1	Ford, Ford Madox	Ladies Whose Bright Eyes (heavily revised)	1935	Fiction-Novel	Male	White	Britain	117872
291	mdp.39015079156165	350.9746724082039	1	James, Henry	The Spoils of Poynton	1897	Fiction-Novel	Male	White	Us	107985
259	mdp.39015053230523	350.8412798598879	1	Wells, H. G.	Marriage	1912	Fiction-Novel	Male	White	Britain	175863
94	inu.39000003583544	350.75373569221716	1	Greene, Graham	Stamboul Train	1932	Fiction-Novel	Male	White	Britain	90947
7	coo.31924013205749	347.30650732891485	1	Allen, Grant	The Woman Who Did	1895	Fiction-Novel	Male	White	Other	53555
29	coo1.ark:/13960/t6zw21192	346.6792856555026	1	Bennett, Arnold	The Pretty Lady: A Novel	1918	Fiction-Novel	Male	White	Britain	97208
139	mdp.39015003681742	345.50793371434884	1	Galsworthy, John	The Silver Spoon	1926	Fiction-Novel	Male	White	Britain	107957
427	uc1.32106001955357	345.0569551841696	1	Stevenson, Robert Louis	More New Arabian Nights	1885	Fiction-Stories	Male	White	Britain	96216
562	umn.31951002044019w	343.4683763759186	1	Forster, E. M.	Where Angels Fear to Tread	1905	Fiction-Novel	Male	White	Britain	61141
25	coo1.ark:/13960/t0ht35x8w	342.25047146748585	1	Bennett, Arnold	The Roll-Call	1918	Fiction-Novel	Male	White	Britain	143170
187	mdp.39015012884543	342.16283153766324	1	Mackenzie, Compton	Sinister Street	1913	Fiction-Novel	Male	White	Britain	231761
223	mdp.39015030738069	341.7257918690701	1	Firbank, [Arthur Annesley] Ronald	Vainglory	1915	Fiction-Novel	Male	White	Britain	65257
192	mdp.39015013962207	340.0524947957748	1	Woolf, Virginia	Mrs Dalloway	1925	Fiction-Novel	Female	White	Britain	77341
285	mdp.39015066862098	339.7608925790249	1	Rider Haggard, H.	She	1887	Fiction-Novel	Male	White	Britain	180421
162	mdp.39015008178132	337.44161642764686	1	Lewis, Wyndham	Snooty Baronet	1932	Fiction-Novel	Male	White	Other	145803
215	mdp.39015030719564	336.7141344807585	1	Wells, H. G.	The Bulpington of Blup	1932	Fiction-Novel	Male	White	Britain	146415
401	uc1.$b244725	335.615518861591	1	Macaulay, Rose	Crewe Train	1926	Fiction-Novel	Female	White	Britain	89388
474	uc1.b3759956	335.5232756715505	1	Wells, H. G.	Apropos of Dolores	1938	Fiction-Novel	Male	White	Britain	99546
276	mdp.39015061185768	333.8318724244763	1	Wells, H. G.	Kipps: The Story of a Simple Soul	1905	Fiction-Novel	Male	White	Britain	158463
65	inu.30000117261093	333.34747020654413	1	Conan Doyle, Arthur	The Adventures of Sherlock Holmes	1891	Fiction-Novel	Male	White	Britain	353685
149	mdp.39015005111680	329.7970143155271	1	Forster, E. M.	Howards End	1910	Fiction-Novel	Male	White	Britain	137054
101	mdp.39015000017742	329.35534547859953	1	Aldington, Richard	Road to Glory	1930	Fiction-Stories	Male	White	Britain	72566
265	mdp.39015055469319	328.54010050413984	1	Orwell, George	Burmese Days	1934	Fiction-Novel	Male	White	South Asia	123577
317	mdp.49015001344549	327.98024278378193	1	Huxley, Aldous	Little Mexican, and Other Stories	1924	Fiction-Stories	Male	White	Britain	76529
111	mdp.39015002164583	327.4859501591532	1	Powys, John Cowper	A Glastonbury Romance	1932	Fiction-Novel	Male	White	Britain	533458
138	mdp.39015003681684	326.99488463447665	1	Galsworthy, John	Tatterdemalion	1920	Fiction-Stories	Male	White	Britain	92662
354	pst.000013460631	326.9173615845883	1	Bowen, Elizabeth	To the North	1932	Fiction-Novel	Female	White	Ireland	114402
347	pst.000002047836	326.7285685142889	1	Maugham, William Somerset	Of Human Bondage	1915	Fiction-Novel	Male	White	Britain	303922
84	inu.39000000700414	325.1531642536885	1	Wells, H. G.	Christina Alberta's Father	1925	Fiction-Novel	Male	White	Britain	146085
163	mdp.39015008194212	324.67880372469784	1	Maugham, William Somerset	The Making of a Saint	1898	Fiction-Novel	Male	White	Britain	93323
117	mdp.39015002692823	323.795922387472	1	Waugh, Evelyn	Scoop	1938	Fiction-Novel	Male	White	Britain	81224
349	pst.000006670955	323.420770422319	1	Galsworthy, John	In Chancery	1920	Fiction-Novel	Male	White	Britain	117494
256	mdp.39015050807257	323.2213092410147	1	Macaulay, Rose	Non-Combatants and Others	1916	Fiction-Novel	Female	White	Britain	77037
258	mdp.39015053044510	323.20166378595655	1	Wells, H. G.	The Sea Lady: A Tissue of Moonshine	1902	Fiction-Novel	Male	White	Britain	71163
477	uc1.b3759962	323.1145086295211	1	Wells, H. G.	The Dream	1924	Fiction-Novel	Male	White	Britain	101512
356	pst.000019744087	322.14681137209465	1	Maugham, William Somerset	The Magician	1908	Fiction-Novel	Male	White	Britain	95919
435	uc1.32106002020342	320.0754919088494	1	Waugh, Evelyn	Black Mischief	1932	Fiction-Novel	Male	White	Britain	78419
376	pst.000044205362	319.05905371753727	1	Maugham, William Somerset	Cakes and Ale: Or the Skeleton in the Cupboard	1930	Fiction-Novel	Male	White	Britain	89952
566	umn.31951002184702q	317.15929897985967	1	Rhys, Jean	Good Morning, Midnight	1939	Fiction-Novel	Female	White	Caribbean	61168
405	uc1.$b251513	315.2088258471235	1	Chesterton, G. K.	Four Faultless Felons 	1930	Fiction-Stories	Male	White	Britain	82485
16	coo.31924013586882	314.8604595690543	1	Bennett, Arnold	A Man From the North	1898	Fiction-Stories	Male	White	Britain	62885
380	pst.000046763440	314.445499630685	1	Kipling, Rudyard	Just So Stories	1902	Fiction-Stories	Male	White	South Asia	47385
93	inu.39000003171605	314.30457020293517	1	Conan Doyle, Arthur	The Memoirs of Sherlock Holmes	1893	Fiction-Novel	Male	White	Britain	121220
177	mdp.39015010378282	313.0146028116886	1	Bowen, Elizabeth	Friends and Relations	1931	Fiction-Novel	Female	White	Ireland	73479
272	mdp.39015060668574	312.854405381095	1	Wells, H. G.	The Invisible Man	1897	Fiction-Novel	Male	White	Britain	76713
45	hvd.hn3mzf	312.13479489341586	1	Richardson, Dorothy	Interim	1919	Fiction-Novel	Female	White	Britain	67599
467	uc1.b3174276	310.270399904069	1	Gissing, George	Born in Exile	1892	Fiction-Novel	Male	White	Britain	200148
112	mdp.39015002174475	309.19304968862974	1	Yeats, William Butler	The Celtic Twilight	1893	Fiction-Stories	Male	White	Ireland	45926
362	pst.000026486734	309.19215661529256	1	Kipling, Rudyard	The Jungle Book	1894	Fiction-Stories	Male	White	South Asia	63391
460	uc1.32106016823210	308.86946755115673	1	Forster, E. M.	Maurice	1914	Fiction-Novel	Male	White	Britain	142455
229	mdp.39015031224069	307.85912056847474	1	Bennett, Arnold	The Vanguard: A Fantasia	1927	Fiction-Novel	Male	White	Britain	103294
370	pst.000032226942	307.200269326264	1	Maugham, William Somerset	The Narrow Corner	1932	Fiction-Novel	Male	White	Britain	95052
489	uc1.b3811090	306.5529202212428	1	Bennett, Arnold	Whom God Hath Joined	1906	Fiction-Novel	Male	White	Britain	106670
167	mdp.39015008568647	306.395327920948	1	Wells, H. G.	The Holy Terror	1939	Fiction-Novel	Male	White	Britain	166778
310	mdp.49015000993858	305.7721708862579	1	Maugham, William Somerset	Christmas Holiday	1939	Fiction-Novel	Male	White	Britain	103999
210	mdp.39015022200417	304.9177279910754	1	Macaulay, Rose	Orphan Island	1925	Fiction-Novel	Female	White	Britain	107570
533	uc2.ark:/13960/t06w9dv3n	303.9885976438107	1	Maugham, William Somerset	The Trembling of a Leaf: Little Stories of the South Sea Islands	1921	Fiction-Stories	Male	White	Britain	89806
549	uc2.ark:/13960/t8rb78c05	302.8052333885627	1	Buchan, John	Prester John	1910	Fiction-Novel	Male	White	Britain	87515
459	uc1.32106016479682	301.35267808443285	1	Pater, Walter	Marius the Epicurean	1885	Fiction-Novel	Male	White	Britain	146672
89	inu.39000001588149	300.9114311556392	1	Delafield, E. M.	Diary of a Provincial Lady	1930	Fiction-Novel	Female	White	Britain	57492
407	uc1.$b285105	299.82153480071435	1	Munro, Hector Hugh	Reginald	1904	Fiction-Novel	Male	White	South Asia	42025
298	mdp.39076005037002	298.2937596945479	1	Galsworthy, John	Flowering Wilderness	1932	Fiction-Novel	Male	White	Britain	100572
478	uc1.b3759970	297.83990854208963	1	Wells, H. G.	Meanwhile: The Picture of a Lady	1927	Fiction-Novel	Male	White	Britain	99718
169	mdp.39015008922083	297.56227825887834	1	Isherwood, Christopher	Mr Norris Changes Trains	1935	Fiction-Novel	Male	White	Britain	78639
