	htid	spec_gb_subcity	weight	author	title	pub_date_y	genre_y	gender	white	origin_area	wordcount
23	coo.31924074619218	0.14545454545454545	0.8803916276722353	Stevenson, Robert Louis	Catriona	1893	Fiction-Novel	Male	White	Britain	124096
492	uc1.b3834538	0.1452513966480446	2.38803670378139	Ford, Ford Madox	Privy Seal: His Last Venture	1907	Fiction-Novel	Male	White	Britain	74448
307	mdp.49015000993841	0.14492753623188417	0.747507385422154	Maugham, William Somerset	The Casuarina Tree: Six Stories	1926	Fiction-Stories	Male	White	Britain	91680
172	mdp.39015009039564	0.14285714285714285	0.6160623249215629	Aldington, Richard	Seven Against Reeves: A Comedy Farce	1938	Fiction-Novel	Male	White	Britain	101568
437	uc1.32106005430829	0.14285714285714285	0.03640512470662728	Graves, Robert	I, Claudius	1934	Fiction-Novel	Male	White	Britain	190975
377	pst.000046763440	0.14285714285714285	0.14672298598392203	Kipling, Rudyard	Just So Stories	1902	Fiction-Stories	Male	White	South Asia	47385
302	mdp.49015000920166	0.14285714285714285	0.2997787465871052	Bowen, Elizabeth	The Hotel	1927	Fiction-Novel	Female	White	Ireland	92768
170	mdp.39015008995501	0.14285714285714285	0.810405489083593	Conrad, Joseph	The Sisters	1928	Fiction-Novel	Male	White	Europe	17158
83	inu.39000000350780	0.14224137931034506	0.7255093657855907	Powys, John Cowper	Wolf Solent	1929	Fiction-Novel	Male	White	Britain	317604
398	uc1.$b244725	0.1413043478260868	2.044464643889655	Macaulay, Rose	Crewe Train	1926	Fiction-Novel	Female	White	Britain	89388
455	uc1.32106016477231	0.1411764705882354	2.3469040949392856	Wells, H. G.	The Wheels of Chance: A Holiday Adventure	1896	Fiction-Novel	Male	White	Britain	71944
243	mdp.39015042140270	0.14018691588785046	0.749724514911314	Kipling, Rudyard	Kim	1901	Fiction-Novel	Male	White	South Asia	141750
561	umn.31951002184702q	0.13999999999999999	0.8118704330518458	Rhys, Jean	Good Morning, Midnight	1939	Fiction-Novel	Female	White	Caribbean	61168
451	uc1.32106014473422	0.13636363636363638	0.22220136759838857	Rider Haggard, H.	King Solomon's Mines	1885	Fiction-Novel	Male	White	Britain	98337
204	mdp.39015019666547	0.13636363636363635	0.21659149008289463	Greene, Graham	The Power and the Glory	1940	Fiction-Novel	Male	White	Britain	100884
171	mdp.39015009004717	0.13636363636363616	1.4235458853625016	Aldington, Richard	Soft Answers 	1932	Fiction-Stories	Male	White	Britain	107446
524	uc1.b4973388	0.13623978201634868	1.3306174051998392	Lawrence, D. H.	The Boy in the Bush	1924	Fiction-Novel	Male	White	Britain	273939
167	mdp.39015008846571	0.13615023474178387	2.078906567917096	Aldington, Richard	All Men Are  Enemies	1933	Fiction-Novel	Male	White	Britain	203524
553	uiug.30112041400711	0.1358024691358024	0.9285548805545112	Bentley, E. C.	Trent's Last Case	1913	Fiction-Novel	Male	White	Britain	86640
465	uc1.b3209748	0.13461538461538466	0.48097327505002707	Lawrence, D. H.	The Ladybird; The Fox; The Captain's Doll	1923	Fiction-Stories	Male	White	Britain	107380
440	uc1.32106006956004	0.13333333333333333	0.48890465812370476	Mansfield, Katherine	The Aloe	1930	Fiction-Stories	Female	White	Australasia	60945
424	uc1.32106001955357	0.13333333333333333	2.322609627506018	Stevenson, Robert Louis	More New Arabian Nights	1885	Fiction-Stories	Male	White	Britain	96216
427	uc1.32106001982351	0.1327231121281464	1.8258224553843836	Ford, Ford Madox	The Fifth Queen Crowned: A Romance	1908	Fiction-Novel	Male	White	Britain	237719
299	mdp.49015000796806	0.1315789473684211	0.7419590487767481	Rolfe, Frederick	The Desire and Pursuit of the Whole	1934	Fiction-Novel	Male	White	Britain	152604
336	osu.32435007395684	0.1276595744680851	0.5333919262541036	Lawrence, D. H.	The Trespasser	1912	Fiction-Novel	Male	White	Britain	87517
475	uc1.b3759970	0.12698412698412706	1.2549834175902699	Wells, H. G.	Meanwhile: The Picture of a Lady	1927	Fiction-Novel	Male	White	Britain	99718
