	a_last	a_first	htid	pub_date	title	imprint	genre	genre_notes	gender_guess	gender_known	white	race	origin_area	origin_nation	origin_notes	religion	uni_degree	bib_source	notes	entered	ignore	notes_ignore	pub_date_htrc	title_htrc
936	Pugh	Edwin		1914.0	The Cockney at Home									Britain - England				DKM Snell						
937	Pugh	Edwin		1914.0	The Quick and the Dead									Britain - England				DKM Snell						
938	Pugh	Edwin		1914.0	The Phantom Peer									Britain - England				DKM Snell						
939	Pugh	Edwin	inu.39000003837593	1916.0	Slings and Arrows									Britain - England				DKM Snell					1916	Slings and arrows/Pugh, Edwin,
940	Pugh	Edwin		1917.0	The Eyes of a Child									Britain - England				DKM Snell						
941	Pugh	Edwin		1921.0	The Way of the Wicked									Britain - England				DKM Snell						
942	Pugh	Edwin	mdp.39015063946761	1923.0	The Secret Years	London								Britain - England				DKM Snell						
943	Pugh	Edwin		1924.0	The World is My Oyster									Britain - England				DKM Snell						
944	Pugh	Edwin		1926.0	Empty Vessels									Britain - England				DKM Snell						
945	Pullinger	Kate	mdp.39015019996431	1989.0	When the Monster Dies									Candian				DKM Snell					1989	When the monster dies/Pullinger, Kate.
946	Pym	Barbara		1952.0	Excellent Woman									Britain - England				DKM Snell						
947	Pym	Barbara	uc1.32106007995209	1955.0	Less Than Angels									Britain - England				DKM Snell					1955	Less than angels/Pym, Barbara.
948	Pym	Barbara	mdp.39015005264588	1958.0	A Glass of Blessings									Britain - England				DKM Snell					1958	A glass of blessings/Pym, Barbara.
949	Pym	Barbara	mdp.39015013934156	1961.0	No Fond Return of Love									Britain - England				DKM Snell					1981	No fond return of love/Pym, Barbara.
950	Pym	Barbara	mdp.39015005023232	1977.0	Quartet in Autumn									Britain - England				DKM Snell					1977	Quartet in autumn/Pym, Barbara.
951	Pym	Barbara	mdp.39015046800887	1978.0	The Sweet Dove Died									Britain - England				DKM Snell					1978	The sweet dove died / Barbara Pym/Pym, Barbara.
952	Pym	Barbara		1982.0	An Unsuitable Attachment									Britain - England				DKM Snell						
953	Q			1997.0	Deadmeat									Unknown				DKM Snell						
954	Quinlan	May		1907.0	In the Devil's Alley									Unknown				DKM Snell						
955	Quinlan	May		1908.0	My Brother's Keeper									Unknown				DKM Snell						
956	Rae	Hugh C. 		1975.0	The Rookery									Britain - Scottish				DKM Snell						
957	Rankin	Robert		1981.0	The Antipop									Britain - England				DKM Snell						
958	Rankin	Robert		1982.0	The Brentford Triangle									Britain - England				DKM Snell						
959	Rankin	Robert		1984.0	East of Ealing									Britain - England				DKM Snell						
960	Rathbone	Irene		1936.0	They Call it Peace									Britain - England				DKM Snell						
961	Raymond	Ernest	uc2.ark:/13960/t6ww7bz4r	1922.0	Tell England	%	Fiction-Novel											Literary London	volume 9, issue 1, Past and Present, Peter Preston	Patrick Evans			1922	Tell England;/Raymond, Ernest,
962	Raymond	Ernest		1934.0	Child of Norman's End	%	Fiction-Novel											Literary London	volume 9, issue 1, Past and Present, Peter Preston	Patrick Evans				
963	Raymond	Ernest	uc1.$b63669	1935.0	We, The Accused	%	Fiction-Novel											Literary London	volume 9, issue 1, Past and Present, Peter Preston	Patrick Evans			1935	We, the accused;/Raymond, Ernest,
964	Raymond	Ernest		1934.0	Child of Norman's End									France - Britain				DKM Snell						
965	Raymond	Ernest	uc1.$b104969	1937.0	The Marsh									France - Britain				DKM Snell					1937	The marsh;/Raymond, Ernest,
966	Raymond	Ernest		1942.0	Was There Love Once?									France - Britain				DKM Snell						
967	Raymond	Ernest		1944.0	For Them That Trespass									France - Britain				DKM Snell						
968	Raymond	Ernest		1946.0	The Five Sons of Le Faber									France - Britain				DKM Snell						
969	Raymond	Ernest		1947.0	The Kilburn Tale									France - Britain				DKM Snell						
970	Raymond	Ernest		1949.0	Gentle Greaves									France - Britain				DKM Snell						
971	Raymond	Ernest		1950.0	The Witness of Canon Welcome									France - Britain				DKM Snell						
972	Raymond	Ernest	uc1.$b787324	1951.0	A Chorus Ending									France - Britain				DKM Snell					1951	A chorus ending/Raymond, Ernest,
973	Raymond	Ernest		1952.0	The Corporal of the Guard									France - Britain				DKM Snell						
974	Raymond	Ernest		1952.0	The Chalice and the Sword									France - Britain				DKM Snell						
975	Raymond	Ernest		1954.0	To the Wood No More									France - Britain				DKM Snell						
976	Raymond	Ernest		1956.0	The 'Lord of Wensley'									France - Britain				DKM Snell						
977	Raymond	Ernest	mdp.39015000607716	1957.0	The Old June Weather									France - Britain				DKM Snell					1974	The old June weather/Raymond, Ernest,
978	Raymond	Ernest		1958.0	The City and the Dream									France - Britain				DKM Snell						
979	Raymond	Ernest		1965.0	The Tree of Heaven									France - Britain				DKM Snell						
980	Raymond	Ernest	uc1.$b63669	1966.0	We, the Accused									France - Britain				DKM Snell					1935	We, the accused;/Raymond, Ernest,
981	Raymond	Ernest		1971.0	A Georgian Love Story									France - Britain				DKM Snell						
982	Raymond	Ernest		1972.0	Our Late Member									France - Britain				DKM Snell						
983	Raymond	Ernest		1973.0	Miryam's Guest House									France - Britain				DKM Snell						
984	Rayner	Claire		1972.0	The Burning Summer									Britain - England				DKM Snell						
985	Rayner	Claire	inu.39000000597984	1973.0	Gower Street									Britain - England				DKM Snell					1973	Gower Street/Rayner, Claire.
986	Rayner	Claire		1974.0	The Haymarket									Britain - England				DKM Snell						
987	Rayner	Claire		1975.0	Paddington Green									Britain - England				DKM Snell						
988	Rayner	Claire		1976.0	Soho Square									Britain - England				DKM Snell						
989	Rayner	Claire		1977.0	Bedford Row									Britain - England				DKM Snell						
990	Rayner	Claire		1978.0	Long Acre									Britain - England				DKM Snell						
991	Rayner	Claire		1979.0	Charing Cross									Britain - England				DKM Snell						
992	Rayner	Claire		1980.0	The Strand									Britain - England				DKM Snell						
993	Rayner	Claire		1982.0	Chelsea Reach									Britain - England				DKM Snell						
994	Rayner	Claire		1983.0	Shaftesbury Avenue									Britain - England				DKM Snell						
995	Rayner	Claire		1986.0	Lunching at Laura's									Britain - England				DKM Snell						
996	Rayner	Claire		1987.0	Jubilee									Britain - England				DKM Snell						
997	Rayner	Claire		1990.0	Blitz									Britain - England				DKM Snell						
998	Rayner	Claire		1994.0	London Lodgings									Britain - England				DKM Snell						
999	Rendell	Ruth		1974.0	The Face of Tresspass									Britain - England				DKM Snell						
1000	Rendell	Ruth	pst.000012506781	1976.0	A Demon In My View									Britain - England				DKM Snell					1977	A demon in my view/Rendell, Ruth,
1001	Rendell	Ruth	uc1.32106013036931	1996.0	The Keys to the Street									Britain - England				DKM Snell					1996	The keys to the street/Rendell, Ruth,
1002	Reyburn	Wallace		1960.0	Street that Died									New Zealand				DKM Snell						
1003	Reynolds	G. M. W.		1847.0	Mysteries of London									Britain - England				DKM Snell	Dates: 1846-48					
1004	Richards	Ben		1994.0	Throwing the House out of the Window									Britain - England				DKM Snell						
1005	Richards	Ben		1997.0	Don't Stop on the Lines									Britain - England				DKM Snell						
1006	Richards	Ben		1998.0	The Silver River									Britain - England				DKM Snell						
1007	Richardson	Dorothy		1916.0	Black Water									Britain - England				DKM Snell						
1008	Richardson	Dorothy	mdp.39015002714957	1919.0	The Tunnel									Britain - England				DKM Snell					1919	The tunnel/Richardson, Dorothy M. (Dorothy Miller),
1009	Richardson	Dorothy	mdp.39015002715194	1919.0	Interim									Britain - England				DKM Snell					1919	Interim/Richardson, Dorothy M. (Dorothy Miller),
1010	Richardson	Dorothy	uc2.ark:/13960/t2k64gm5g	1921.0	Deadlock									Britain - England				DKM Snell					1921	Deadlock/Richardson, Dorothy M. (Dorothy Miller),
1011	Richardson	Dorothy	uc1.$b244474	1923.0	Revolving Lights									Britain - England				DKM Snell					1923	Revolving lights/Richardson, Dorothy Miller,
1012	Richardson	Dorothy	uc1.b3346991	1925.0	The Trap									Britain - England				DKM Snell					1925	The trap/(Dorothy Miller), Richardson, Dorothy M.
1013	Richardson	Dorothy	uc1.$b244475	1931.0	Dawn's Left Hand									Britain - England				DKM Snell					1931	Dawn's left hand/Richardson, Dorothy Miller,
1014	Richardson	Evelyn		1994.0	The Willful Widow									Canada				DKM Snell						
1015	Riddell	Charlotte		1866.0	City and Suburb: a Novel									Ireland				DKM Snell	aka Mrs. J.H. Riddell, wrote with F.G. Trafford					
1016	Riddell	Charlotte		1885.0	Mitre Court: a Tale of the Great City									Ireland				DKM Snell						
1017	Riddell	Charlotte		1900.0	George Geith of Fen Court									Ireland				DKM Snell						
1018	Riddell	Charlotte	uc1.b3327156	1900.0	Too Much Alone									Ireland				DKM Snell						
1019	Ridge	William Pett	hvd.hn5pqd	1895.0	A Clever Wife									Britain - England				DKM Snell					1896	A clever wife/(William Pett), Ridge, W. Pett
1020	Ridge	William Pett	uc2.ark:/13960/t26971q18	1896.0	The Second Opportunity of Mr. Staplehurst									Britain - England				DKM Snell					1896	The second opportunity of Mr. Staplehurst;/(William Pett), Ridge, W. Pett
1021	Ridge	William Pett		1896.0	An Important Man and Others									Britain - England				DKM Snell						
1022	Ridge	William Pett		1897.0	Secretary to Bayne M.P.									Britain - England				DKM Snell						
1023	Ridge	William Pett	uiug.30112052915037	1898.0	Mord Em'ly									Britain - England				DKM Snell					1898	Mord Em'ly/(William Pett), Ridge, W. Pett
1024	Ridge	William Pett	iau.31858024419412	1899.0	A Son of the State									Britain - England				DKM Snell					1913	A son of the state/Ridge, William Pett,
1025	Ridge	William Pett	uiug.30112052915128	1899.0	Outside the Radius									Britain - England				DKM Snell					1899	Outside the radius/(William Pett), Ridge, W. Pett
1026	Ridge	William Pett	nyp.33433112051077	1900.0	A Breaker of Laws									Britain - England				DKM Snell					1900	A breaker of laws/(William Pett), Ridge, W. Pett
1027	Ridge	William Pett	hvd.32044086836491	1901.0	London Only									Britain - England				DKM Snell					1901	London only/(William Pett), Ridge, W. Pett
1028	Ridge	William Pett		1902.0	The Story of Maggie Cannon									Britain - England				DKM Snell						
1029	Ridge	William Pett	uiug.30112051972989	1903.0	Erb									Britain - England				DKM Snell					1903	Erb/(William Pett), Ridge, W. Pett
1030	Ridge	William Pett	uc1.b3562130	1904.0	George and the General									Britain - England				DKM Snell					    	George and the general/(William Pett), Ridge, W. Pett
1031	Ridge	William Pett		1904.0	My Next Door Neighbors									Britain - England				DKM Snell						
1032	Ridge	William Pett		1905.0	Mrs. Galen's Business									Britain - England				DKM Snell						
1033	Ridge	William Pett		1905.0	On Company's Business									Britain - England				DKM Snell						
1034	Ridge	William Pett		1907.0	Nearly Five Million									Britain - England				DKM Snell						
1035	Ridge	William Pett	nyp.33433066620364	1908.0	Speaking Rather Seriously									Britain - England				DKM Snell					1908	Speaking rather seriously/(William Pett), Ridge, W. Pett
1036	Ridge	William Pett	nyp.33433081588182	1908.0	Name of Garland									Britain - England				DKM Snell					1907	Name of Garland/(William Pett), Ridge, W. Pett
1037	Ridge	William Pett		1910.0	Light Refreshment									Britain - England				DKM Snell						
1038	Ridge	William Pett		1912.0	Devoted Sparkles									Britain - England				DKM Snell						
1039	Ridge	William Pett	mdp.39015063952645	1912.0	Love at Paddington									Britain - England				DKM Snell					1912	Love at Paddington/Ridge, W. Pett (William Pett),
1040	Ridge	William Pett		1913.0	The Remington Sentence									Britain - England				DKM Snell						
1041	Ridge	William Pett	uiug.30112051972997	1914.0	The Happy Recruit									Britain - England				DKM Snell					1915	The happy recruit/(William Pett), Ridge, W. Pett
1042	Ridge	William Pett	uiug.30112051973003	1915.0	The Kennedy People									Britain - England				DKM Snell					1915	The Kennedy people/(William Pett), Ridge, W. Pett
1043	Ridge	William Pett		1915.0	Book Here									Britain - England				DKM Snell						
1044	Ridge	William Pett	uiug.30112052915045	1916.0	Madame Prince									Britain - England				DKM Snell					1916	Madame Prince/(William Pett), Ridge, W. Pett
1045	Ridge	William Pett	uc2.ark:/13960/t4wh2gq5h	1917.0	The Amazing Years									Britain - England				DKM Snell					1917	The amazing years/(William Pett), Ridge, W. Pett
1046	Ridge	William Pett		1918.0	Top Speech									Britain - England				DKM Snell						
1047	Ridge	William Pett	nyp.33433112051069	1919.0	The Bustling Hours									Britain - England				DKM Snell					1919	The bustling hours/(William Pett), Ridge, W. Pett
1048	Ridge	William Pett		1920.0	Just Open									Britain - England				DKM Snell						
1049	Ridge	William Pett		1922.0	Richard Triumphant									Britain - England				DKM Snell						
1050	Ridge	William Pett		1923.0	Miss Mannering									Britain - England				DKM Snell						
1051	Ridge	William Pett		1924.0	Leaps and Bounds									Britain - England				DKM Snell						
1052	Ridge	William Pett		1924.0	Rare Luck									Britain - England				DKM Snell						
1053	Ridge	William Pett		1925.0	Just Like Aunt Bertha									Britain - England				DKM Snell						
1054	Ridge	William Pitt		1929.0	Affectionte Legends									Britain - England				DKM Snell						
1055	Ridpath	Michael		1994.0	Free to Trade									Britain - England				DKM Snell						
1056	Riley	Joan	mdp.39015029559997	1987.0	The Unbelonging									Jamaica - England				DKM Snell					1985	The unbelonging/Riley, Joan.
1057	Riley	Joan		1988.0	Romance									Jamaica - England				DKM Snell						
1058	Ripley	Mike		1989.0	Angel Touch									Britain - England				DKM Snell						
1059	Rivers	Alston		1905.0	A London Girl									Australia				DKM Snell						
1060	Rivers 	Alston	none		The Rainy Day									Australia				DKM Snell						
1061	Robinson	Frederick William		1885.0	Lazurus in London									Britain - England				DKM Snell						
1062	Roche	Regina Maria		1814.0	London Tales									Ireland				DKM Snell						
1063	Rodwell	George		1800.0	Old London Bridge, a Romance of the Sixteenth Century									Britain - England				DKM Snell						
1064	Rohmer	Sax	coo1.ark:/13960/t88g95z7q	1916.0	Dope: A Story of Chinatown	%	Fiction-Novel							Britain - England				Literary London	Volume 2, issue 2, Aspects of Literary Limehouse, Anne Witchard	Patrick Evans			1919	Dope/Rohmer, Sax,
1065	Rohmer	Sax		1916.0	The Devil Doctor	%	Fiction-Novel							Britain - England				Literary London	Volume 2, issue 2, Aspects of Literary Limehouse, Anne Witchard	Patrick Evans				
1066	Rolfe	Frederick		1958.0	Nicholas Crabbe, or, the One and the Many: a Romance									Britain - England				DKM Snell						
1067	Rook	Clarence	hvd.32044080925282	1899.0	The Hooligan Nights: Being the Life and Opinions of a Young and Impertinent Criminal Recounted by Himself and Set Forth by Clarence Rook									Britain - England				DKM Snell					1899	The Hooligan nights;/Rook, Clarence,
1068	Roose-Evans	James		1971.0	The Adventures of Odd and Elsewhere									Britain - England				DKM Snell						
1069	Roscoe	Treve		1904.0	The Belgrave Mystery: a Novel									Unknown				DKM Snell						
1070	Ross	Charles H 	nyp.33433112050806	1869.0	A London Romance									Britain - England				DKM Snell					1869	A London romance/Ross, Charles H. (Charles Henry),
1071	Ross	Kate		1994.0	A Broken Vessel									American				DKM Snell						
1072	Rowe	John G. 		1925.0	The Sacred Hand: a London Detective Story									Unknown				DKM Snell						
1073	Rowland	John		1935.0	Bloodshed in Bayswater									Unknown				DKM Snell						
1074	Ruddle	Joan		1996.0	Young Rochester: a Novel Based on his Life During the Years 1664-1667									Unknown				DKM Snell						
1075	Russell	James		1989.0	Underground									Britain - England				DKM Snell						
1076	Rutherford	Edward		1997.0	London									Britain - England				DKM Snell						
1077	Ryves	Frances		1910.0	The Workman's Train: a Tale of Greater London									Unknown				DKM Snell						
1078	Salkey	Andrew	mdp.39015028443581	1960.0	Escape to an Autumn Pavement									Panama				DKM Snell					1960	Escape to an autumn pavement/Salkey, Andrew
1079	Salkey	Andrew	mdp.39015002758822	1969.0	The Adventures of Catullus Kelly									Panama				DKM Snell					1969	The adventures of Catullus Kelly/Salkey, Andrew.
1080	Salkey	Andrew		1976.0	Come Home, Malcolm Heartland									Panama				DKM Snell						
1081	Sangster	Rena U. N.	hvd.hn2zic	1909.0	The Power of Gold: a Romance of London, Engliand									Unknown				DKM Snell					1909	The power of gold/Sangster, Rena Urania Nott.
1082	Sansom	William	uc1.b3139739	1958.0	The Cautious Heart									Britain - England				DKM Snell					1958	The cautious heart/Sansom, William,
1083	Sattler	Veronica		1992.0	Sabelle									American				DKM Snell						
1084	Sayer	Dorothy	uc1.32106017532224	1928.0	Lord Peter Views the Body	%	Fiction-Novel											Literary London	Volume 5, issue 2, Crossing the Shadow Frontier, Esme Miskimmin	Patrick Evans			1928	Lord Peter views the body/(Dorothy Leigh), Sayers, Dorothy L.
1085	Sayer	Dorothy	mdp.39015054072536	1933.0	Murder Must Advertise	%	Fiction-Novel											Literary London	Volume 5, issue 2, Crossing the Shadow Frontier, Esme Miskimmin	Patrick Evans			1959	Murder must advertise/(Dorothy Leigh), Sayers, Dorothy L.
1086	Sayer	Dorothy	mdp.39015008672498	1935.0	Gaudy Night	%	Fiction-Novel											Literary London	Volume 5, issue 2, Crossing the Shadow Frontier, Esme Miskimmin	Patrick Evans			1960	Gaudy night/Sayers, Dorothy L. (Dorothy Leigh),
1087	Scannell	Dolly		1983.0	The Sapphire Ring									Unknown				DKM Snell						
1088	Scholefield	Alan		1991.0	Theif Taker									South African				DKM Snell						
1089	Scholefield	Alan		1992.0	Night Child									South African				DKM Snell						
1090	Scholefield	Alan		1994.0	Threats and Menaces									South African				DKM Snell						
1091	Self	Will		1993.0	My Idea of Fun: a Cautionary Tale									Britain - England				DKM Snell						
1092	Self	Will		1996.0	The Sweet Smell of Psycholsis									Britain - England				DKM Snell						
1093	Selvon	Samuel	uc1.$b244904	1956.0	The Lonely Londoners									Trinidad				DKM Snell	aka Samuel Dickson				1956	The lonely Londoners/Selvon, Samuel.
1094	Selvon	Samuel	uc1.$b244907	1957.0	Ways of Sunlight									Trinidad				DKM Snell	aka Samuel Dickson				1957	Ways of sunlight/Selvon, Samuel.
1095	Selvon	Samuel	mdp.39015005596922	1965.0	The Housing Lark									Trinidad				DKM Snell	aka Samuel Dickson				1965	The housing lark/Selvon, Samuel.
1096	Selvon	Samuel	mdp.39015046410471	1975.0	Moses Ascending									Trinidad				DKM Snell	aka Samuel Dickson				1975	Moses ascending/Selvon, Samuel.
1097	Sergeant	Adeline		1882.0	An East London Mystery									Britain - England				DKM Snell						
1098	Shakespeare	L. M.		1989.0	The Gentlemen's Mafia									Britain - Wales				DKM Snell						
1099	Sharp	Alan	uc1.$b149282	1967.0	The Wind Shifts									Britain - Scotland				DKM Snell					    	The wind shifts/Sharp, Alan.
1100	Shears 	Sarah		1980.0	The Landlady									Unknown				DKM Snell						
1101	Shute	Nerina		1949.0	Georgian Lady									Britain - England				DKM Snell						
1102	Silberrad	Una	uc2.ark:/13960/t4th8dd8r	1907.0	The Good Comrade	%	Fiction-Novel											Literary London	Volume 9, issue 1, Gravitating Away, Christoph Singer	Patrick Evans			1907	The good comrade/(Una Lucy), Silberrad, Una L.
1103	Silberrad	Una		1921.0	Rachel and her Relatives	%	Fiction-Novel											Literary London	Volume 9, issue 1, London in Middlebrow Fiction, Kate Macdonald	Patrick Evans				
1104	Silberrad	Una L	nyp.33433044609513	1902.0	Princess Puck	London												Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE			1901	Princess Puck/Silberrad, Una L.,
1105	Silberrad	Una L	uc2.ark:/13960/t6rx95b11	1908.0	Desire	New York												Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE			1908	Desire/Silberrad, Una Lucy,
1106	Silberrad	Una L	nyp.33433115575536	1909.0	Ordinary People	London												Literary London	Kate Macdonald. Vol. 9, No. 1 (March 2011)	EE			1909	Ordinary people/Silberrad, Una L.,
1107	Simmons	Anthony		1992.0	A Little Space for Issie Brown									Britain - England				DKM Snell						
1108	Sims	George R.	uc2.ark:/13960/t3vt1xp7j	1903.0	Living London	%	Nonfiction - other	sociology						Britain - England				Literary London	Volume 4, issue 1, London on stage, Richard Higgins	Patrick Evans		London nonfiction	1902	Living London; its work and its play, its humour and and its pathos, its sights and its scenes;/Sims, George Robert,
1109	Sims	George R		1889.0	Tales of Today									Britain - England				DKM Snell						
1110	Sims	George R	hvd.hn1ric	1900.0	In London's Heart 									Britain - England				DKM Snell					1900	In London's heart/Sims, George Robert,
1111	Sinclair	Andrew	mdp.39015030712072	1964.0	The Raker									Britain - England				DKM Snell					1964	The Raker/Sinclair, Andrew.
1112	Sinclair	Iain	mdp.39015060120980	1988.0	White Chappell									Britain - Wales				DKM Snell					2004	White Chappell, scarlet tracings/Sinclair, Iain.
1113	Sinclair	Iain	inu.30000029791955	1991.0	Downriver (or, the Vessels of Wrath): a Narrative in Twelve Tales									Britain - Wales				DKM Snell					1991	Downriver, (or the vessels of wrath)/Sinclair, Iain,
1114	Sinclair	Iain	mdp.39015032216973	1994.0	Radon Daughters									Britain - Wales				DKM Snell					1994	Radon daughters/Sinclair, Iain.
1115	Sinclair	Iain		1997.0	Slow Chocoloate Autopsy: Incidents from the Notorious Career of Norton, Prisoner in London									Britain - Wales				DKM Snell						
1116	Slovo	Gillian		1984.0	Morbid Symptoms									South African				DKM Snell						
1117	Slovo	Gillian		1986.0	Death by Analysis									South African				DKM Snell						
1118	Slovo	Gillian		1987.0	Death Comes Staccato									South African				DKM Snell						
1119	Slovo	Gillian		1994.0	Catnap									South African				DKM Snell						
1120	Smeeton	G		1850.0	Doings in London									Britain - England				DKM Snell						
1121	Smeltz	Aurelia		1998.0	A Lone Red Apple									American				DKM Snell						
1122	Smith	Albert	uiuo.ark:/13960/t3rv16c0v	1859.0	The Fortunes of the Scattergood Family									Britain - England				DKM Snell					1845	The fortunes of the Scattergood family/Smith, Albert,
1123	Smith	Stevie	mdp.39015002148933	1936.0	Novel on Yellow Paper									Britain - England				DKM Snell					1969	Novel on yellow paper;/Smith, Stevie,
1124	Smith	Ashley		1937.0	The Brimming Lake									Unknown				DKM Snell						
1125	Smith	Ashley		1946.0	You Forget So Quickly									Unknown				DKM Snell						
1126	Smith	Herbert		1957.0	A Field of Folk									Unknown				DKM Snell						
1127	Smith	Rukshana	mdp.39015029491399	1982.0	Sumitra's Story									Unknown				DKM Snell					1983	Sumitra's story/Smith, Rukshana.
1128	Smith	Rukshana		1983.0	Rainbows in the Gutter									Unknown				DKM Snell						
1129	Smith	Joan		1990.0	Don't Leave Me This Way									Britain - England				DKM Snell						
1130	Smith	Rukshana		1998.0	Salt on the Snow									Unknown				DKM Snell						
1131	Snaith	John Collins	uc2.ark:/13960/t1td9q74t	1906.0	Henry Northcote									Britain - England				DKM Snell					1911	Henry Northcote/Snaith, John Collis.
1132	Snaith	John Collins	hvd.hnsy5x	1907.0	William Jordan Junior									Britain - England				DKM Snell					1907	William Jordan Junior/(John Collis), Snaith, J. C.
1133	Snaith	John Collins	uc1.$b312551	1909.0	Araminta									Britain - England				DKM Snell					1909	Araminta/(John Collis), Snaith, J. C.
1134	Snaith	John Collins	nyp.33433112053925	1912.0	The Principal Girl									Britain - England				DKM Snell					1912	The principal girl/(John Collis), Snaith, J. C.
1135	Snaith	John Collins		1924.0	Time and Tide									Britain - England				DKM Snell						
1136	Sommerfield	John		1936.0	May Day									Britain - England				DKM Snell						
1137	Sommerfield	John		1938.0	Trouble in Porter Street									Britain - England				DKM Snell						
1138	Spark	Muriel		1957.0	The Comforters									Britain - Scotland				DKM Snell						
1139	Spark	Muriel		1959.0	Momento Mori									Britain - Scotland				DKM Snell						
1140	Spark	Muriel	mdp.39015000609530	1960.0	The Ballad of Peckham Rye									Britain - Scotland				DKM Snell					1960	The ballad of Peckham Rye/Spark, Muriel.
1141	Spark	Muriel	mdp.39076005050799	1963.0	The Girls of Slender Means									Britain - Scotland				DKM Snell					1963	The girls of slender means/Spark, Muriel.
1142	Spark	Muriel	mdp.39015017696298	1988.0	A Far Cry from Kensington									Britain - Scotland				DKM Snell					1990	A far cry from Kensington/Spark, Muriel.
1143	Spark	Muriel	mdp.39015019579385	1990.0	Symposium									Britain - Scotland				DKM Snell					1990	Symposium/Spark, Muriel.
1144	Spearman	Rose		1985.0	After the War in Over									Unknown				DKM Snell						
1145	Spearman	Rose		1987.0	A Share of Happiness									Unknown				DKM Snell						
1146	Spencer	Sally		1993.0	Salt of the Earth									Britain - England				DKM Snell						
1147	Spencer	Sally		1994.0	Up Our Street									Britain - England				DKM Snell						
1148	Spencer	Sally		1995.0	Old Father Thames									Britain - England				DKM Snell						
1149	Spencer	Sally		1997.0	South of the River									Britain - England				DKM Snell						
1150	Stableford	Brian		1992.0	The Werewolves of London									Britain - England				DKM Snell						
1151	Stacpoole	H. De Vere		1946.0	Harley Street									Ireland				DKM Snell						
1152	Stancomb	Ivana		1998.0	Putney Bridge									Unknown				DKM Snell						
1153	Stapledon	William Olaf		1932.0	The Last Men in London									Britain - England				DKM Snell						
1154	Staples	Mary Jane		1988.0	Down Lambeth Way									Britain - England				DKM Snell						
1155	Staples	Mary Jane		1989.0	Our Emily									Britain - England				DKM Snell						
1156	Staples	Mary Jane		1990.0	The King of Camberwell									Britain - England				DKM Snell						
1157	Staples	Mary Jane		1990.0	Two for Three Farthing									Britain - England				DKM Snell						
1158	Staples	Mary Jane		1991.0	The Lodger									Britain - England				DKM Snell						
1159	Staples	Mary Jane		1991.0	Rising Summer									Britain - England				DKM Snell						
1160	Staples	Mary Jane		1992.0	Sergeant Joe									Britain - England				DKM Snell						
1161	Staples	Mary Jane		1992.0	The Pearly Queen									Britain - England				DKM Snell						
1162	Staples	Mary Jane		1993.0	A Family Affair									Britain - England				DKM Snell						
1163	Staples	Mary Jane		1994.0	Missing Person									Britain - England				DKM Snell						
1164	Staples	Mary Jane		1995.0	Pride of Walworth									Britain - England				DKM Snell						
1165	Staples	Mary Jane		1995.0	Echoes of Yesterday									Britain - England				DKM Snell						
1166	Staples	Mary Jane		1996.0	The Young Ones									Britain - England				DKM Snell						
1167	Staples	Mary Jane		1996.0	The Camberwell Raid									Britain - England				DKM Snell						
1168	Staples	Mary Jane		1998.0	Fire Over London									Britain - England				DKM Snell						
1169	Stein	Sylvester		1960.0	What the World Owes Me									Britain - England				DKM Snell						
1170	Stephens	Robert N		1901.0	Captain Ravenshaw, or, the Maid of Cheapside, a Romance of Elizabethan London									American				DKM Snell						
1171	Stewart	Elizabeth M		1853.0	London City Tales									Unknown				DKM Snell						
1172	Stewart	Elizabeth M	none		The Bride of Bucklersbury: a Tale of the Grocers' Company									Unknown				DKM Snell						
1173	Stewart	Elizabeth M	none		Osbert of Aldgate: a Tale of the Goldsmith's Company									Unknown				DKM Snell						
1174	Stewart	Elizabeth M	none		Whittington and the Knight sans-terre: a Tale of the Vinters' Company									Unknown				DKM Snell						
1175	Stewart	Elizabeth M	none		Claribel the Sea-Maid: a Tale of the Fishmongers' Company									Unknown				DKM Snell						
1176	Stirling	Jessica		1979.0	The Deep Well at Noon									British - Scotland				DKM Snell	real name: Hugh C. Rae, aka: Peggie Coghlan					
1177	Stirling	Jessica		1981.0	The Blue Evening Gone									British - Scotland				DKM Snell	real name: Hugh C. Rae, aka: Peggie Coghlan					
1178	Stirling	Jessica		1983.0	The Gates of Midnight									British - Scotland				DKM Snell	real name: Hugh C. Rae, aka: Peggie Coghlan					
1179	Stolz	Mary		1990.0	Barthomew Fair									American				DKM Snell						
1180	Storey	David	mdp.39015008889852	1960.0	Flight into Camden									Britain - England				DKM Snell					1961	Flight into Camden/Storey, David,
1181	Storm Jameson	Margaret		1930.0	Love in Winter									Britain - England				DKM Snell						
1182	Storm Jameson	Margaret		1933.0	A Day Off									Britain - England				DKM Snell						
1183	Storm Jameson	Margaret		1934.0	Company Parade									Britain - England				DKM Snell						
1184	Storm Jameson	Margaret		1936.0	None Turn Back									Britain - England				DKM Snell						
1185	Storm Jameson	Margaret		1938.0	Here Comes a Candle									Britain - England				DKM Snell						
1186	Storm Jameson	Margaret		1945.0	The Journal of Mary Hervey Russell									Britain - England				DKM Snell						
1187	Strachey	Isobel		1953.0	Quick Bright Things									Britain - England				DKM Snell						
1188	Street	Pamela		1989.0	Doubtful Company									Unknown				DKM Snell						
