	a_last	a_first	htid	pub_date	title	imprint	genre	genre_notes	gender_guess	gender_known	white	race	origin_area	origin_nation	origin_notes	religion	uni_degree	bib_source	notes	entered	ignore	notes_ignore	pub_date_htrc	title_htrc
130	Blumenfeld	Simon		1939.0	They Won't Let You Live: a Novel									Britain - England				DKM Snell						
131	Boast	Philip	mdp.39015037048215	1987.0	London's Child									Unknown				DKM Snell					1987	London's child/Boast, Philip.
132	Boast	Philip		1989.0	The Millionaire									Unknown				DKM Snell						
133	Boast	Philip		1994.0	City: the Epic Novel of London over Two Thousand Years									Unknown				DKM Snell						
134	Bowen	Elizabeth	mdp.39015011598318	1932.0	To the North									Ireland				DKM Snell						
135	Bowen	Elizabeth	inu.32000006208294	1938.0	The Death of the Heart									Ireland				DKM Snell					1938	The death of the heart/Bowen, Elizabeth,
136	Bowen 	Elizabeth	mdp.39015008542618	1949.0	The Heat of the Day									Ireland				DKM Snell					1947	The heat of the day/Bowen, Elizabeth,
137	Bowling	Harry		1987.0	Conner Street's War									Britain - England				DKM Snell						
138	Bowling	Harry		1989.0	Tuppence to Tooley Street									Britain - England				DKM Snell						
139	Bowling	Harry		1989.0	The Ironmonger's Daughter									Britain - England				DKM Snell						
140	Bowling	Harry		1990.0	Paragon Place									Britain - England				DKM Snell						
141	Bowling	Harry		1991.0	Gaslight in Page Street									Britain - England				DKM Snell						
142	Bowling	Harry		1992.0	The Girl from Cotton Lane									Britain - England				DKM Snell						
143	Bowling	Harry		1993.0	Backstreet Child									Britain - England				DKM Snell						
144	Bowling	Harry		1994.0	Pedlar's Row									Britain - England				DKM Snell						
145	Bowling	Harry		1994.0	The Farrans of Fellmonger Street									Britain - England				DKM Snell						
146	Bowling	Harry		1995.0	That Summer in Eagle Street									Britain - England				DKM Snell						
147	Bowling	Harry		1995.0	Waggoner's Way									Britain - England				DKM Snell						
148	Bowling	Harry		1996.0	One More for Saddler Street									Britain - England				DKM Snell						
149	Bowling	Harry		1997.0	The Glory and the Shame									Britain - England				DKM Snell						
150	Bowling	Harry		1997.0	The Chinese Lantern									Britain - England				DKM Snell						
151	Bowling	Harry		1998.0	As Time Goes By									Britain - England				DKM Snell						
152	Bracewell	Michael	mdp.39015051353905	1988.0	The Crypto-Amnesia Club									Britain - England				DKM Snell					1988	The Crypto-Amnesia Club/Bracewell, Michael,
153	Braddon	R 		1954.0	Those in Peril									Australian				DKM Snell						
154	Bragg	Melvyn		1971.0	The Nerve									Britain - England				DKM Snell						
155	Bragg	Melvyn	mdp.39015004264001	1983.0	Love and Glory									Britain - England				DKM Snell					1983	Love and glory/Bragg, Melvyn,
156	Bragg	Melvyn		1992.0	Crystal Room									Britain - England				DKM Snell						
157	Brahms	Caryl		1953.0	Away Went Polly									Britain - England				DKM Snell						
158	Braine	John	uc1.b3477704	1968.0	The Crying Game									Britain - England				DKM Snell					1968	The crying game/Braine, John.
159	Braithwaite	E. R.	mdp.39015016452412	1965.0	Choice of Straws									Guyana				DKM Snell					1965	Choice of straws/Braithwaite, E. R. (Edward Ricardo)
160	Bramble	Forbes		1977.0	Regent Square									Britain - England				DKM Snell						
161	Brand	Christina		1952.0	London Particular									Britain - England				DKM Snell	real name: Mary Christianna Lewis					
162	Brandon	John Gordon		1933.0	West End! A Novel									Australian				DKM Snell						
163	Brandon	John Gordon		1934.0	Murder in Mayfair: a Story Without a Moral									Australian				DKM Snell						
164	Brandon	John Gordon		1937.0	The Bond Street Murder: an A.S.P. Story									Australian				DKM Snell						
165	Brandon	John Gordon		1937.0	Murder in Soho									Australian				DKM Snell						
166	Brandon	John Gordon		1938.0	The Regent Street Raid: an A.S.P. Story									Australian				DKM Snell						
167	Brandon	John Gordon		1940.0	A Scream in Soho									Australian				DKM Snell						
168	Brandon	John Gordon		1942.0	Death in Jermyn Street									Australian				DKM Snell						
169	Brandon	John Gordon		1958.0	Death Stalks in Soho									Australian				DKM Snell						
170	Brandon	John Gordon		1958.0	Murder in Pimlico									Australian				DKM Snell						
171	Bridgwood	Caroline		1987.0	Magnolia Gardens									Unknown				DKM Snell						
172	Britton	Eric		1947.0	Piccadilly Incident									Unknown				DKM Snell						
173	Broderick	John		1979.0	London Irish									Ireland				DKM Snell						
174	Brooke-Rose	Christine		1957.0	Languages of Love									Britain - England				DKM Snell						
175	Brookner	Anita	mdp.39015007062626	1985.0	Family and Friends									Britain - England				DKM Snell					1985	Family and friends/Brookner, Anita.
176	Brookner	Anita	mdp.39015029237065	1992.0	Fraud									Britain - England				DKM Snell					1992	Fraud/Brookner, Anita.
177	Brooks	Elizabeth		1961.0	Lallie O'Grady									Britain - England				DKM Snell						
178	Brophy	John		1929.0	Pluck the Flower: a Novel									Britain - England				DKM Snell						
179	Brophy	John		1937.0	Behold the Judge: a Novel									Britain - England				DKM Snell						
180	Brophy	Brigid	uc1.b3897641	1953.0	Hackenfeller's Ape									Britain - England				DKM Snell					1954	Hackenfeller's Ape/Brophy, Brigid,
181	Brown	Alec		1936.0	The Lovely Girl: a Novel									Unknown				DKM Snell						
182	Brown	Roy	mdp.39015024076393	1968.0	The Day of the Pigeons									Unknown				DKM Snell					1968	The day of the pigeons/Brown, Roy.
183	Brown	Roy		1972.0	Fight of the Sparrows									Unknown				DKM Snell						
184	Brown 	Roy		1971.0	The Battle of Saint Street									Unknown				DKM Snell						
185	Browne	Kenneth R. G.		1925.0	These London Nights									Britain - England				DKM Snell						
186	Buchan	John	mdp.39015031213799	1940.0	Memory Hold-the-door	%	Autobiography/Memoir											Literary London	Volume 7, issue 1, This Insubstantial Pageant Faded, Piva Rajame	Patrick Evans			1940	Memory hold-the-door/Buchan, John,
187	Buchan	John	nyp.33433074930953	1916.0	A Lodge in the Wilderness	%	Fiction-Novel											Literary London	Volume 7, issue 1, This Insubstantial Pageant Faded, Piva Rajame	Patrick Evans			1906	A lodge in the wilderness/Buchan, John,
188	Bullen	F		1901.0	THe Apostles of the South-East									Britain - England				DKM Snell						
189	Bullock	S		1907.0	Robert Thorne, the Story of a London Clerk									Britain - N. Ireland				DKM Snell						
190	Burchall	Sidney Herbert		1898.0	In the Days of King James; or, Romances of London in the Olden Time									Britain - England				DKM Snell						
191	Burford	Lolah		1971.0	Vice Avenged: a Moral Tale									American				DKM Snell						
192	Burgess	Anthony		1993.0	A Dead Man in Depthford									Britain - England				DKM Snell						
193	Burke	Thomas	mdp.39015030853033	1917.0	Nights in Town	%	Fiction-Novel							Britain - England				Literary London	Volume 2, issue 2, Aspects of Literary Limehouse, Anne Witchard	Patrick Evans				
194	Burke	Thomas	uc1.$b299723	1924.0	The Wind and Rain	%	Fiction-Novel							Britain - England				Literary London	Volume 2, issue 2, Aspects of Literary Limehouse, Anne Witchard	Patrick Evans			1924	The wind and the rain/Burke, Thomas,
195	Burke	Thomas	mdp.39015005686343	1916.0	Limehouse Nights									Britain - England				DKM Snell						
196	Burke	Thomas	hvd.32044090299520	1920.0	More Limehouse Nights									Britain - England				DKM Snell						
197	Burke	Thomas	uc1.$b299715	1929.0	The Bloomsbury Wonder									Britain - England				DKM Snell					1929	The Bloomsbury wonder/Burke, Thomas,
198	Burke	Thomas	uc1.$b299721	1931.0	A Tea Shop in Limehouse									Britain - England				DKM Snell					1931	A tea-shop in Limehouse/Burke, Thomas,
199	Burke	Thomas 		1935.0	Billy and Beryl in Chinatown									Britain - England				DKM Snell						
200	Burke	Thomas		1936.0	Billy and Beryl in Soho									Britain - England				DKM Snell						
201	Burke	Thomas		1936.0	Billy and Beryl in Old London									Britain - England				DKM Snell						
202	Burke	Thomas	mdp.39015030853025	1939.0	Abduction: a Story of Limehouse									Britain - England				DKM Snell					1939	Abduction/Burke, Thomas,
203	Burke	Thomas	inu.32000005557592	1944.0	Dark Nights									Britain - England				DKM Snell					1944	Dark nights/Burke, Thomas,
204	Burke	Thomas	mdp.39015031219655	1948.0	Son of London									Britain - England				DKM Snell					1946	Son of London/Burke, Thomas,
205	Burke 	Thomas	mdp.39015059375629	1938.0	The Winsome Wench: the Story of London Inn 1825-1900: a Novel									Britain - England				DKM Snell					1938	The Winsome Wench;/Burke, Thomas,
206	Burns	Patricia		1992.0	Trinidad Street									Britain - England				DKM Snell						
207	Burton	Betty		1989.0	Hard Loves, Easy Riches									Unknown				DKM Snell						
208	Butler	Gwendoline		1975.0	The Vesey Inheritance									Britain - England				DKM Snell						
209	Camberton	Roland		1950.0	Scamp									Britain - England				DKM Snell						
210	Camberton	Roland		1951.0	Rain on the Pavements									Britain - England				DKM Snell						
211	Campbell	Michael	uc1.$b361294	1956.0	Oh, Mary this London									Unknown				DKM Snell					1962	Oh, Mary, this London/Campbell, Michael,
212	Cannon	Joseph		1993.0	Cardboard City									Unknown				DKM Snell						
213	Carey	Helen		1995.0	Lavender Road: the Story of a London Street at War									Britain - England				DKM Snell						
214	Carey	Helen		1996.0	Some Sunny Day: the Story of a London Street at War									Britain - England				DKM Snell						
215	Carey 	Peter	mdp.39015041985980	1997.0	Jack Maggs									Australia				DKM Snell					1998	Jack Maggs/Carey, Peter,
216	Carr	Rocky	mdp.39015046012889	1998.0	Brixton Bwoy: a Novel									Unknown				DKM Snell					1998	Brixton bwoy/Carr, Rocky.
217	Carswell	Donald	uc2.ark:/13960/t6833q26k	1927.0	Brother Scots	%	Nonfiction - other											Literary London	Volume 8, issue 2, A trio of london clubmen, Gordon Booth	Patrick Evans			1920	Brother Scots/Carswell, Donald,
218	Carter	Angela	mdp.39015022014891	1991.0	Wise Children									Britain - England				DKM Snell					1991	Wise children/Carter, Angela,
219	Cartwright	Justin		1990.0	Loot at it This Way									South African				DKM Snell						
220	Cartwright	Justin		1995.0	In Every Face I Meet									South African				DKM Snell						
221	Caudwell	Christopher		1938.0	Studies in a Dying culture	%	Nonfiction - other											Literary London	Volume 7, issue 1, the sound of the suburbs, Simon Goulding	Patrick Evans				
222	Cavell	Avril		1993.0	Two for Joy									Unknown				DKM Snell						
223	Cavell	Avril		1994.0	The Yellow Silk Robe									Unknown				DKM Snell						
224	Challice	Annie Emma	njp.32101063605396	1857.0	The Sister of Charity: or, From Bermondsey to Belgravia									Britain - England				DKM Snell					1857	The Sister of Charity; or, From Bermendsey to Belgravia/Challice, Annie Emma,
225	Challice	Annie Emma		1859.0	The Wife's Temptation: a Tale of Belgravia									Britain - England				DKM Snell						
226	Chaplin	Patrice		1976.0	By Flower and Dean Street									Britain - England				DKM Snell						
227	Chaplin	Patrice		1987.0	Albany Park: a Story of Bohemian Adventure and Obsessive Love									Britain - England				DKM Snell						
228	Chaplin	Patrice		1992.0	Night Fishing: an Urban Tale									Britain - England				DKM Snell						
229	Chapman	Hester	mdp.39015016446000	1965.0	Lucy									Canada				DKM Snell					1965	Lucy/Chapman, Hester W.,
230	Chapman	Jean		1987.0	Savage Legacy									Britain - England				DKM Snell						
231	Chapman	Robin		1993.0	Chistoferus or Tom Kyd's Revenge									Britain - England				DKM Snell						
232	Charles	Paul		1998.0	Fountain of Sorrow									Northern Ireland				DKM Snell						
233	Cheetham	Ann		1987.0	The Pit									Britain - England				DKM Snell	real name: Ann Pilling					
234	Cheserton	G. K.		1904.0	The Napoleon of Notting Hill									Britain - England				DKM Snell						
235	Child	Ted		1964.0	Mount Ararat South West Nine									Unknown				DKM Snell						
236	Christie	Agatha		1929.0	The Seven Dials Mystery	%	Fiction-Novel											Literary London	Volume 5, issue 2, Crossing the Shadow Frontier, Esme Miskimmin	Patrick Evans				
237	Christie	Agatha		1939.0	Murder is Easy	%	Fiction-Novel											Literary London	Volume 5, issue 2, Crossing the Shadow Frontier, Esme Miskimmin	Patrick Evans				
238	Chute	Marcette		1956.0	The Wonderful Winter									America				DKM Snell						
239	Clark	Gideon		1951.0	To Make a World: a Novel									Unknown				DKM Snell						
240	Clark	William	uc1.$b391276	1966.0	Number 10									Unknown				DKM Snell					1967	Number 10;/Clark, William,
241	Clark	Mark		1987.0	Ripper									Unknown				DKM Snell						
242	Clarke	Marcus		1869.0	Long Odds									Britain - England				DKM Snell						
243	Clarkson	Tom		1953.0	The Wounded: a Novel									Unknown				DKM Snell						
244	Cochrane	Ian		1983.0	The Slip Stream									Northern Ireland				DKM Snell						
245	Cody	Liza		1993.0	Bucket Nut									Britain - England				DKM Snell						
246	Cody	Liza		1994.0	Monkey Wrench									Britain - England				DKM Snell						
247	Coe	Jonathan		1990.0	Dwarves of Death									Britain - England				DKM Snell						
248	Coiley	Pam		1990.0	Ned's Big Day									Unknown				DKM Snell						
249	Cole	Harry		1994.0	Queenie									Britain - England				DKM Snell						
250	Collard	Teresa		1991.0	Murder at the Tower									Unknown				DKM Snell						
251	Collins	Norman		1939.0	Love in Our Time									Britain - England				DKM Snell						
252	Collins	Norman	uc1.$b794471	1945.0	London Belong To Me									Britain - England				DKM Snell					1945	London belongs to me/Collins, Norman,
253	Collins	Norman	uc1.b3346495	1951.0	Children of the Archbishop									Britain - England				DKM Snell					1951	Children of the Archbishop/Collins, Norman,
254	Collins	Norman		1959.0	Bond Street Story									Britain - England				DKM Snell						
255	Comyns	Barbara		1950.0	Our Spoons Came From Woolworths									Britain - England				DKM Snell						
256	Comyns	Barbara	mdp.39015008969936	1959.0	The Vet's Daughter									Britain - England				DKM Snell					1981	The vet's daughter/Comyns, Barbara,
257	Comyns	Barbara		1989.0	The House of Dolls									Britain - England				DKM Snell						
258	Connolly	Ray		1980.0	Sunday Kind of Woman									Britain - England				DKM Snell						
259	Conrad	Jospeh		1907.0	The Secret Agent									Poland - Britain				DKM Snell						
260	Cook	Judith		1993.0	The Slicing Edge of Death									Britain - England				DKM Snell						
261	Cook	Judith		1997.0	Death of a Lady's Maid									Britain - England				DKM Snell						
262	Cook	Judith		1998.0	Murder at the Rose									Britain - England				DKM Snell						
263	Cooper	Roderick		1984.0	Chelsea Blues									Britain - England				DKM Snell						
264	Cooper	Natasha		1992.0	Bloody Roses									Britain - England				DKM Snell						
265	Cooper 	William	mdp.39015008932363	1951.0	Scenes from Metropolitan Life									Britain - England				DKM Snell					1982	Scenes from metropolitan life/Cooper, William,
266	Cooper 	William	mdp.39015010487109	1961.0	Scenes from Marries Life									Britain - England				DKM Snell					1961	Scenes from married life/Cooper, William,
267	Corelli 	Marie	iau.31858003919192	1897.0	Jane, a Social Incident									Britain - England				DKM Snell					1897	Jane : a social incident/Corelli, Marie,
268	Cotterell	Geoffrey	uc1.$b87181	1952.0	Westward the Sun									Unknown				DKM Snell					1953	Westward the sun/Cotterell, Geoffrey
269	Courtney	Carol-Ann		1989.0	Morphine and the Dolly Mixtures									Britain - England				DKM Snell						
270	Cowell	Stephanie		1993.0	Nicholas Cooke: Actor, Soldier, Physician, Priest: a Novel									America				DKM Snell						
271	Craddock	Rosemary		1982.0	The Dark City									Britain - England				DKM Snell						
272	Craddock	Rosemary		1983.0	Surgeon's Square									Britain - England				DKM Snell						
273	Crane	Teresa		1982.0	Molly									Unknown				DKM Snell						
274	Crewe	Candida		1988.0	Accomodating Molly									Britain - England				DKM Snell						
275	Crombie	Deborah		1994.0	All Shall Be Well									America				DKM Snell						
276	Crowleigh	Ann		1993.0	Clively Close: Wait for the Dark									Unknown				DKM Snell						
277	Dally	Emma		1995.0	Tomorrow's Past									Britain - England				DKM Snell						
278	Dane 	Clemence	uc1.$b86267	1954.0	The Flower Girls									Britain - England				DKM Snell					1955	The flower girls/Dane, Clemence.
279	Dangerfield	George	mdp.39015034657281	1935.0	The Strange Death of Liberal England	%	Nonfiction - other							Britain - England				Literary London	Volume 2, issue 2, People dined against each other, Lorene Birden	Patrick Evans			1935	The strange death of Liberal England/Dangerfield, George,
280	Daniel	Mark		1988.0	Jack the Ripper									Britain - England				DKM Snell						
281	Danziger	Paula		1994.0	Thames Doesn't Rhyme with James									America				DKM Snell						
282	Dashwood	Sir Francis John Vernon Hereward		1992.0	The Great Lloyd's Robbery									Britain - England				DKM Snell						
283	Dathorne	Oscar R		1963.0	Dumplings in the Soup									Britain - England				DKM Snell						
284	Davidson	Lionel		1978.0	The Chelsa Murders									Britain - England				DKM Snell						
285	Davies	Linda		1994.0	Nest of Vipers									Britain - Scotland				DKM Snell						
286	Davies 	Ray	uc1.32106012548365	1997.0	Waterloo Sunset									Unknown				DKM Snell					2000	Waterloo sunset/Davies, Ray,
287	Dawes	Frank V		1982.0	A Family Album									Unknown				DKM Snell						
288	Dawson	William J	inu.39000003271397	1895.0	London Idylls									Britain - England				DKM Snell					1895	London idylls/Dawson, William James,
289	Dawson	Jennifer		1988.0	The Upstairs People									Britain - England				DKM Snell						
290	Day	Hilary		1982.0	O To Be in London									Unknown				DKM Snell						
291	De Carlo	Elisa		1994.0	Strong Spirits									America				DKM Snell						
292	De Larrabeiti	Michael		1976.0	The Borrobiles									Britain - England				DKM Snell						
293	De Larrabeiti	Michael		1978.0	A Rose Beyond the Thames									Britain - England				DKM Snell						
294	De Larrabeiti	Michael		1980.0	The Bunce									Britain - England				DKM Snell						
295	De Larrabeiti	Michael		1981.0	The Borribles go for Broke									Britain - England				DKM Snell						
296	Deeping	Warwick		1923.0	Apples of Gold									Britain - England				DKM Snell						
297	Delderfield	R. F.		1958.0	The Dreaming Suburb									Britain - England				DKM Snell						
298	Delderfield	R. F.		1958.0	The Avenue Goes to War									Britain - England				DKM Snell						
299	Dennis	Ferdinand		1989.0	The Sleepless Summer									Jamaica - Britain				DKM Snell						
300	Dennis	Ferdinand		1996.0	The Last Blues Dance									Jamaica - Britain				DKM Snell						
301	Dhondy	Farrukh		1976.0	East End at Your Feet									India - Britain				DKM Snell						
302	Dhondy	Farrukh		1978.0	The Siege of Babylon									India - Britain				DKM Snell						
303	Dhondy	Farrukh	mdp.39015017706931	1990.0	Bombay Duck									India - Britain				DKM Snell					1990	Bombay duck/Dhondy, Farrukh,
304	Dickberry	F	dul1.ark:/13960/t7mp5q31m	1904.0	The Storm of London: a Social Rhapsody									France - Scotland				DKM Snell	real name: Fernande Blaze de Bury				1904	The storm of London/Dickberry, F.
305	Dickens	Charles	uiuo.ark:/13960/t8hf13h4d	1836.0	Sketches by Boz									Britain - England				DKM Snell					1800	A tale of two cities ; and Sketches by Boz/Dickens, Charles,
306	Dickens	Charles	hvd.32044090341371	1837.0	The Pickwick Papers									Britain - England				DKM Snell					1861	Pickwick papers/Dickens, Charles,
307	Dickens	Charles	pst.000029568574	1837.0	Oliver Twist									Britain - England				DKM Snell					    	The adventures of Oliver Twist/Dickens, Charles,
308	Dickens	Charles	pst.000029568499	1844.0	Martin Chuzzlewit									Britain - England				DKM Snell					    	The life and adventures of Martin Chuzzlewit/Dickens, Charles,
309	Dickens	Charles	inu.30000005050624	1853.0	Bleak House									Britain - England				DKM Snell					    	Bleak house/Dickens, Charles,
310	Dickens	Charles	pst.000029568598	1856.0	Our Mutual Friend									Britain - England				DKM Snell					    	Our mutual friend/Dickens, Charles,
311	Dickens	Charles	pst.000029568444	1858.0	Little Dorrit									Britain - England				DKM Snell					    	Little Dorrit/Dickens, Charles,
312	Dickens	Monica	uc1.$b242447	1948.0	Joy and Josephine									Britain - England				DKM Snell					1948	Joy and Josephine/Dickens, Monica,
313	Dickens	Monica	uc1.$b100221	1961.0	The Heart of London									Britain - England				DKM Snell					1961	The heart of London/Dickens, Monica,
314	Dilke	Annabel		1989.0	The Party Wall									Britain - England				DKM Snell						
315	Dillon	Patrick		1996.0	Truth									Britain - England				DKM Snell						
316	Dixon	Ella Hepworth	mdp.39015018398431	1894.0	The Story of a Modern Woman									Britain - England				DKM Snell					1894	The story of a modern woman/Dixon, Ella Hepworth.
317	Dobbs	Michael		1989.0	House of Cards									Britain - England				DKM Snell						
318	Doherty	Paul C.		1991.0	The Nightengale Gallery: Being the First of the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
319	Doherty	Paul C.		1992.0	Murder Wars a Cowl									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
320	Doherty	Paul C.		1992.0	The Prince of Darkness									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
321	Doherty	Paul C.		1992.0	The House of the Red Slayer: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
322	Doherty	Paul C.		1993.0	The Anger of God: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
323	Doherty	Berlie		1993.0	Street Child									Britain - England				DKM Snell						
324	Doherty	Paul C.		1994.0	A Tapestry of Murders									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
325	Doherty	Paul C.		1994.0	By Murder's Bright Light: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
326	Doherty	Paul C.		1995.0	The Gallows Murders: Being the Fifth Journal of Sir Roger Shallot Concerning Certain Wicked Murders Perpetrated in the Reign of King Henry VIII									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
327	Doherty	Paul C.		1995.0	The House of Crows: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
328	Doherty	Paul C.		1996.0	The Relic Murders: Being the Sixth Journal of Sir Roger Shallot Concerning Certain Wicked Murders Perpetrated in the Reign of King Henry VIII									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
329	Doherty	Paul C.		1996.0	The Assassin's Riddle: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
330	Doherty	Paul C.		1998.0	The Devil's Domain: the Sorrowful Mysteries of Brother Athelstan									Britain - England				DKM Snell	published under Paul Harding and Michael Clynes					
331	Douglas 	Gavin		1948.0	A Tale of Pimlico									Unknown				DKM Snell						
332	Dowling	Richard		1880.0	Under St. Paul's									Ireland				DKM Snell						
333	Downe	Hugh		1890.0	Innocent Victims: a Story of London Life and Labour									Unknown				DKM Snell						
334	Doyle	Richard		1976.0	Deluge									Guernsey - Britain				DKM Snell						
335	Drabble	Margaret	mdp.39015002178104	1980.0	The Middle Ground									Britain - England				DKM Snell					1980	The middle ground/Drabble, Margaret,
336	Duffy	Maureen	uc1.b5015685	1969.0	Wounds									Britain - England				DKM Snell					1969	Wounds/Duffy, Maureen.
337	Duffy	Maureen	mdp.39015009362602	1975.0	Capital									Britain - England				DKM Snell					1976	Capital/Duffy, Maureen.
338	Duffy	Maureen	mdp.39015001749764	1983.0	Londoners									Britain - England				DKM Snell					1983	Londoners, an elegy/Duffy, Maureen.
339	Duffy	Maureen	mdp.39015016921044	1987.0	Change									Britain - England				DKM Snell					1987	Change/Duffy, Maureen.
340	Dunant	Sarah		1993.0	Fatlands									Britain - England				DKM Snell						
341	Duncan	Ronald		1961.0	Saint Spiv									Zimbabwe - Britain				DKM Snell						
342	Dunn	Nell	mdp.39015010546615	1963.0	Up to Junction									Britain - England				DKM Snell					1966	Up the junction/Dunn, Nell,
343	Dunn	Nell	uc1.$b800758	1967.0	Poor Cow									Britain - England				DKM Snell					1967	Poor cow/Dunn, Nell,
344	Dunn	Nell	mdp.39015031231940	1974.0	Tear his Head off his Shoulders									Britain - England				DKM Snell					1974	Tear his head off his shoulders/Dunn, Nell,
345	Dyer	Geoff		1989.0	The Colour of Memory									Britain - England				DKM Snell						
346	Edelman	Maurice	uc1.b5018822	1962.0	The Minister									Britain - Wales				DKM Snell					1961	The Minister/Edelman, Maurice,
347	Edgeworth	Maria	uc1.31175018440571	1801.0	Belinda									Ireland				DKM Snell					1820	Belinda/Edgeworth, Maria,
348	Edleman	Maurice		1964.0	The Prime Minister's Daughter									Britain - Wales				DKM Snell						
349	Edwards	Annie		1858.0	Philip Earnscliffe, or, the Morals of Mayfair									Britain - England				DKM Snell						
350	Edwards	Nicky	inu.30000037367020	1990.0	Stealing Time									Unknown				DKM Snell					1990	Stealing time/Edwards, Nicky.
351	Egan	Pierce	osu.32435079213039	1821.0	Life in London, or, the Adventures of Tom and Jerry									Britain - England				DKM Snell					1870	Pierce Egan's Finish to the adventures of Tom, Jerry, and Logic, in their pursuits through life in and out of London/Egan, Pierce,
352	Elliott	Janice		1972.0	Private Life									Britain - England				DKM Snell						
353	Elliott	Janice		1975.0	Heaven on Earth									Britain - England				DKM Snell						
354	Ellis	Samuel Marsh		1911.0	William Harrison Ainsworth and his Friends	%	Nonfiction - other							Britain- - England				Literary London	Volume 4, issue 2, Building London Nicola Minott-Ahl	Patrick Evans				
355	Ellis	Alice Thomas	uc1.b4948549	1982.0	The 27th Kingdom									British				DKM Snell	real name: Anna Margaret Haycraft				1982	The 27th Kingdom/Ellis, Alice Thomas.
356	Emecheta	Buchi	mdp.39015019354979	1972.0	In the Ditch									Nigeria				DKM Snell					1972	In the Ditch/Emecheta, Buchi.
357	Emecheta	Buchi		1975.0	Second-Class Citizen									Nigeria				DKM Snell						
358	Emecheta	Buchi		1980.0	Nowere to Play									Nigeria				DKM Snell						
359	Emecheta	Buchi		1994.0	Kehinde									Nigeria				DKM Snell						
360	Ervine	John St. John	mdp.39015059418312	1915.0	Alice and a Family: a Story of South London									Northern Ireland				DKM Snell					1915	Alice and a family/Ervine, St. John G. (St. John Greer),
361	Evans	Benjamin Ifor		1949.0	The Church in the Markets									Britain - England				DKM Snell						
362	Evans	Julian		1983.0	London Tales									Unknown				DKM Snell						
363	Evans	Pamela		1990.0	Maggie of Moss Street									Britain - England				DKM Snell						
364	Falconer	Helen	uc1.32106015739649	1998.0	Primrose Hill									Britain - England				DKM Snell					2001	Primrose Hill/Falconer, Helen
365	Fall	Marcus		1880.0	London Town									Britain - England				DKM Snell	Real name : Richard Dowling					
366	Farber	Norma		1978.0	Three Wanderers from Wapping									America				DKM Snell						
367	Farjeon	B. L.	uc1.a0001192707	1872.0	London's Heart									Britain - England				DKM Snell					1873	London's heart /by B.L. Farjeon/Farjeon, B. L. (Benjamin Leopold),
368	Farjeon	B. L.	uiuo.ark:/13960/t59c79p60	1876.0	The Duchess of Rosemary Lane									Britain - England				DKM Snell					1876	The Duchess of Rosemary Lane/Farjeon, B. L. (Benjamin Leopold),
369	Farjeon	B. L.		1879.0	The Bells of Penraven									Britain - England				DKM Snell						
370	Farnol	Jeffrey		1932.0	Voices from the Dust: Being Romances of Old London									Britain - England				DKM Snell						
371	Feinstein	Elaine	mdp.39015015335774	1989.0	All You Need									Britain - England				DKM Snell					1989	All you need/Feinstein, Elaine,
372	Ferrand	Georgina		1974.0	The Thinkening Light									Unknown				DKM Snell	Real name: Brenda Castle					
373	Fidler	Kathleen		1953.0	Tales of London									Britain - England				DKM Snell						
374	Fielding	Ann Mary		1945.0	The Mayfair Squatters									Unknown				DKM Snell						
375	Fielding	Helen		1997.0	Bridget Jones's Diary									Britain - England				DKM Snell						
376	Finney	Patricia	mdp.39015022236049	1992.0	Firedrake's Eye									Britain - England				DKM Snell					1992	Firedrake's eye/Finney, Patricia,
377	Finney	Patricia		1998.0	Unicorn's Blood									Britain - England				DKM Snell						
378	Firbank	Ronald	mdp.39015030738069	1915.0	Vainglory									Britain - England				DKM Snell					1925	Vainglory/Firbank, Ronald,
379	Firbank	Ronald	uc1.$b794738	1917.0	Caprice									Britain - England				DKM Snell					1917	Caprice/Firbank, Ronald,
380	Fisher	Carrie	uc1.32106015791764	1987.0	Postcards from the Edge									American				DKM Snell	Really? isn't this set in Hollywood?				1987	Postcards from the edge/Fisher, Carrie.
381	Fitzgerald	Penelope		1979.0	Offshore									Britain - England				DKM Snell						
382	Fleming	Gordon H		1989.0	Victorian 'Sex Goddess'									America				DKM Snell						
383	Fleming 	Joan		1970.0	Young Man, I Think You're Dying									Britain - England				DKM Snell						
384	Fletcher	J. S.	coo1.ark:/13960/t3zs39f8s	1919.0	The Middle Temple Murder									Britain - England				DKM Snell					1919	The Middle temple murder/Fletcher, J. S. (Joseph Smith),
