	author	volumes	weight	pub_date_avg	books	wordcount	ethnicity	corpus
2183	Janson, Gustaf,	1.0	1.0	1903.0	1	160323		Hathi
2184	Jaques, E. T.	1.0	1.0	1910.0	1	144646		Hathi
2185	Jatakas.	1.0	1.0	1897.0	1	30756		Hathi
2186	Jaxa-Ronikier, Bogdan.	1.0	1.0	1935.0	1	138963		Hathi
2187	Jay, Harriett.	1.0	1.0	1883.0	1	39762		Hathi
2189	Jeanne,	1.0	1.0	1899.0	1	73493		Hathi
2191	Jeffery, Walter,	1.0	1.0	1903.0	1	66142		Hathi
2192	Jeffries, Richard,	1.0	1.0	1880.0	1	50474		Hathi
2193	Jegerlehner, Johannes,	1.0	1.0	1926.0	1	56158		Hathi
2194	Jelf, Ernest Arthur,	1.0	1.0	1896.0	1	115171		Hathi
2195	Jelf, Wilfrid,	1.0	1.0	1935.0	1	39704		Hathi
2196	Jellinek, Oskar,	1.0	1.0	1933.0	1	43656		Hathi
2163	Jacobsen, Ernst Ludwig Harthern,	1.0	1.0	1933.0	1	84359		Hathi
2159	Jacob, Violet.	1.0	1.0	1922.0	1	74582		Hathi
2157	Jacob, P. L.,	1.0	1.0	1899.0	1	131276		Hathi
2156	Jackson, Wilfrid Scarborough.	1.0	1.0	1903.0	1	60215		Hathi
2120	Hynam, F. Ethel.	1.0	1.0	1899.0	1	24101		Hathi
2121	Hyne, C. J. Cutcliffe,	1.0	1.0	1904.0	1	79532		Hathi
2123	Hálek, Vítězslav,	1.0	1.0	1886.0	1	110799		Hathi
2124	Hémon, Louis,	1.0	1.0	1922.0	1	53981		Hathi
2125	I. R.	1.0	1.0	1887.0	1	36657		Hathi
2126	Ibn Ṭufayl, Muḥammad ibn ʻAbd al-Malik,	1.0	1.0	1929.0	1	44358		Hathi
2128	Iddesleigh, Walter Stafford Northcote,	1.0	1.0	1902.0	1	85623		Hathi
2130	Im, Pang,	1.0	1.0	1913.0	1	55672		Hathi
2131	Ince, Richard Basil,	1.0	1.0	1939.0	1	102789		Hathi
2132	Inchbald,	1.0	1.0	1893.0	1	58983		Hathi
2133	Inchbald, Mrs.,	1.0	1.0	1924.0	1	163553		Hathi
2136	Inman, Herbert Escott.	1.0	1.0	1902.0	1	169145		Hathi
2137	Innes, Michael,	1.0	1.0	1940.0	1	69190		Hathi
2138	Ireland, Annie Elizabeth Nicholson,	1.0	1.0	1891.0	1	139764		Hathi
2139	Irish, William.	1.0	1.0	1940.0	1	90167		Hathi
2142	Irvine, Leigh Hadley,	1.0	1.0	1901.0	1	54857		Hathi
2143	Irving, W.	1.0	1.0	1908.0	1	19036		Hathi
2145	Irwin, E. W. (Edward Way).	1.0	1.0	1933.0	1	108731		Hathi
2146	Irwin, Guy.	1.0	1.0	1920.0	1	104705		Hathi
2147	Isaacs, Abram S.	1.0	1.0	1893.0	1	40978		Hathi
2149	Ishikawa, Masamochi,	1.0	1.0	1912.0	1	63137		Hathi
2150	Israëls, Jozef,	1.0	1.0	1900.0	1	63487		Hathi
2152	Ivanov, Vsevolod Vi͡acheslavovich,	1.0	1.0	1936.0	1	93667		Hathi
2153	I︠U︡gov, Alekseĭ.	1.0	1.0	1940.0	1	167767		Hathi
2155	Jackson, Murray Cosby.	1.0	1.0	1913.0	1	76058		Hathi
2197	Jenkins, Herbert George,	1.0	1.0	1917.0	1	81321		Hathi
2198	Jenkyns, Catherine Carolyn.	1.0	1.0	1892.0	1	113323		Hathi
2199	Jenner, Henry,	1.0	1.0	1882.0	1	53804		Hathi
1	"""Wings"","	1.0	1.0	1918.0	1	27317		Hathi
2245	Jordan, Philip Furneaux,	1.0	1.0	1940.0	1	116049		Hathi
2248	Joyce, P. W.	1.0	1.0	1894.0	1	143420		Hathi
2250	Judith, Jule Bernat,	1.0	1.0	1912.0	1	84193		Hathi
2253	Kaisenberg, Moritz Leopold Ludolf von,	1.0	1.0	1900.0	1	99302		Hathi
2254	Kallas, Aino Krohn,	1.0	1.0	1924.0	1	58498		Hathi
2255	Kallinikov, Iosif Federovich,	1.0	1.0	1930.0	1	429686		Hathi
2256	Kamyshansky, Boris.	1.0	1.0	1934.0	1	97212		Hathi
2257	Kane, James Johnson,	1.0	1.0	1894.0	1	183489		Hathi
2258	Kataev, Valentin,	1.0	1.0	1930.0	1	58343		Hathi
2259	Katherine,	1.0	1.0	1900.0	1	65157		Hathi
2260	Kauffman, Reginald Wright,	1.0	1.0	1916.0	1	151334		Hathi
2264	Keane, John F.	1.0	1.0	1881.0	1	44430		Hathi
2265	Keane, John F.(John Fryer),	1.0	1.0	1881.0	1	44510		Hathi
2267	Kearton, Richard,	1.0	1.0	1923.0	1	33531		Hathi
2268	Keary, A.	1.0	1.0	1907.0	1	42734		Hathi
2271	Keary, Eliza.	1.0	1.0	1882.0	1	92237		Hathi
2272	Keats, Gwendoline.	1.0	1.0	1901.0	1	79681		Hathi
2273	Keith Fraser, Aylmer.	1.0	1.0	1913.0	1	68141		Hathi
2274	Keith, Eric A.	1.0	1.0	1918.0	1	75987		Hathi
2276	Keller, Gottfried,	1.0	1.0	1911.0	1	34425		Hathi
2277	Kellermann, Bernhard,	1.0	1.0	1936.0	1	110589		Hathi
2278	Kellett, E. E.	1.0	1.0	1900.0	1	81500		Hathi
2280	Kelly, M. Harding.	1.0	1.0	1914.0	1	63327		Hathi
2281	Kelly, Margaret Duncan.	1.0	1.0	1906.0	1	23251		Hathi
2282	Kelly, Myra,	1.0	1.0	1910.0	1	45959		Hathi
2244	Jones, William Tudor,	1.0	1.0	1926.0	1	46821		Hathi
2242	Jones, W. Braunston.	1.0	1.0	1902.0	1	158993		Hathi
2200	Jenner, Katharine Lee Rawlings.	1.0	1.0	1886.0	1	56089		Hathi
2241	Jones, Rufus M.	1.0	1.0	1911.0	1	25638		Hathi
2201	Jennings, Al,	1.0	1.0	1922.0	1	92014		Hathi
2202	Jensen, Johannes V.	1.0	1.0	1922.0	1	110707		Hathi
2203	Jensen, Wilhelm,	1.0	1.0	1895.0	1	126325		Hathi
2204	Jephson, A. J. Mounteney	1.0	1.0	1893.0	1	42014		Hathi
2211	Jersey, Margaret Elizabeth Leigh Child-Villiers,	1.0	1.0	1894.0	1	43130		Hathi
2215	Jewett, Sarah Orne,	1.0	1.0	1933.0	1	74256		Hathi
2217	Joad, C. E. M.	1.0	1.0	1922.0	1	83496		Hathi
2218	Jocelyn, Robert,	1.0	1.0	1893.0	1	39330		Hathi
2219	Johnson, George Lindsay,	1.0	1.0	1916.0	1	144634		Hathi
2220	Johnson, Joseph,	1.0	1.0	1880.0	1	29175		Hathi
2221	Johnson, Pamela Hansford,	1.0	1.0	1940.0	1	127816		Hathi
2224	Johnston, Harry Hamilton,	1.0	1.0	1889.0	1	41335		Hathi
2225	Johnston, John.	1.0	1.0	1898.0	1	20865		Hathi
2226	Johnston, Marjorie Scott.	1.0	1.0	1938.0	1	93494		Hathi
2228	Johnston, Myrtle,	1.0	1.0	1932.0	1	130118		Hathi
2229	Johnstone, Charles,	1.0	1.0	1907.0	1	338833		Hathi
2230	Johnstone, David Lawson.	1.0	1.0	1894.0	1	109385		Hathi
2232	Jones, Cecelia Anne.	1.0	1.0	1897.0	1	56407		Hathi
2233	Jones, Cecilia Anne.	1.0	1.0	1882.0	1	37761		Hathi
2234	Jones, Charlotte Rosalys.	1.0	1.0	1894.0	1	15011		Hathi
2235	Jones, Doris Egerton.	1.0	1.0	1916.0	1	125022		Hathi
2236	Jones, Elizabeth Orton,	1.0	1.0	1937.0	1	14788		Hathi
2238	Jones, Henry,	1.0	1.0	1922.0	1	50553		Hathi
2239	Jones, Lewis,	1.0	1.0	1939.0	1	150389		Hathi
2240	Jones, P.	1.0	1.0	1895.0	1	186852		Hathi
2119	Hyde, Stacey W.	1.0	1.0	1924.0	1	47312		Hathi
2116	Hyatt, Ernest.	1.0	1.0	1935.0	1	93619		Hathi
2284	Kelman, Janet Harvey	1.0	1.0	1906.0	1	22718		Hathi
2018	Holt-White, William Edward Bradden,	1.0	1.0	1910.0	1	106912		Hathi
2004	Holley, Marietta,	1.0	1.0	1887.0	1	101091		Hathi
2005	Hollingshead, John.	1.0	1.0	1900.0	1	88776		Hathi
2007	Hollway-Calthrop, H. C.	1.0	1.0	1882.0	1	144904		Hathi
2009	Holmes, Clara H.	1.0	1.0	1898.0	1	75204		Hathi
2010	Holmes, F. M.	1.0	1.0	1880.0	1	41003		Hathi
2011	Holmes, John Henry.	1.0	1.0	1926.0	1	118230		Hathi
2012	Holmes, Oliver Wendell,	1.0	1.0	1890.0	1	338637		Hathi
2013	Holmes, Thomas,	1.0	1.0	1900.0	1	104547		Hathi
2014	Holnut, W. S.	1.0	1.0	1895.0	1	41688		Hathi
2015	Holt, Emily Sarah,	1.0	1.0	1893.0	1	111224		Hathi
2016	Holt, Henry,	1.0	1.0	1892.0	1	113736		Hathi
2017	Holt, William,	1.0	1.0	1935.0	1	33376		Hathi
2020	Holyoake, George Jacob,	1.0	1.0	1900.0	1	136051		Hathi
2114	Hutton, Samuel King,	1.0	1.0	1919.0	1	52655		Hathi
2024	Hood, Alexander Nelson,	1.0	1.0	1906.0	1	83004		Hathi
2026	Hood, Tom,	1.0	1.0	1883.0	1	192951		Hathi
2027	Hookham, Albert E.	1.0	1.0	1912.0	1	121887		Hathi
2028	Hooley, Ernest Terah.	1.0	1.0	1897.0	1	61545		Hathi
2030	Hope, Edward,	1.0	1.0	1937.0	1	73855		Hathi
2031	Hope, Essex.	1.0	1.0	1912.0	1	96328		Hathi
2032	Hopford, Wim.	1.0	1.0	1919.0	1	32617		Hathi
2033	Hopkins, Francis Powell.	1.0	1.0	1893.0	1	48411		Hathi
2034	Hopkins, Gerard,	1.0	1.0	1929.0	1	86783		Hathi
2036	Hornby, Emily.	1.0	1.0	1907.0	1	119452		Hathi
2037	Horne, R. H.	1.0	1.0	1883.0	1	32532		Hathi
2040	Horsley, Reginald	1.0	1.0	1896.0	1	97546		Hathi
2003	Holland, W. A.	1.0	1.0	1898.0	1	56081		Hathi
2002	Holland, Frederic May,	1.0	1.0	1882.0	1	79006		Hathi
2001	Holland, Clive,	1.0	1.0	1911.0	1	97669		Hathi
1998	Holdenby, Christopher	1.0	1.0	1913.0	1	71747		Hathi
1961	Hillam, S. A.	1.0	1.0	1888.0	1	34129		Hathi
1962	Hilliers, Ashton.	1.0	1.0	1910.0	1	55945		Hathi
1963	Hills, John Waller,	1.0	1.0	1922.0	1	50505		Hathi
1964	Hilton, Harold H.	1.0	1.0	1907.0	1	52530		Hathi
1966	Hilzinger, John George.	1.0	1.0	1899.0	1	73198		Hathi
1968	Hindus, Maurice Gerschon,	1.0	1.0	1939.0	1	168571		Hathi
1971	Hino, Ashihei,	1.0	1.0	1940.0	1	196308		Hathi
1974	Hives, Frank.	1.0	1.0	1930.0	1	81508		Hathi
1975	Hoare, E. N.	1.0	1.0	1882.0	1	33720		Hathi
1976	Hoare, Edward N.	1.0	1.0	1887.0	1	58435		Hathi
1977	Hobart, Alice Tisdale,	1.0	1.0	1928.0	1	57412		Hathi
1980	Hobson, Coralie,	1.0	1.0	1919.0	1	68738		Hathi
1981	Hockin, Olive.	1.0	1.0	1918.0	1	62697		Hathi
1983	Hocking, Salome.	1.0	1.0	1905.0	1	66834		Hathi
1985	Hockley, W. B.	1.0	1.0	1891.0	1	181840		Hathi
1986	Hockley, William Browne,	1.0	1.0	1883.0	1	203666		Hathi
1987	Hodder, Edwin,	1.0	1.0	1880.0	1	56045		Hathi
1988	Hodgetts, E. A. Brayley	1.0	1.0	1897.0	1	77396		Hathi
1989	Hodgetts, Edith M. S.	1.0	1.0	1890.0	1	98398		Hathi
1990	Hodgetts, J. Frederick.	1.0	1.0	1888.0	1	108093		Hathi
1991	Hodgkin, L. V.	1.0	1.0	1918.0	1	162202		Hathi
1993	Hoffmann, E. T. A.	1.0	1.0	1892.0	1	252267		Hathi
1994	Hofland,	1.0	1.0	1894.0	1	42772		Hathi
1996	Hogner, Dorothy Childs.	1.0	1.0	1939.0	1	18101		Hathi
1997	Hohler, Venetia.	1.0	1.0	1898.0	1	51321		Hathi
2041	Horsley, Terence	1.0	1.0	1931.0	1	70523		Hathi
2042	Hort, Alfred,	1.0	1.0	1887.0	1	48104		Hathi
2043	Hort, Dora,	1.0	1.0	1891.0	1	97835		Hathi
2081	Hulbert, William Davenport,	1.0	1.0	1903.0	1	60315		Hathi
2083	Hull, Eleanor,	1.0	1.0	1930.0	1	93780		Hathi
2084	Hullah, Mary E.	1.0	1.0	1888.0	1	58656		Hathi
2085	Hume, Cyril,	1.0	1.0	1924.0	1	126944		Hathi
2087	Hume, Martin Andrew Sharp,	1.0	1.0	1910.0	1	47857		Hathi
2088	Humphrey, Frank Pope.	1.0	1.0	1892.0	1	61794		Hathi
2089	Humphry,	1.0	1.0	1901.0	1	34484		Hathi
2090	Huneker, James,	1.0	1.0	1902.0	1	95903		Hathi
2091	Hunt, Bampton.	1.0	1.0	1912.0	1	28940		Hathi
2094	Hunter, C. B.	1.0	1.0	1907.0	1	58305		Hathi
2095	Hunter, Charles.	1.0	1.0	1905.0	1	57693		Hathi
2096	Hunter, P. Hay	1.0	1.0	1884.0	1	79027		Hathi
2097	Hunter, William Wilson,	1.0	1.0	1895.0	1	28998		Hathi
2098	Huntingdon, Francis John Clarence Westenra Plantagenet Hastings, 15th earl of,	1.0	1.0	1928.0	1	23902		Hathi
2099	Huntly, Hope.	1.0	1.0	1910.0	1	66078		Hathi
2102	Hutcheson, John C.	1.0	1.0	1880.0	1	45215		Hathi
2103	Hutchinson, A. S. M. (Arthur Stuart-Menteth),	1.0	1.0	1925.0	1	145144		Hathi
2105	Hutchinson, Horatio Gordon.	1.0	1.0	1888.0	1	20648		Hathi
2106	Hutchinson, Vere.	1.0	1.0	1925.0	1	96398		Hathi
2107	Hutchinson, W. M. L. (Winifred Margaret Lambart),	1.0	1.0	1914.0	1	71943		Hathi
2108	Hutchinson, Winifred Margaret Lambart,	1.0	1.0	1912.0	1	62337		Hathi
2109	Hutchison, William G.,	1.0	1.0	1898.0	1	47569		Hathi
2110	Huth, Alfred Henry,	1.0	1.0	1894.0	1	68893		Hathi
2111	Hutten zum Stolzenberg, Betsey Riddle,	1.0	1.0	1906.0	1	103069		Hathi
2112	Hutten, Bettina Hutten,	1.0	1.0	1906.0	1	102252		Hathi
2113	Hutton, Edward.	1.0	1.0	1901.0	1	143989		Hathi
2082	Hull, E. M. (Edith Maude)	1.0	1.0	1939.0	1	131391		Hathi
2080	Huidobro, Vicente,	1.0	1.0	1931.0	1	106499		Hathi
2044	Horton, George,	1.0	1.0	1906.0	1	85939		Hathi
2079	Huguenin, Adèle.	1.0	1.0	1891.0	1	67481		Hathi
2045	Horton, Samuel.	1.0	1.0	1921.0	1	79580		Hathi
2047	Houghton, Louise Seymour,	1.0	1.0	1906.0	1	63223		Hathi
2048	Houghton, Mary	1.0	1.0	1915.0	1	59580		Hathi
2049	Houlding, John Richard.	1.0	1.0	1885.0	1	122217		Hathi
2050	Houlson, Jane Harvey.	1.0	1.0	1934.0	1	92289		Hathi
2051	Hoult, Norah.	1.0	1.0	1928.0	1	69744		Hathi
2052	Household, Geoffrey,	1.0	1.0	1939.0	1	67874		Hathi
2055	Houstoun,	1.0	1.0	1891.0	1	83101		Hathi
2056	Howard, Blanche Willis,	1.0	1.0	1899.0	1	83817		Hathi
2057	Howard, Frederick James,	1.0	1.0	1930.0	1	117924		Hathi
2058	Howard, Keble,	1.0	1.0	1908.0	1	88696		Hathi
2059	Howard, Mabel,	1.0	1.0	1899.0	1	79214		Hathi
2060	Howard, Sidney.	1.0	1.0	1898.0	1	54797		Hathi
2061	Howe, Sonia Elizabeth,	1.0	1.0	1917.0	1	79646		Hathi
2062	Howell, Whitfield, G.	1.0	1.0	1899.0	1	104999		Hathi
2063	Howells, William Dean,	1.0	1.0	1906.0	1	68229		Hathi
2064	Howes, Edith.	1.0	1.0	1913.0	1	39323		Hathi
2065	Hoyt, Merrydelle.	1.0	1.0	1914.0	1	35478		Hathi
2066	Hrussoczy, Marie,	1.0	1.0	1893.0	1	16464		Hathi
2067	Hubbard, Mina.	1.0	1.0	1908.0	1	103983		Hathi
2068	Hubbard, Wilfranc.	1.0	1.0	1925.0	1	78597		Hathi
2069	Huddleston, George,	1.0	1.0	1932.0	1	67413		Hathi
2073	Hudson, William Henry,	1.0	1.0	1902.0	1	96235		Hathi
2074	Hueffer, Oliver Madox,	1.0	1.0	1931.0	1	75383		Hathi
2075	Hughes, M. V. (Mary Vivian),	1.0	1.0	1937.0	1	88781		Hathi
2283	Kelly, Tom,	1.0	1.0	1882.0	1	42148		Hathi
2285	Kendall, May Emma Goldworth,	1.0	1.0	1885.0	1	36626		Hathi
1305	Etienne.	1.0	1.0	1919.0	1	35953		Hathi
2522	Littlefair, Mary.	1.0	1.0	1915.0	1	29225		Hathi
2505	Lie, J. L. I.	1.0	1.0	1892.0	1	80323		Hathi
2507	Lilburn, Adam.	1.0	1.0	1908.0	1	66557		Hathi
2508	Lillie, Arthur,	1.0	1.0	1890.0	1	41319		Hathi
2509	Lilly, William Samuel,	1.0	1.0	1900.0	1	128257		Hathi
2510	Lincoln, Joseph Crosby,	1.0	1.0	1921.0	1	167297		Hathi
2511	Lindsay,	1.0	1.0	1891.0	1	43962		Hathi
2512	Lindsay, Mayne.	1.0	1.0	1907.0	1	52709		Hathi
2515	Linnankoski, Johannes,	1.0	1.0	1920.0	1	81438		Hathi
2517	Lintier, Paul,	1.0	1.0	1917.0	1	74051		Hathi
2519	Lipscomb, W. P.	1.0	1.0	1920.0	1	37237		Hathi
2520	Lipsett, H. Caldwell.	1.0	1.0	1896.0	1	75839		Hathi
2521	Little, Frances Delanoy.	1.0	1.0	1914.0	1	61564		Hathi
2523	Littlejohn, Harvey,	1.0	1.0	1925.0	1	32333		Hathi
2458	Lefroy, Edward Cracroft,	1.0	1.0	1897.0	1	53837		Hathi
2524	Livingston, St. Clair.	1.0	1.0	1916.0	1	43671		Hathi
2526	Lloyd, J. H.	1.0	1.0	1927.0	1	114812		Hathi
2527	Lloyd, Jessie Sale,	1.0	1.0	1887.0	1	40402		Hathi
2528	Lloyd, John Uri,	1.0	1.0	1900.0	1	142291		Hathi
2529	Loane, A. E.	1.0	1.0	1912.0	1	89935		Hathi
2530	Loane, M.	1.0	1.0	1908.0	1	101510		Hathi
2531	Loch, Joice NanKivell,	1.0	1.0	1924.0	1	75725		Hathi
2532	Loch, Sydney.	1.0	1.0	1925.0	1	104235		Hathi
2534	Lockhart, John Gilbert,	1.0	1.0	1924.0	1	85259		Hathi
2535	Lockwood, Frank,	1.0	1.0	1894.0	1	20090		Hathi
2537	Loeb, Sophie Irene,	1.0	1.0	1919.0	1	27770		Hathi
2538	Loliée, Frédéric,	1.0	1.0	1907.0	1	151239		Hathi
2504	Lidin, Vladimir Germanovich,	1.0	1.0	1931.0	1	118436		Hathi
2503	Libedinskiĭ, I︠U︡. (I︠U︡riĭ),	1.0	1.0	1923.0	1	48009		Hathi
2501	Lhotzky, Heinrich,	1.0	1.0	1924.0	1	49762		Hathi
2500	Leys, John K.	1.0	1.0	1888.0	1	49432		Hathi
2462	Legouvé, Ernest,	1.0	1.0	1893.0	1	99598		Hathi
2463	Lehmann, John,	1.0	1.0	1938.0	1	60630		Hathi
2466	Leigh, Alfred.	1.0	1.0	1882.0	1	59381		Hathi
2467	Leigh, James.	1.0	1.0	1931.0	1	68876		Hathi
2471	Lemon, Mark,	1.0	1.0	1903.0	1	13530		Hathi
2472	Lemonnier, Camille,	1.0	1.0	1911.0	1	29574		Hathi
2473	Lemore, Clara,	1.0	1.0	1895.0	1	47498		Hathi
2474	Leney, I. H.	1.0	1.0	1890.0	1	40923		Hathi
2477	Lermontov, Mikhail I͡Urʹevich,	1.0	1.0	1912.0	1	77296		Hathi
2478	Leskov, N. S. 	1.0	1.0	1924.0	1	160142		Hathi
2479	Leslie, Frank,	1.0	1.0	1889.0	1	81596		Hathi
2481	Lester, Emma Service.	1.0	1.0	1915.0	1	78100		Hathi
2482	Lester, Henry F. W.	1.0	1.0	1910.0	1	57074		Hathi
2483	Lester, Muriel,	1.0	1.0	1931.0	1	39951		Hathi
2484	Lethbridge, Mabel.	1.0	1.0	1934.0	1	73157		Hathi
2485	Lethbridge, Marjorie Colt (Byrne)	1.0	1.0	1916.0	1	34967		Hathi
2486	Letts, E. F.	1.0	1.0	1903.0	1	111934		Hathi
2489	Levy, Amy,	1.0	1.0	1888.0	1	59044		Hathi
2490	Lewis, D. B. Wyndham (Dominic Bevan Wyndham),	1.0	1.0	1936.0	1	134113		Hathi
2491	Lewis, Eiluned.	1.0	1.0	1934.0	1	57736		Hathi
2493	Lewis, M. G.	1.0	1.0	1913.0	1	57539		Hathi
2495	Lewis, Sinclair,	1.0	1.0	1936.0	1	103215		Hathi
2497	Lewisohn, Ludwig,	1.0	1.0	1927.0	1	101648		Hathi
2498	Ley, Beatrice.	1.0	1.0	1886.0	1	50107		Hathi
2499	Leyland, Francis A.	1.0	1.0	1886.0	1	66775		Hathi
2539	Lombard, Louis,	1.0	1.0	1898.0	1	47838		Hathi
2540	Lombardini, S. H.	1.0	1.0	1913.0	1	68014		Hathi
2542	Long, Alice Mattie,	1.0	1.0	1906.0	1	25963		Hathi
2580	Lyle, Marius,	1.0	1.0	1926.0	1	88859		Hathi
2583	Lynch, Bohun,	1.0	1.0	1919.0	1	62667		Hathi
2584	Lynch, Edward Melville.	1.0	1.0	1896.0	1	64514		Hathi
2586	Lynd, Sylvia Dryhurst,	1.0	1.0	1915.0	1	95364		Hathi
2587	Lyon, Julia Hart.	1.0	1.0	1937.0	1	120628		Hathi
2589	Lyrienne, Richard de,	1.0	1.0	1897.0	1	58273		Hathi
2591	Lyster, Annette.	1.0	1.0	1883.0	1	85612		Hathi
2592	Lytton, Constance,	1.0	1.0	1914.0	1	113201		Hathi
2594	Lytton, Edward Robert Bulwer Lytton,	1.0	1.0	1885.0	1	71599		Hathi
2595	Lyulph,	1.0	1.0	1899.0	1	30306		Hathi
2596	Léonard	1.0	1.0	1912.0	1	75745		Hathi
2597	M. de (Bernard Le Bovier), Fontenelle,	1.0	1.0	1929.0	1	36340		Hathi
2599	MacAlpine, Avery.	1.0	1.0	1886.0	1	43371		Hathi
2600	MacBride, MacKenzie.	1.0	1.0	1908.0	1	56372		Hathi
2601	MacCall, Seamus.	1.0	1.0	1935.0	1	92126		Hathi
2602	MacCarthy, Desmond,	1.0	1.0	1918.0	1	44926		Hathi
2603	MacColla, Fionn.	1.0	1.0	1932.0	1	99044		Hathi
2604	MacDermott, W. R.	1.0	1.0	1902.0	1	104206		Hathi
2606	MacDonald, James Middleton.	1.0	1.0	1896.0	1	37274		Hathi
2607	MacDonald, Philip.	1.0	1.0	1933.0	1	90509		Hathi
2608	MacDonald, Ronald,	1.0	1.0	1907.0	1	179376		Hathi
2609	MacEwen, Constance.	1.0	1.0	1883.0	1	43085		Hathi
2610	MacGill, Margaret Gibbons.	1.0	1.0	1922.0	1	84874		Hathi
2612	MacGregor, Barrington.	1.0	1.0	1897.0	1	46182		Hathi
2613	MacHarg, William Briggs,	1.0	1.0	1916.0	1	117436		Hathi
2614	MacIlwaine, Herbert C.	1.0	1.0	1907.0	1	35284		Hathi
2581	Lyly, John,	1.0	1.0	1928.0	1	191254		Hathi
2578	Lyall, Archibald,	1.0	1.0	1933.0	1	78464		Hathi
2543	Longfellow, Henry Wadsworth,	1.0	1.0	1887.0	1	135446		Hathi
2577	Lunn, Arnold,	1.0	1.0	1914.0	1	105219		Hathi
2544	Longman, V. I.	1.0	1.0	1913.0	1	107495		Hathi
2546	Lonsdale, Margaret.	1.0	1.0	1880.0	1	72422		Hathi
2547	Loomis, Laura Hibbard,	1.0	1.0	1911.0	1	35009		Hathi
2548	Lorenzini, Paolo	1.0	1.0	1919.0	1	45562		Hathi
2549	Lorey, Eustache de.	1.0	1.0	1910.0	1	105504		Hathi
2552	Louvet de Couvray, Jean-Baptiste,	1.0	1.0	1898.0	1	103251		Hathi
2553	Louÿs, Pierre,	1.0	1.0	1908.0	1	39215		Hathi
2555	Lowerison, Harry.	1.0	1.0	1906.0	1	59677		Hathi
2556	Lowis, C. C.	1.0	1.0	1920.0	1	110792		Hathi
2557	Lowis, Cecil Champain,	1.0	1.0	1913.0	1	110556		Hathi
2558	Lowis, Cecil Champain.	1.0	1.0	1926.0	1	107449		Hathi
2560	Lowry, H. D.	1.0	1.0	1898.0	1	45464		Hathi
2561	Lowry, Henry Dawson,	1.0	1.0	1896.0	1	30507		Hathi
2562	Lowry, Henry Dawson.	1.0	1.0	1895.0	1	53512		Hathi
2563	Lowther, Anthony William George.	1.0	1.0	1935.0	1	15696		Hathi
2564	Lubbock, Basil,	1.0	1.0	1906.0	1	110103		Hathi
2565	Lubbock, John,	1.0	1.0	1897.0	1	81960		Hathi
2567	Lucas, Barbara,	1.0	1.0	1936.0	1	98465		Hathi
2570	Lucas, E.V.	1.0	1.0	1910.0	1	20438		Hathi
2571	Lucas, F. L. (Frank Laurence),	1.0	1.0	1937.0	1	142458		Hathi
2572	Lucas, Reginald Jaffray,	1.0	1.0	1894.0	1	55181		Hathi
2573	Luce, Morton,	1.0	1.0	1897.0	1	168379		Hathi
2574	Lucian,	1.0	1.0	1891.0	1	23895		Hathi
2575	Lukash, Ivan,	1.0	1.0	1930.0	1	118873		Hathi
2576	Lumley, Henry.	1.0	1.0	1897.0	1	30284		Hathi
2461	Legge, Arthur Edward John,	1.0	1.0	1912.0	1	119561		Hathi
2457	Leffler, Anne Charlotte,	1.0	1.0	1895.0	1	113703		Hathi
2286	Kennard, Coleridge, Sir, bart.,	1.0	1.0	1924.0	1	58152		Hathi
2347	Konovalov, S. (Serge),	1.0	1.0	1932.0	1	108507		Hathi
2334	Knight, F. A.	1.0	1.0	1911.0	1	87798		Hathi
2335	Knight, H. B. Finlay.	1.0	1.0	1893.0	1	67941		Hathi
2336	Knight.	1.0	1.0	1910.0	1	77921		Hathi
2337	Knister, Raymond.	1.0	1.0	1929.0	1	54738		Hathi
2338	Knocker, Gratiana Longworth.	1.0	1.0	1896.0	1	39631		Hathi
2339	Knowles, George Hogan.	1.0	1.0	1932.0	1	109889		Hathi
2340	Knowles, James Hinton.	1.0	1.0	1888.0	1	214994		Hathi
2341	Knowles, Joseph,	1.0	1.0	1914.0	1	70707		Hathi
2342	Knowles-Foster, Frances G.	1.0	1.0	1912.0	1	94141		Hathi
2343	Knox, E. V. (Edmund Valpy),	1.0	1.0	1923.0	1	32767		Hathi
2344	Knox, Isa Craig,	1.0	1.0	1889.0	1	40264		Hathi
2346	Kolson, Hugh.	1.0	1.0	1896.0	1	82543		Hathi
2348	Korolenko, Vladimir Galaktionovich,	1.0	1.0	1916.0	1	83488		Hathi
2453	Lee, R.,	1.0	1.0	1887.0	1	132896		Hathi
2349	Kossak, Zofia,	1.0	1.0	1927.0	1	112344		Hathi
2350	Kovalevskai︠a︡, S. V.	1.0	1.0	1895.0	1	113423		Hathi
2351	Körmendi, Ferenc,	1.0	1.0	1933.0	1	117445		Hathi
2352	Kraemmer, Elias.	1.0	1.0	1922.0	1	104098		Hathi
2355	Kreutz, Rudolf Jeremias,	1.0	1.0	1919.0	1	130186		Hathi
2358	Kuehnelt-Leddihn, Erik von,	1.0	1.0	1936.0	1	135761		Hathi
2361	Kyne, Peter B.	1.0	1.0	1922.0	1	136407		Hathi
2362	Kähnert, Maria Elisabeth,	1.0	1.0	1935.0	1	29515		Hathi
2363	Körmendi, Ferenc,	1.0	1.0	1933.0	1	117322		Hathi
2365	Kʻiačʻeli, Leo,	1.0	1.0	1940.0	1	101633		Hathi
