	author	intl_frac	weight	pub_date_avg	books	wordcount	ethnicity	corpus
3975	Tallents, Stephen George,	0.46781115879828494	1.4678464170167933	1922.0	1	56580		Hathi
720	Catling, Thomas,	0.467532467532471	1.2710727489273432	1909.0	1	86371		Hathi
1650	Gowing, Aylmer.	0.4674386237792155	1.3956632787754262	1885.0	2	105509		Hathi
1841	Harraden, Beatrice,	0.4672262375873739	7.705796709859001	1905.0	3	175108		Hathi
3276	Pollard, Evelyn H.	0.46710526315789513	0.7172990285202789	1900.0	1	75532		Hathi
169	Ashbee, Charles Robert.	0.4666666666666667	0.20143978692482045	1892.0	1	26542		Hathi
2232	Jones, Cecelia Anne.	0.4661016949152543	0.7456527845810073	1897.0	1	56407		Hathi
2345	Knox, Ronald Arbuthnott,	0.4660913181784325	0.7981685112400813	1927.0	2	81892		Hathi
2567	Lucas, Barbara,	0.46601941747572795	1.11857274550253	1936.0	1	98465		Hathi
1897	Head, Richard,	0.46590909090909205	0.3944989274466113	1928.0	1	318042		Hathi
3729	Sitwell, Edith, Dame,	0.46583850931676896	0.5504061758910512	1937.0	1	104263		Hathi
3486	Robins, Denise.	0.46564885496183195	0.5357308994803933	1932.0	1	87159		Hathi
2184	Jaques, E. T.	0.4653846153846166	1.9220992690917582	1910.0	1	144646		Hathi
15	(Edward Frederic), Benson, E. F.	0.46485830530231176	1.688930865961419	1925.0	2	226732		Hathi
1960	Hill, William Kirkpatrick.	0.4642857142857145	0.3443707920428056	1908.0	1	144907		Hathi
1894	Hayward, Jane Mary.	0.4642857142857143	0.2099843815882799	1895.0	1	47529		Hathi
1694	Greer, Maria J.	0.4642857142857143	0.10433037154649602	1882.0	1	95661		Hathi
3359	Quiller-Couch, Arthur Thomas,	0.4637612269973625	6.279979609697244	1891.5	8	613729		Hathi
2034	Hopkins, Gerard,	0.4635761589403973	0.6201973800616446	1929.0	1	86783		Hathi
3461	Ripley, Mary Anna Paull,	0.4631901840490802	0.9862063414986079	1890.0	1	117825		Hathi
2319	King, Richard,	0.4630872483221462	0.8262372976754747	1918.0	1	64279		Hathi
1346	Fawcett, E. Douglas	0.462962962962965	1.363320507737762	1893.0	1	42355		Hathi
3095	O'Neill, St. C.	0.4626865671641792	0.5182177375306328	1892.0	1	46084		Hathi
3712	Sinclair, May.	0.4616491177050559	1.9767273683440603	1922.5	4	281803		Hathi
113	Alington, Cyril,	0.461538461538462	0.8428033553930111	1922.0	1	21992		Hathi
4028	Thomas, Rose Haig.	0.46153846153846145	0.16829741938585593	1898.0	1	27533		Hathi
280	Barrie, J. M. (James Matthew),	0.46153846153846134	0.1901564694661347	1925.0	1	24368		Hathi
2005	Hollingshead, John.	0.4612068965517243	2.794481930471282	1900.0	1	88776		Hathi
1914	Helston, John,	0.46017699115044575	0.7758020393509251	1914.0	1	155753		Hathi
1984	Hocking, Silas K.	0.46002974646936506	2.9292980325456033	1893.0	7	644906		Hathi
3847	Steele, Richard,	0.45945945945946054	0.6300251548867591	1920.0	1	62799		Hathi
1997	Hohler, Venetia.	0.4594594594594592	0.2569769990305041	1898.0	1	51321		Hathi
1537	Gaskell, Catherine Milnes.	0.45945945945945776	0.7721044767428419	1904.0	1	85405		Hathi
2588	Lyons, A. Neil	0.45930069924195743	4.622090537039459	1913.7142857142858	7	513454		Hathi
3379	Randall, F. J.	0.4592592592592606	0.5811818616965475	1908.0	1	82796		Hathi
4210	Walpole, Hugh, Sir,	0.45914729769744056	3.0445926675670845	1927.0	5	712050		Hathi
1973	Hird, Dennis,	0.45903227356798815	1.0993392843652718	1897.0	2	170026		Hathi
329	Beerbohm, Max, Sir,	0.4588648494890024	2.2590526675729743	1925.6666666666667	3	141069		Hathi
3436	Reynolds, Fred,	0.4588235294117635	0.5483955655157593	1914.0	1	110495		Hathi
4318	Wicks, Frederick,	0.45814977973568294	0.483484537651098	1893.0	1	167352		Hathi
3044	Nichols, Beverley,	0.45773699336448226	3.3945919659199455	1931.0	4	335767		Hathi
4268	Wells, H. G. (Herbert George),	0.45738322147841426	3.5552004477157397	1922.5	4	671433		Hathi
779	Christie, Agatha,	0.4573604509871215	1.6665873731630279	1925.0	2	172988		Hathi
2928	Moore, Frank Frankfort,	0.4571114465328817	2.9560168708731775	1906.5	4	331881		Hathi
750	Charteris, Leslie,	0.4566212889181105	2.328787475576589	1932.6666666666667	3	280558		Hathi
1445	Fowler, W. Warde	0.4561582632479134	1.0753320300448168	1905.5	2	113553		Hathi
1579	Gilbert, W. S.	0.4557605905279406	1.2292635383886217	1899.0	2	132615		Hathi
4411	Wyndham, Horace,	0.4555463410411904	2.0401225231085087	1915.0	2	133597		Hathi
347	Belton, Fred.	0.45552560646900186	2.1682534007894647	1880.0	1	60989		Hathi
676	Cannan, Gilbert,	0.45513899063317126	8.46625898435592	1918.142857142857	7	844460		Hathi
2891	Mitchell, James Leslie,	0.4549549549549541	0.7611498485342285	1933.0	1	103961		Hathi
1693	Greenwood, Walter,	0.45490606640175835	0.7603692849499104	1936.0	2	208164		Hathi
3764	Smith, M. E.	0.4545454545454546	0.2600436100640878	1887.0	1	45233		Hathi
857	Colmore, G.	0.4545454545454546	0.47122213197881907	1894.0	1	41603		Hathi
392	Bidder, M.	0.4545454545454528	0.8801717661958037	1887.0	1	62365		Hathi
402	Binstead, Arthur M.	0.45408327558641115	3.028912347769746	1898.5	2	142917		Hathi
330	Begbie, Harold,	0.453765467393122	7.5571846527490845	1914.4	5	464900		Hathi
1393	Fitz-Maurice, Gabrielle.	0.4533898305084737	1.519592341342948	1908.0	1	55357		Hathi
541	Brodie-Innes, J. W.	0.4531291340653729	2.754360902646513	1911.3333333333333	3	351233		Hathi
528	Bridges, John A.	0.45299145299145205	0.557460174195387	1893.0	1	74810		Hathi
173	Ashford, Daisy.	0.4529522005734683	1.5627183145444905	1919.5	2	86078		Hathi
371	Beresford, J. D.	0.45229648694285113	6.265682420057647	1915.6666666666667	6	621963		Hathi
3134	Owen, John,	0.45208867693562327	0.8399585609785281	1921.5	2	248423		Hathi
4037	Thomson, Basil,	0.4517766497461916	1.5487521713286407	1925.0	1	90678		Hathi
1298	Erroll, Henry.	0.45161220926549617	1.5878035694708068	1889.3333333333333	3	203602		Hathi
3363	Quirk, Violet.	0.45098039215686303	0.3572851620691869	1931.0	1	101759		Hathi
3089	O'Hanlon, Alice.	0.45098039215686225	0.3192008850482734	1886.0	1	56950		Hathi
1084	Delagreve, C. J.	0.4508196721311477	0.4657512887109635	1918.0	1	93367		Hathi
1952	Hickey, Emily Henrietta,	0.45049504950495145	0.7377537746543269	1908.0	1	97595		Hathi
41	(Ralph Hale), Mottram, R. H.	0.44999999999999996	0.4279003461031279	1930.0	1	16660		Hathi
1855	Harrison, Michael,	0.4496402877697845	0.834102936459786	1939.0	1	118799		Hathi
366	Bentley, Phyllis Eleanor,	0.44859813084112155	0.46815502901196676	1934.0	1	162934		Hathi
1055	De Fonblanque, Albany,	0.4485450762779537	1.5554542294925302	1886.0	2	93802		Hathi
3093	O'Neill, H. C.	0.44827586206896564	0.44265110743462094	1892.0	1	46704		Hathi
3678	Shew, E. L.	0.4482758620689655	0.8007117751123796	1894.0	1	51638		Hathi
3319	Prior, James.	0.4482758620689655	0.3132597518240249	1880.0	1	65995		Hathi
2586	Lynd, Sylvia Dryhurst,	0.44827586206896486	0.5419649270591242	1915.0	1	95364		Hathi
2465	Lehmann, Rosamond,	0.4478768325450564	0.716830096377723	1928.5	2	224245		Hathi
1711	Grey, Pamela,	0.4477611940298507	0.42710446599949314	1907.0	1	55915		Hathi
3205	Pemberton, Max Joseph.	0.4473684210526314	0.6603655382745063	1922.0	1	102555		Hathi
1350	Fendall, Percy.	0.4473684210526303	1.067440898065127	1886.0	1	50756		Hathi
4074	Trafford-Taunton, Winefride.	0.4469696969696966	1.0065615637706948	1904.0	1	93487		Hathi
4297	Whibley, Charles,	0.4469453376205764	1.730188034376683	1911.0	1	64070		Hathi
4160	Vernède, R. E.	0.44642857142857095	0.21990652474984512	1908.0	1	90769		Hathi
2762	Matheson, C. M.	0.44554455445544583	0.3334927264353356	1915.0	1	107950		Hathi
1062	De Selincourt, Hugh,	0.4454545454545441	0.355326555017713	1915.0	1	110345		Hathi
451	Boas, Louise Schutz,	0.4448529411764711	1.5197659469332914	1929.0	1	63794		Hathi
2645	Mackenzie, Compton,	0.44482179159299556	3.968685242299833	1915.0	3	475389		Hathi
2572	Lucas, Reginald Jaffray,	0.44444444444444486	0.872030833457663	1894.0	1	55181		Hathi
3308	Price, Eleanor Catherine.	0.44444444444444475	0.19096189622805834	1891.0	1	50397		Hathi
1438	Foskett, Edward.	0.4444444444444444	0.4768086942234171	1900.0	1	6728		Hathi
2763	Mathew, Frank James,	0.4442804677627972	7.225840283477074	1897.1666666666667	6	339688		Hathi
372	Beresford, J. D. (John Davys),	0.4441093054271259	5.58033979830079	1927.7142857142858	7	673098		Hathi
877	Conway, Hugh,	0.44409546156821117	5.607141627282361	1884.5	6	312809		Hathi
862	Colvill, Helen Hester.	0.44379960497177895	0.8967515817433926	1892.0	2	134642		Hathi
1611	Godfrey, Elizabeth.	0.4436619718309871	0.6485312363271788	1895.0	1	78045		Hathi
118	Allingham, Margery,	0.4433417394177356	1.1366015993820278	1933.0	2	189324		Hathi
1955	Hicks, Seymour,	0.44255319148936134	1.5580453154908227	1910.0	1	107524		Hathi
153	Arlen, Michael.	0.4422735346358776	1.5906615969934657	1924.0	1	126159		Hathi
3649	Seymour, Beatrice Kean (Stapleton)	0.44200000000000006	1.1750543558512099	1920.0	1	151670		Hathi
152	Arlen, Michael,	0.44162214024769764	9.063633331424546	1925.142857142857	7	552996		Hathi
2797	Mayo, Isabella Fyvie,	0.4415357766143103	1.4272584646969766	1910.0	1	143100		Hathi
1148	Doon, E. L.	0.44055944055944096	0.4935135001980841	1913.0	1	103282		Hathi
427	Blake, M. M.	0.44055944055943896	1.5024631194534541	1893.0	1	101775		Hathi
843	Collier, John,	0.4400000000000005	0.6062540196344963	1934.0	1	29397		Hathi
4246	Watt, Findlay.	0.44000000000000006	0.4603911776735598	1913.0	1	58066		Hathi
1538	Gaskell, Elizabeth Cleghorn,	0.43960955017262404	12.312341763587396	1905.611111111111	18	4359448		Hathi
2896	Mitford, Mary Russell,	0.4385964912280713	0.5488843272154594	1888.0	1	111046		Hathi
2611	MacGill, Patrick,	0.43859107796433494	1.29494047613029	1915.5	2	174704		Hathi
3	(Alan Alexander), Milne, A. A.	0.43851223312785603	1.5858282254071745	1928.5	2	453902		Hathi
2987	Murray, Hilda Louisa Janey Woulf Murray, Baroness.	0.43835616438356184	0.8338736106327754	1910.0	1	31204		Hathi
3446	Richardson, Dorothy M.	0.4381743129628724	2.85740656373387	1918.3333333333333	3	249482		Hathi
422	Blackmore, R. D.	0.43796173033630864	8.639534954579558	1888.3076923076924	13	2071198		Hathi
2969	Mrs., Riddell, J. H.,	0.43791206578461	6.244767471002427	1900.0	9	1490730		Hathi
1002	Dallas, Helen A.	0.4375	0.11275317937648256	1913.0	1	50580		Hathi
187	Austen-Leigh, James Edward,	0.4375	1.4375706678674578	1882.0	1	107113		Hathi
2261	Kaye-Smith, Sheila,	0.4364934686417383	10.548194007878108	1926.0833333333333	12	1343347		Hathi
1597	Gissing, Algernon,	0.4363336241069521	3.0971525877240293	1896.6666666666667	9	570050		Hathi
1979	Hobson, Coralie von Werner, Mrs.,	0.4360936790714357	0.9849943318433971	1929.0	2	147129		Hathi
3612	Schwann, Duncan,	0.4360655737704918	0.952074241662283	1910.0	1	114187		Hathi
3998	Tearle, Christian	0.43539325842697374	2.747394453728165	1913.0	1	138560		Hathi
3871	Steuart, John Alexander,	0.4349030470914126	0.9524722921308535	1903.0	1	135096		Hathi
2406	Larder, Alfred.	0.4347826086956522	0.35690651854548655	1891.0	1	45940		Hathi
1497	Fyfe, Thomas Alexander.	0.4343971631205672	1.3770684682325873	1912.0	1	145986		Hathi
2136	Inman, Herbert Escott.	0.43402777777777846	0.6069053453044719	1902.0	1	169145		Hathi
369	Beresford Hope, A. J. B.	0.43358741156367697	2.090105306072978	1881.0	2	152701		Hathi
2399	Lang, Cosmo Gordon,	0.4330708661417333	0.583237847253702	1897.0	1	77615		Hathi
3849	Steevens, Christina,	0.4328358208955222	0.32240554880134	1901.0	1	74073		Hathi
2287	Kennard, Edward,	0.43233736091447894	0.5823273166182074	1892.0	2	122215		Hathi
2879	Miller, Thomas,	0.43192488262910644	0.38434867166529163	1900.0	1	197534		Hathi
1412	Fletcher, J. S. (Joseph Smith),	0.4304814691274935	1.6956040720046028	1924.5	2	201259		Hathi
4200	Walker, Whimsical,	0.4303278688524591	3.4466948935067236	1922.0	1	75700		Hathi
432	Blaker, Richard.	0.4303030303030304	0.39060080407879694	1922.0	1	150570		Hathi
3018	Neill, Alexander Sutherland,	0.4299999999999983	1.0870914750717633	1921.0	1	65577		Hathi
658	Caine, William,	0.4296805144716817	1.9789462024981683	1911.3333333333333	3	327147		Hathi
3843	Stedman, Douglas C.	0.42967542503863587	2.374511639305467	1909.0	1	97122		Hathi
4367	Wingfield, Lewis,	0.4295337596874737	3.0361449907457767	1884.0	3	368314		Hathi
3661	Shaw, Kerr.	0.4294871794871793	0.9063683870219444	1926.0	1	61349		Hathi
1047	Dawson, W. J.	0.42913921398537136	1.8257646409550146	1897.5	2	176381		Hathi
529	Bridges, Roy,	0.4290551570503964	2.0068046716349333	1919.3333333333333	3	230909		Hathi
1640	Gorst, Harold Edward,	0.42857142857142894	0.9131866792267797	1898.0	1	19126		Hathi
341	Bell, Neil,	0.4285714285714287	0.9924057119014629	1938.0	1	153365		Hathi
233	Ball, Richard.	0.4285714285714285	0.07369050822904807	1931.0	1	33859		Hathi
3593	Saunders, John,	0.4285714285714284	0.2611016029852803	1883.0	1	47780		Hathi
3671	Sheppard, Ethel.	0.42857142857142827	0.21562035876082428	1910.0	1	34715		Hathi
4263	Weld, Agnes Grace.	0.42857142857142816	1.6587467877458688	1902.0	1	30084		Hathi
551	Brontë, Anne,	0.42850625500253214	0.4005403788256639	1907.5	2	487204		Hathi
2158	Jacob, Violet,	0.4283666767230212	0.7195513422130372	1905.5	2	158451		Hathi
2336	Knight.	0.4275092936802952	1.2305107205214292	1910.0	1	77921		Hathi
1705	Gretton, R. H.	0.42675159235668825	0.8525347749685908	1911.0	1	65641		Hathi
2162	Jacobs, W. W. (William Wymark),	0.42593408866453486	0.5893659983925336	1914.0	2	137223		Hathi
1496	Fyfe, Thomas Alexander,	0.4257246376811541	1.3516207016813504	1913.0	1	145570		Hathi
3097	O'Rell, Max,	0.42553191489361875	1.6373942578631275	1884.0	1	61388		Hathi
13	(Donald Alexander), Mackenzie, Donald A.	0.4255319148936174	0.4195471243857097	1931.0	1	79861		Hathi
2761	Matheson, Annie,	0.4255319148936172	2.3934175941543785	1920.0	1	13999		Hathi
2140	Irvine, Alexander,	0.4254884079309119	1.6270612564783393	1906.5	2	88374		Hathi
2015	Holt, Emily Sarah,	0.4253246753246762	0.9870515751780449	1893.0	1	111224		Hathi
3182	Patterson, Arthur H.	0.4245283018867976	1.6009637610260308	1909.0	1	118000		Hathi
1940	Hervey, Maurice H.	0.4242424242424242	0.8782087692834655	1895.0	1	66969		Hathi
3250	Pike, Oliver Gregory.	0.4242424242424241	0.3758604446086876	1915.0	1	31295		Hathi
4300	Whitby, Beatrice,	0.4242424242424241	0.25803559534998094	1893.0	1	45585		Hathi
2976	Munford, George Frederick.	0.4241071428571398	2.7934637667089266	1922.0	1	28582		Hathi
1370	Figgis, Darrell,	0.4240235313448869	0.9077739438110023	1912.5	2	345481		Hathi
3722	Sir, Scott, Walter,	0.4237995824634646	0.952083519570681	1912.0	1	179328		Hathi
3652	Shanks, Edward.	0.4237288135593219	0.2793758659572293	1919.0	1	75275		Hathi
1399	Fitzgerald, Sarah Jane.	0.4235294117647038	0.8681973810308012	1881.0	1	69794		Hathi
1616	Goff, Elijer.	0.4235294117647035	0.4122639525630094	1889.0	1	146981		Hathi
358	Benson, Arthur Christopher,	0.4233028546343716	0.7747977290404887	1908.3333333333333	3	327237		Hathi
706	Carter, Thomas Thellusson,	0.42311191992720076	4.450551547933251	1912.0	1	88018		Hathi
590	Bryce, Charles,	0.4230769230769218	0.670055682635596	1914.0	1	124478		Hathi
4223	Wardle, C      Francis.	0.4227272727272695	2.8937236586906865	1935.0	1	27099		Hathi
663	Calthrop, Dion Clayton,	0.42262269369468175	1.7879881778669413	1922.5	2	91600		Hathi
569	Brown, Ivor John Carnegie,	0.4222222222222235	1.0406360965177115	1915.0	1	92481		Hathi
1258	Eiffe, John P.	0.4207650273224045	0.9153106878594345	1886.0	1	71264		Hathi
3747	Smedley, Frank E.	0.4203220620580358	2.325055122048294	1893.75	4	894196		Hathi
3577	Salter, Peter King.	0.42028985507246397	0.4804913099865097	1887.0	1	51186		Hathi
1916	Henderson, B. L. K.	0.42028985507246397	0.6263224048326755	1921.0	1	39268		Hathi
531	Brierley, Walter,	0.41999999999999993	0.20798526549726662	1936.0	1	85689		Hathi
106	Alexander, Alexander,	0.41958041958041825	1.8679955775734585	1919.0	1	109146		Hathi
75	Adderley, J. G.	0.4195606220870378	2.0873537643412567	1907.0	2	64509		Hathi
1863	Hartley, L. P. (Leslie Poles),	0.41935483870967705	0.21631664684366142	1924.0	1	51081		Hathi
970	Cumberland, Gerald,	0.41921397379912506	0.7236642580420428	1921.0	1	112794		Hathi
2731	Marshall, Emma,	0.41920255070327717	9.679880645723587	1894.6666666666667	9	850152		Hathi
606	Buckrose, J. E.,	0.41864670370206425	0.9684819415106083	1907.3333333333333	3	298329		Hathi
2882	Mills, John,	0.4186434089067166	1.5264497267810526	1889.25	4	232078		Hathi
4365	Wilson-Barrett, Alfred.	0.41860465116279055	0.37414318138599395	1906.0	1	81931		Hathi
2400	Lang, Jeanie.	0.4185185185185194	1.902916822549986	1913.0	1	101149		Hathi
468	Booth, Edward C.	0.4182825484764525	0.5294578359134171	1916.0	1	243032		Hathi
2717	Marlowe, Christopher.	0.4182692307692315	1.5084993400995472	1926.0	1	49148		Hathi
2218	Jocelyn, Robert,	0.4181818181818183	0.49845548834769426	1893.0	1	39330		Hathi
1348	Fay, Edward Francis.	0.4181818181818181	1.7692172783173346	1907.0	1	44323		Hathi
262	Barnes-Grundy, Mabel.	0.41791044776119435	0.37898794262166646	1902.0	1	63014		Hathi
3870	Steuart, John A.	0.4177761788794389	2.7256940327998476	1903.6666666666667	3	411296		Hathi
1919	Henham, Ernest George,	0.4177352852696699	1.7699514108421488	1911.6666666666667	3	551996		Hathi
3357	Quennell, Peter,	0.4173913043478261	0.5315530526479818	1931.0	1	77115		Hathi
1326	Falconer, Lanoe,	0.41700954675159896	1.1723806725002106	1891.0	2	72975		Hathi
93	Ainsworth, William Harrison,	0.41679662164732717	29.250634937818283	1894.7586206896551	29	4879044		Hathi
3939	Surtees, Robert Smith,	0.41676809095012546	6.208877445773745	1899.8	10	1689608		Hathi
3042	Newte, Horace W. C.	0.41666666666666685	1.081425387260323	1907.0	1	67239		Hathi
447	Bloxam, John Francis	0.41666666666666674	0.4754131221125783	1907.0	1	8997		Hathi
3491	Robinson, F. W.	0.41664453599512336	2.4394321821334364	1888.6666666666667	3	187606		Hathi
2111	Hutten zum Stolzenberg, Betsey Riddle,	0.4163265306122458	0.8472774756178575	1906.0	1	103069		Hathi
1064	De Sélincourt, Hugh.	0.4159958541476956	0.7794283809313522	1910.5	2	131588		Hathi
933	Craik, Dinah Maria Mulock,	0.41590346835395103	8.06040822507977	1892.6153846153845	13	1993686		Hathi
1900	Heath, Thomas Edward,	0.4155844155844165	0.46405309244218856	1906.0	1	118288		Hathi
1107	Devereux, W. A.	0.4154175588865091	1.6802053249008142	1909.0	1	99070		Hathi
3779	Solly, Henry,	0.4151426868402298	2.283687033738771	1884.5	2	149413		Hathi
3906	Street, George Slythe,	0.41498114086806936	3.127789093835724	1894.5	4	138776		Hathi
4386	Woods, Margaret L.	0.4148858352253384	2.6584159151512927	1903.25	4	258353		Hathi
1118	Dickie, John Low.	0.4147465437788045	1.2480869808133832	1921.0	1	61973		Hathi
1280	Elmhirst, Edward Pennell,	0.4146825396825349	1.4983819648702184	1892.0	1	239787		Hathi
3650	Seymour, Beatrice Kean (Stapleton) Mrs.	0.41348973607037953	0.7954397595065027	1923.0	1	152804		Hathi
2288	Kennard, Nina H.,	0.4133064516129018	1.8996704510641509	1887.0	1	93066		Hathi
3737	Skrine, Mary J. H.	0.4132653061224508	1.147976957581965	1917.0	1	60857		Hathi
3977	Tangye, Richard,	0.4131274131274132	3.0567933502437534	1895.0	1	30201		Hathi
1036	Davies, W. H.	0.4129283061324722	5.337704256578402	1912.0	6	393203		Hathi
2156	Jackson, Wilfrid Scarborough.	0.4122807017543869	0.6748197735887285	1903.0	1	60215		Hathi
4337	Williams, Bransby.	0.4117647058823525	1.769885152711437	1913.0	1	10271		Hathi
2112	Hutten, Bettina Hutten,	0.411522633744857	0.8470754621704145	1906.0	1	102252		Hathi
476	Borrow, George Henry,	0.41094013877403834	4.271798696289665	1905.3333333333333	3	831681		Hathi
930	Craig, William Henry,	0.4104046242774565	1.1044218751401582	1895.0	1	55834		Hathi
1426	Ford, Douglas Morey.	0.4102501071102175	5.104844815700433	1908.0	2	139592		Hathi
3342	Punshon, Ernest Robertson,	0.4100719424460433	0.49651551694869916	1938.0	1	99786		Hathi
4114	Turley, Charles.	0.4098360655737713	0.26921024802097754	1913.0	1	161531		Hathi
1302	Escott, T. H. S.	0.4094827586206926	1.5233362675970603	1899.0	1	54285		Hathi
2262	Kaye-Smith, Sheila.	0.40944033267026847	1.1346747745468317	1921.0	2	245664		Hathi
3739	Slater, Oscar,	0.40916808149405537	2.0622347069957843	1910.0	1	203608		Hathi
4090	Tremlett, Horace,	0.40912237296108456	0.9627638118263037	1914.5	2	189872		Hathi
716	Castle, Agnes Sweetman.	0.4086021505376346	0.9263381839391719	1916.0	1	71570		Hathi
1056	De La Pasture, Henry,	0.40845070422535223	0.47948371242275817	1903.0	1	158341		Hathi
498	Boyd, Frank M.,	0.4084249084249134	2.181142250820195	1919.0	1	89227		Hathi
527	Bridges, Colonel,	0.408333333333334	0.7301749534213404	1892.0	1	58579		Hathi
340	Bell, May.	0.40833333333333366	2.447313322641608	1918.0	1	34955		Hathi
1891	Hayes, Margaret E.	0.4080717488789245	1.2277399584778201	1884.0	1	64742		Hathi
3474	Roberts, Katherine.	0.40789473684210453	0.5817195308172308	1910.0	1	46568		Hathi
3402	Reade, Alfred Arthur.	0.4077669902912624	0.9640876498858304	1884.0	1	38081		Hathi
3528	Rowe, Richard,	0.40704624343108725	2.373691555279664	1880.6666666666667	3	265535		Hathi
1724	Griffiths, Maurice,	0.4068965517241351	1.5215480247311035	1937.0	1	67936		Hathi
4048	Thurston, E. Temple	0.4068891518476625	3.260849584645301	1910.3333333333333	3	264055		Hathi
2957	Morrison, Arthur,	0.405780273994521	5.333219509835129	1902.5	4	364398		Hathi
537	Britton, Lionel,	0.4055415617128497	0.4012006281570682	1931.0	1	352709		Hathi
159	Armstrong, Martin Donisthorpe,	0.4041745864324082	3.0792046708351637	1930.6666666666667	6	434602		Hathi
1842	Harris, Edwin.	0.40373469268870843	6.523583696888493	1911.6666666666667	3	193649		Hathi
3549	Rutter, Frank,	0.4035087719298247	0.5047484928282475	1903.0	1	40252		Hathi
101	Aldred, W. W.	0.4035087719298235	0.589577525959362	1881.0	1	68921		Hathi
3171	Parr, Olive Katharine,	0.4027568125635763	1.1747102399029896	1920.0	3	210227		Hathi
4009	Tey, Josephine,	0.40248050893760123	1.8923475396749687	1933.5	2	158213		Hathi
3231	Philips, Austin.	0.4022988505747127	0.9296880884539289	1914.0	1	100067		Hathi
2560	Lowry, H. D.	0.40196078431372584	0.799687242807461	1898.0	1	45464		Hathi
2484	Lethbridge, Mabel.	0.40086206896551924	1.1303676925858943	1934.0	1	73157		Hathi
80	Agate, James,	0.40042660451933165	2.2291395522200776	1924.5	2	182079		Hathi
3901	Straus, Ralph,	0.40039447731755884	1.151274645283057	1906.0	1	156970		Hathi
4383	Wood, Michael.	0.40000000000000013	0.19763299509517654	1915.0	1	36071		Hathi
3199	Pearson, J. Herbert	0.4	0.4992170704536493	1905.0	1	3570		Hathi
26	(Herbert Ernest), Bates, H. E.	0.3999999999999999	0.3223376635050692	1932.0	1	11058		Hathi
4190	Wackrill, H. R.	0.3999999999999999	0.14149537068949447	1937.0	1	25191		Hathi
1110	Dewar, George A. B.	0.3999999999999998	0.5769520691225404	1915.0	1	12356		Hathi
929	Crackenthorpe, Hubert.	0.3999999999999998	0.8229992803137967	1897.0	1	47641		Hathi
763	Chetwynd, Henry Wayland,	0.39937705827445613	1.6072447181106588	1888.5	4	212449		Hathi
4051	Tibbits, Charles John.	0.3983739837398359	0.8243967123856318	1902.0	1	53181		Hathi
1442	Fothergill, John M.	0.3983739837398347	1.1760888878528946	1884.0	1	74556		Hathi
3658	Shaw, Bernard,	0.39764247183307155	3.591316736532173	1928.75	4	628737		Hathi
3830	Stamper, Charles William,	0.39754098360656553	3.9866579589356475	1913.0	1	130894		Hathi
1028	Davidson, John,	0.3974378556551963	10.324769110942926	1895.111111111111	9	517238		Hathi
1716	Grierson, Elizabeth Wilson.	0.39705027773929946	1.148825844646164	1912.5	2	145971		Hathi
3826	Stacpoole, Margaret Robson.	0.3968957871396893	1.7747674460140574	1914.0	1	90578		Hathi
1535	Gaskell, Catherine Henrietta Milnes,	0.39686684073107104	1.113314890642758	1905.0	1	122622		Hathi
2592	Lytton, Constance,	0.3963133640553005	0.6832774839616927	1914.0	1	113201		Hathi
2735	Marston, Philip Bourke,	0.39560439560439686	0.6309941860615251	1887.0	1	257024		Hathi
3335	Puddicombe, Anne Adaliza Evans,	0.39524865832321776	1.5733497074252174	1903.0	2	245684		Hathi
856	Colman, George,	0.3951612903225825	1.0113035041952279	1898.0	1	131114		Hathi
4307	White, William Hale,	0.3947891996098661	5.252602573595695	1900.0	7	479401		Hathi
641	Buxton, B. H.	0.39473684210526316	0.3148113319128044	1880.0	1	43025		Hathi
4262	Weiss, Felix.	0.39473684210526305	0.5058732980596978	1881.0	1	26775		Hathi
3552	Ryan, P.F. William.	0.39465875370919745	2.5449552020342536	1908.0	1	94399		Hathi
1161	Douglas, George,	0.3941143289483703	1.3214308220115014	1892.5	2	191091		Hathi
283	Barsley, Michael.	0.3939393939393939	2.125506435494919	1940.0	1	5534		Hathi
2020	Holyoake, George Jacob,	0.39377682403433656	2.441753468179148	1900.0	1	136051		Hathi
1589	Gilliat, Edward.	0.3936507936507939	1.2917351539412847	1901.0	1	86921		Hathi
2296	Kenyon, C. Fred (Charles Frederick),	0.3930635838150286	0.5608189877273733	1922.0	1	109954		Hathi
2180	Jameson, Margaret.	0.39285714285714324	0.269939757184647	1887.0	1	73945		Hathi
4277	West, B. B.	0.3927125506072885	1.2605366833380829	1892.0	1	69844		Hathi
2950	Morley, Charles Robert,	0.3925620709400014	2.2734978532803285	1906.5	2	142001		Hathi
1852	Harrison, J. E.	0.39228295819935755	1.0544989475525548	1889.0	1	105124		Hathi
772	Cholmondeley, Mary,	0.3918660151000725	3.5339737195221033	1896.3333333333333	6	396622		Hathi
2831	Meek, George,	0.3918367346938778	2.1857146251803723	1910.0	1	79908		Hathi
1976	Hoare, Edward N.	0.3917525773195887	0.5916792310341213	1887.0	1	58435		Hathi
3885	Stoker, Bram,	0.39158657135244124	1.370825897457097	1910.0	2	118598		Hathi
4316	Whitworth, Geoffrey Arundel,	0.3913043478260867	0.7213499983273053	1909.0	1	11365		Hathi
3337	Pugh, Edwin,	0.3911439114391151	1.1570541400790433	1912.0	1	83484		Hathi
