	author	occurs_100k	weight	pub_date_avg	books	wordcount	ethnicity	corpus
3925	Sue, Eugène,	118.12592343403242	2.0	1900.5	2	322673		Hathi
2990	Murry, John Middleton,	118.10750098422933	1.0	1924.0	1	86362		Hathi
3070	Nowakowski, Zygmunt,	117.90257524045913	1.0	1940.0	1	96690		Hathi
377	Berkeley, Anthony,	117.88009082564366	1.0	1932.0	1	103495		Hathi
3134	Owen, John,	117.82575356658617	2.0	1921.5	2	248423		Hathi
1661	Grand, Sarah.	117.70725108055275	1.0	1916.0	1	318587		Hathi
13	(Donald Alexander), Mackenzie, Donald A.	117.70451158888582	1.0	1931.0	1	79861		Hathi
562	Broughton, Rhoda,	117.62945315317634	11.0	1897.090909090909	11	1303256		Hathi
1710	Grey, Oliver.	117.5369045958923	1.0	1886.0	1	50197		Hathi
3278	Pollock, Walter Herries,	117.51367146042344	3.0	1897.3333333333333	3	135437		Hathi
4334	Willcocks, M. P.	117.4248469710617	5.0	1911.4	5	747608		Hathi
1984	Hocking, Silas K.	117.40264482425957	7.0	1893.0	7	644906		Hathi
1019	Dasent, George Webbe,	117.2012345913114	2.0	1906.5	2	244026		Hathi
166	Asbjørnsen, Peter Christen,	117.17244185309346	2.0	1895.5	2	257819		Hathi
2516	Linskill, Mary,	117.16793156646219	3.0	1889.6666666666667	3	519032		Hathi
3078	O'Connor, Frank,	117.11703446369587	2.0	1936.0	2	152829		Hathi
3142	Packard, Frank Lucius,	117.02957656571394	1.0	1914.0	1	84594		Hathi
2981	Murasaki Shikibu,	116.97990036497008	5.0	1928.8	5	586557		Hathi
461	Bolitho, Hector,	116.96174662874961	1.0	1930.0	1	43604		Hathi
1051	Day, Thomas,	116.82669489978429	1.0	1900.0	1	164346		Hathi
3396	Raymond, Walter,	116.67917824059697	3.0	1913.3333333333333	3	196901		Hathi
1070	DeLeon, Thomas C.	116.35040511095586	1.0	1898.0	1	47271		Hathi
630	Burroughs, Edgar Rice,	116.23632732944543	1.0	1917.0	1	100657		Hathi
3406	Rebek, Lillie.	116.21300552657404	1.0	1893.0	1	38722		Hathi
4286	Westerman, Percy Francis,	116.20787464544102	1.0	1920.0	1	80029		Hathi
3838	Stanton, Coralie.	116.02026803049677	1.0	1913.0	1	126702		Hathi
3699	Sieroszewski, Waclaw,	115.98426777496074	1.0	1909.0	1	134501		Hathi
3546	Russell, T. Baron.	115.87022534761061	1.0	1899.0	1	100112		Hathi
1616	Goff, Elijer.	115.66120791122611	1.0	1889.0	1	146981		Hathi
1156	Dostoyevsky, Fyodor,	115.64559156927936	18.0	1907.2777777777778	18	3141282		Hathi
2901	Mofolo, Thomas,	115.58984422252396	1.0	1931.0	1	74401		Hathi
378	Berners, Gerald Hugh Tyrwhitt-Wilson, Baron,	115.41856202050371	1.0	1936.0	1	29458		Hathi
181	Atkey, Bertram,	115.39442081393325	1.0	1908.0	1	74527		Hathi
1884	Hawtrey, Valentina.	115.18804728301579	1.0	1906.0	1	89419		Hathi
1777	Halifax, Robert.	115.16734013085393	1.0	1907.0	1	100723		Hathi
2456	Leeds, Virginia Niles.	114.72105408064054	2.0	1898.0	2	112564		Hathi
2173	James, M. R.	114.65208837797826	2.0	1921.0	2	82910		Hathi
133	Andreae, Percy.	114.62784900284913	1.0	1895.0	1	89856		Hathi
239	Bancroft, Francis.	114.60115569616153	1.0	1921.0	1	123908		Hathi
3655	Sharp, Evelyn,	114.45601407951449	3.0	1911.0	3	223984		Hathi
1751	Guicciardi-Fiastri, Virginia,	114.39691785775352	1.0	1914.0	1	76051		Hathi
3728	Sitwell, Constance,	114.36111722014508	1.0	1932.0	1	45470		Hathi
4144	Vane, Capel.	114.28726921454722	1.0	1895.0	1	73499		Hathi
3797	Spadoni, Adriana.	114.27923035775065	1.0	1924.0	1	123382		Hathi
793	Clarke, A. W.	114.19001218026803	1.0	1899.0	1	144496		Hathi
1402	Fitzpatrick, Percy,	114.16021193897346	2.0	1902.0	2	213216		Hathi
3164	Parker, Eric,	113.86165139580996	1.0	1901.0	1	74652		Hathi
1054	De Camp, Etta,	113.8303927148549	1.0	1913.0	1	73794		Hathi
2178	James, Winifred Lewellin.	113.82450331125834	1.0	1913.0	1	28992		Hathi
4338	Williams, Charles,	113.66321925747525	1.0	1937.0	1	88859		Hathi
4388	Woolf, Leonard,	113.47340856661889	1.0	1913.0	1	80195		Hathi
997	Daggett, Mary Stewart,	113.46847113054777	1.0	1899.0	1	84605		Hathi
3266	Plomer, William,	113.38319541693205	1.0	1932.0	1	100544		Hathi
567	Brown, George Douglas,	113.27258281806915	2.0	1919.5	2	218954		Hathi
555	Brooke, William Augustus,	112.88403453641277	1.0	1908.0	1	32777		Hathi
1037	Davis, Alexander,	112.82437006393384	1.0	1898.0	1	55839		Hathi
3417	Reid, Forrest,	112.81628746582157	7.0	1919.0	7	604473		Hathi
763	Chetwynd, Henry Wayland,	112.7286683385234	4.0	1888.5	4	212449		Hathi
3672	Sheppard, W. J.	112.6966909434122	1.0	1906.0	1	70987		Hathi
3464	Ritchie, Alice,	112.65182393544033	1.0	1930.0	1	48823		Hathi
2085	Hume, Cyril,	112.64809679858841	1.0	1924.0	1	126944		Hathi
3837	Stanley, Robert.	112.59449895447962	1.0	1903.0	1	49736		Hathi
537	Britton, Lionel,	112.55737732805298	1.0	1931.0	1	352709		Hathi
1706	Greville, Violet,	112.48629554112269	2.0	1884.0	2	145118		Hathi
2492	Lewis, Helen Prothero.	112.44769528204206	2.0	1908.5	2	146719		Hathi
2345	Knox, Ronald Arbuthnott,	111.96362615844194	2.0	1927.0	2	81892		Hathi
2548	Lorenzini, Paolo	111.93538475044993	1.0	1919.0	1	45562		Hathi
4444	Zimmern, Helen,	111.9056269607103	2.0	1894.0	2	204850		Hathi
2051	Hoult, Norah.	111.83757742601506	1.0	1928.0	1	69744		Hathi
313	Bazin, R.	111.75507446006701	1.0	1908.0	1	76954		Hathi
4123	Twitchell, Alice Bentley.	111.75076193701318	1.0	1899.0	1	29530		Hathi
4340	Williams, Henry Llewellyn,	111.66777328423967	1.0	1883.0	1	33134		Hathi
1638	Gordon, Samuel.	111.66055192215661	1.0	1898.0	1	106573		Hathi
2919	Montgomery, Florence,	111.5733970234346	6.0	1888.0	6	430723		Hathi
574	Brown, Vincent.	111.40943208157051	2.0	1901.5	2	145290		Hathi
1032	Davies, Florence H.	111.38719904035646	1.0	1898.0	1	23342		Hathi
4407	Wylde, Katharine,	111.25647708425609	1.0	1908.0	1	97073		Hathi
1115	Dickens, Helen.	111.2037809285516	1.0	1881.0	1	35970		Hathi
4272	Wentworth-James, Gertie de S.	111.1522786217116	1.0	1911.0	1	78271		Hathi
2704	Marchwitza, Hans.	111.1111111111111	1.0	1932.0	1	93600		Hathi
1085	Deland, Margaret Wade Campbell,	111.10246980790377	1.0	1924.0	1	90007		Hathi
1615	Goethe, Johann Wolfgang von,	111.06462326707738	6.0	1907.0	6	1103461		Hathi
1415	Fleuron, Svend,	110.99307086114763	1.0	1933.0	1	63067		Hathi
3397	Rea, Lorna, Mrs.	110.82634896446632	1.0	1931.0	1	28874		Hathi
3427	Renn, Ludwig,	110.79163259384305	1.0	1929.0	1	113727		Hathi
2664	Magnus, Leonard Arthur,	110.75450495969976	1.0	1915.0	1	123697		Hathi
1897	Head, Richard,	110.67720615516224	1.0	1928.0	1	318042		Hathi
3957	Sylva, Carmen.	110.60937785075723	1.0	1896.0	1	87696		Hathi
2996	Myers, L. H. (Leopold Hamilton),	110.40593602576288	1.0	1940.0	1	424796		Hathi
1351	Fenn, George Manville,	110.34635185761857	27.0	1891.4814814814815	27	2607288		Hathi
1297	Erichsen, Erich Anton,	110.31926394987089	1.0	1917.0	1	45323		Hathi
4470	calling himself marquis of Pharnusa. Grosse, Karl,	110.07011553028649	1.0	1927.0	1	115381		Hathi
2435	Le Fanu, Joseph Sheridan,	110.01359893773787	4.0	1888.75	4	438632		Hathi
3171	Parr, Olive Katharine,	109.85551404481186	3.0	1920.0	3	210227		Hathi
738	Chan-Toon, Mabel Mary Agnes Cosgrove,	109.78302981872372	2.0	1900.0	2	100564		Hathi
743	Charlin, Antoine.	109.77171548797592	1.0	1890.0	1	49193		Hathi
432	Blaker, Richard.	109.58358238692973	1.0	1922.0	1	150570		Hathi
962	Crosland, T. W. H.	109.35683845513923	2.0	1900.5	2	48525		Hathi
1064	De Sélincourt, Hugh.	109.33484174199445	2.0	1910.5	2	131588		Hathi
62	Ackworth, John.	109.23712498876822	4.0	1897.75	4	400636		Hathi
1240	Ebner-Eschenbach, Marie von,	109.23570245604147	1.0	1893.0	1	28379		Hathi
778	Christian, Sydney.	109.17030567685583	1.0	1894.0	1	52212		Hathi
3992	Taylor, Neville.	109.1352635295628	1.0	1903.0	1	31154		Hathi
522	Brentwood, Evelyn.	109.11844175895976	1.0	1912.0	1	134716		Hathi
302	Baugh, May Elizabeth.	109.11544701440027	1.0	1898.0	1	69651		Hathi
4085	Tregarthen, John Coulson,	109.05774111675117	1.0	1912.0	1	50432		Hathi
1812	Hampson, John,	108.75122750919097	1.0	1932.0	1	123217		Hathi
43	(Robert Michael), Ballantyne, R. M.	108.60792538934435	1.0	1900.0	1	100361		Hathi
1241	Edgar, Arthur	108.59789930938521	1.0	1906.0	1	58933		Hathi
2955	Morris, Ralph.	108.51942890016215	1.0	1926.0	1	76484		Hathi
2598	Maartens, Maarten,	108.38544615851382	4.0	1897.75	4	574350		Hathi
2507	Lilburn, Adam.	108.17795273224439	1.0	1908.0	1	66557		Hathi
679	Canton, William,	108.1232565285934	2.0	1899.5	2	65699		Hathi
178	Asterisk,	108.03390993784872	1.0	1924.0	1	78679		Hathi
1755	Gunn, Jeannie,	108.01229360400099	4.0	1906.75	4	197325		Hathi
1603	Glasgow, Ellen Anderson Gholson,	107.96004780602686	2.0	1910.0	2	292777		Hathi
1127	Dillwyn, Elizabeth Amy.	107.85305021907645	1.0	1884.0	1	59340		Hathi
2879	Miller, Thomas,	107.82953820608074	1.0	1900.0	1	197534		Hathi
3305	Price, A. J.	107.31052984574107	1.0	1911.0	1	22365		Hathi
3880	Stewart, Charles D.	107.28846291395458	1.0	1905.0	1	83886		Hathi
2882	Mills, John,	107.06188239212717	4.0	1889.25	4	232078		Hathi
2294	Kenward, James,	106.92464358452129	1.0	1935.0	1	58920		Hathi
2927	Moore, Edith Mary.	106.91724454684423	1.0	1920.0	1	132813		Hathi
1693	Greenwood, Walter,	106.66131420071295	2.0	1936.0	2	208164		Hathi
2172	James, Humphrey.	106.64672234456593	1.0	1896.0	1	72201		Hathi
2725	Marsh, A.	106.4882674985279	1.0	1923.0	1	79821		Hathi
262	Barnes-Grundy, Mabel.	106.32557844288579	1.0	1902.0	1	63014		Hathi
3860	Stephens, James,	106.0946312381804	2.0	1912.0	2	114169		Hathi
3333	Pu, Songling,	106.06438732218612	1.0	1913.0	1	32056		Hathi
2082	Hull, E. M. (Edith Maude)	105.79111202441565	1.0	1939.0	1	131391		Hathi
1130	Dimock, Florence.	105.70499071232832	1.0	1932.0	1	97441		Hathi
3592	Satchell, William.	105.53967752621155	1.0	1905.0	1	129809		Hathi
2615	MacManus, Anna,	105.53701158452787	1.0	1903.0	1	40744		Hathi
3250	Pike, Oliver Gregory.	105.44815465729346	1.0	1915.0	1	31295		Hathi
2807	McCulloch, William,	104.99462722805973	1.0	1912.0	1	121911		Hathi
274	Barras, Julius,	104.97088193500598	2.0	1885.5	2	109389		Hathi
4365	Wilson-Barrett, Alfred.	104.96637414409683	1.0	1906.0	1	81931		Hathi
1177	Doyle, Lynn,	104.90975228214546	2.0	1928.5	2	171019		Hathi
2383	Laing, Janet.	104.70148443437927	1.0	1903.0	1	128938		Hathi
4019	Thirkell, Angela,	104.43878684398466	2.0	1934.5	2	190434		Hathi
3769	Smith, W. Ramsay (William Ramsay),	104.33775815180792	1.0	1930.0	1	148556		Hathi
1196	Duchess,	104.25511194556022	17.0	1888.0588235294117	17	2232179		Hathi
1702	Gregory, Alyse,	104.12352836774532	1.0	1929.0	1	84515		Hathi
2663	Magnay, William, Sir, 2d bart.,	104.0675282627839	1.0	1909.0	1	112427		Hathi
140	Anthon, Rose Reinhardt.	103.89048211676852	1.0	1913.0	1	92405		Hathi
4400	Wright, Harold Bell,	103.86373078520985	1.0	1929.0	1	48140		Hathi
89	Aimard, Gustave,	103.8272419174738	1.0	1910.0	1	153139		Hathi
4282	Westbury, Atha.	103.6013813517512	1.0	1897.0	1	81080		Hathi
675	Cankar, Ivan,	103.59923804431371	1.0	1930.0	1	29923		Hathi
1235	Eastwick, James.	103.56808766537483	1.0	1895.0	1	29932		Hathi
2255	Kallinikov, Iosif Federovich,	103.56399789613823	1.0	1930.0	1	429686		Hathi
3424	Remizov, Alekseĭ,	103.3393933594871	1.0	1924.0	1	52255		Hathi
3287	Potter, Frederick Felix.	103.31206320267398	1.0	1938.0	1	16455		Hathi
483	Boucher, Emile.	103.27739141298466	1.0	1886.0	1	120065		Hathi
1588	Gilliat, Edward,	103.25121260145039	1.0	1893.0	1	83292		Hathi
1077	Deccan, Hilary.	103.24781720647316	1.0	1892.0	1	44553		Hathi
3167	Parker, K. Langloh	102.87892760421597	2.0	1897.0	2	81413		Hathi
1846	Harris, Joel Chandler,	102.76983966369352	2.0	1895.0	2	110060		Hathi
4231	Washburn, Stanley,	102.71546635182993	1.0	1914.0	1	84700		Hathi
3896	Strain, E. H.	102.69413629160076	1.0	1895.0	1	78875		Hathi
396	Bilby, Julian W.	102.310401989225	1.0	1925.0	1	77216		Hathi
1734	Grosse, Carl,	102.13532064431823	1.0	1927.0	1	115533		Hathi
1698	Gregg, Mary (Kirby)	102.06120323884	2.0	1881.0	2	60435		Hathi
257	Barker, George,	102.01583285725948	1.0	1933.0	1	24506		Hathi
1813	Hamsun, Knut,	101.94398293450494	4.0	1915.75	4	340911		Hathi
428	Blake, Paul.	101.58654277092239	1.0	1886.0	1	33469		Hathi
959	Cronin, Bernard.	101.48429850947595	3.0	1920.0	3	357694		Hathi
4448	Zoshchenko, Mikhail,	101.39738268005964	1.0	1940.0	1	31559		Hathi
502	Brabourne, Edward Hugessen Knatchbull-Hugessen,	101.39568173684847	1.0	1880.0	1	134128		Hathi
925	Coxon, Ethel.	101.20367778471608	1.0	1886.0	1	46441		Hathi
2794	Mayhew, Joyce.	101.12377876726836	1.0	1934.0	1	122622		Hathi
1631	Gooch, George Bernard.	101.1206547859811	1.0	1934.0	1	84058		Hathi
2009	Holmes, Clara H.	101.05845433753518	1.0	1898.0	1	75204		Hathi
486	Bourdillon, Francis William,	101.01967401083941	2.0	1908.5	2	51296		Hathi
2158	Jacob, Violet,	100.93554975775396	2.0	1905.5	2	158451		Hathi
1798	Halse, George.	100.81426909654911	1.0	1889.0	1	64475		Hathi
4271	Wenter, Josef,	100.80268807168203	1.0	1934.0	1	80355		Hathi
4441	Zeitlin, Ida.	100.67114093959736	1.0	1926.0	1	62580		Hathi
2465	Lehmann, Rosamond,	100.55382516313551	2.0	1928.5	2	224245		Hathi
2128	Iddesleigh, Walter Stafford Northcote,	100.4403022552351	1.0	1902.0	1	85623		Hathi
1027	Davidson, Hugh Coleman,	100.36964100936898	2.0	1887.5	2	101473		Hathi
3363	Quirk, Violet.	100.23683408838536	1.0	1931.0	1	101759		Hathi
4396	Wratislaw, Albert Henry,	100.22646590769989	1.0	1889.0	1	130704		Hathi
3264	Playford, John,	100.14110792480311	1.0	1933.0	1	21969		Hathi
2952	Morley, George,	100.13351134846457	1.0	1897.0	1	35952		Hathi
2406	Larder, Alfred.	100.13060513713536	1.0	1891.0	1	45940		Hathi
196	Author of Elizabeth's children.	99.83444121831283	1.0	1906.0	1	120199		Hathi
2273	Keith Fraser, Aylmer.	99.7930761215715	1.0	1913.0	1	68141		Hathi
1062	De Selincourt, Hugh,	99.68734423852443	1.0	1915.0	1	110345		Hathi
2278	Kellett, E. E.	99.38650306748478	1.0	1900.0	1	81500		Hathi
532	Brightwen,	99.29340045259308	1.0	1892.0	1	43306		Hathi
1524	Garnett, Lucy Mary Jane.	99.21822878355016	1.0	1913.0	1	58457		Hathi
561	Broster, D. K. (Dorothy Kathleen)	99.17556845884502	1.0	1931.0	1	180488		Hathi
482	Bottome, Phyllis,	98.90381603890208	1.0	1922.0	1	145596		Hathi
1	"""Wings"","	98.83955046308164	1.0	1918.0	1	27317		Hathi
1520	Garland, Hamlin,	98.81422924901193	1.0	1905.0	1	129536		Hathi
3060	Nomad,	98.76099838391097	1.0	1890.0	1	55690		Hathi
3919	Sturgis, Howard Overing,	98.67272012646244	2.0	1893.5	2	118159		Hathi
2760	Mathers, Helen,	98.60145155733139	7.0	1888.857142857143	7	720879		Hathi
2103	Hutchinson, A. S. M. (Arthur Stuart-Menteth),	98.5228462768008	1.0	1925.0	1	145144		Hathi
1765	Hacklaender, Friedrich Wilhelm,	98.43701231663103	1.0	1890.0	1	41651		Hathi
2561	Lowry, Henry Dawson,	98.33808634083981	1.0	1896.0	1	30507		Hathi
975	Cummins, Maria S.	98.32790263445568	1.0	1880.0	1	191197		Hathi
1318	Ewing, Juliana Horatia,	98.28607579165579	6.0	1910.5	6	528761		Hathi
459	Bojer, Johan,	98.27004097092427	4.0	1920.0	4	335531		Hathi
365	Bensusan, S. L.	98.22123734802653	1.0	1907.0	1	83485		Hathi
2603	MacColla, Fionn.	97.9362707483541	1.0	1932.0	1	99044		Hathi
12	(Dmitriĭ Vasilʹevich), Grigorovich, D. V.	97.90878787425811	1.0	1926.0	1	133798		Hathi
4151	Veley, Margaret,	97.72801525666468	2.0	1885.5	2	92644		Hathi
688	Carleton, William,	97.69758547371754	4.0	1893.25	4	603052		Hathi
1416	Flowerdew, Herbert.	97.65438495816322	2.0	1898.5	2	266859		Hathi
1739	Growden, Oliver H.	97.64927239383623	1.0	1892.0	1	125961		Hathi
822	Clouston, J. Storer	97.64176595639495	1.0	1903.0	1	80908		Hathi
868	Comstock, Harriet T.	97.63631360783931	1.0	1921.0	1	112663		Hathi
2907	Moncrieff, A. R. Hope	97.63336717956723	1.0	1893.0	1	102424		Hathi
584	Bruce, Mary (Grant),	97.54472782641791	1.0	1913.0	1	84064		Hathi
629	Burrard, W. Dutton	97.5339913238419	1.0	1887.0	1	68694		Hathi
3195	Pearce, J. H.	97.5328198220936	2.0	1893.5	2	46560		Hathi
1292	Ephtaliōtēs, Argyrēs,	97.50706926252151	1.0	1897.0	1	61534		Hathi
3930	Sullivan, Alan.	97.41841207988293	1.0	1924.0	1	90332		Hathi
4465	[Ridder, André de]	97.41248097412478	1.0	1917.0	1	32850		Hathi
3946	Svevo, Italo,	97.31267310427414	1.0	1930.0	1	187026		Hathi
653	Caffyn, Kathleen Mannington Hunt.	97.00616245655458	6.0	1907.1666666666667	6	824169		Hathi
81	Agnus, Orme.	96.92941461557092	1.0	1906.0	1	115548		Hathi
4457	[Jameson, Annie Edith Foster]	96.86088866454746	1.0	1918.0	1	73301		Hathi
1960	Hill, William Kirkpatrick.	96.61369015989574	1.0	1908.0	1	144907		Hathi
2422	Lawrence, Charles Edward,	96.57000911165774	2.0	1918.0	2	144936		Hathi
2153	I︠U︡gov, Alekseĭ.	96.56249441189247	1.0	1940.0	1	167767		Hathi
1597	Gissing, Algernon,	96.54559284558557	9.0	1896.6666666666667	9	570050		Hathi
1801	Hamer, Sarah Selina.	96.47927227063195	1.0	1895.0	1	65299		Hathi
1456	Francis, M. E.,	96.41738062219245	7.0	1903.4285714285713	7	708178		Hathi
4456	[Higgenbotham, John C.]	96.35445699087424	1.0	1905.0	1	125578		Hathi
3281	Popp, Adelheid (Dwoṟak),	96.32505327067341	1.0	1912.0	1	34259		Hathi
545	Brody, Catharine.	96.3140608897492	1.0	1932.0	1	103827		Hathi
4014	Theal, George McCall,	96.0460883069042	2.0	1884.0	2	105169		Hathi
1227	Dymow, Ossip,	95.98859107031842	1.0	1916.0	1	109388		Hathi
3294	Powys, John Cowper,	95.97373185971357	3.0	1932.3333333333333	3	540754		Hathi
1237	Eaton, Walter Prichard,	95.5499037475234	1.0	1921.0	1	71167		Hathi
4062	Tolstoy, Aleksey Nikolayevich, graf,	95.46105416278388	1.0	1940.0	1	43997		Hathi
3507	Romains, Jules,	95.37434430138292	1.0	1914.0	1	44037		Hathi
2895	Mitford, Bertram,	95.35323184871446	3.0	1901.6666666666667	3	292051		Hathi
2461	Legge, Arthur Edward John,	95.34881775829902	1.0	1912.0	1	119561		Hathi
3964	Syrett, Netta.	95.2700199361338	1.0	1903.0	1	56681		Hathi
2119	Hyde, Stacey W.	95.11329049712553	1.0	1924.0	1	47312		Hathi
261	Barnard, Frederick,	95.00285008550262	1.0	1883.0	1	47367		Hathi
3941	Sutherland, E. L.	94.79027651321447	1.0	1907.0	1	80177		Hathi
1067	De la Roche, Mazo,	94.73621884066552	1.0	1923.0	1	101334		Hathi
2143	Irving, W.	94.5576801849128	1.0	1908.0	1	19036		Hathi
2825	McNulty, Edward.	94.45203289836958	1.0	1896.0	1	68818		Hathi
4354	Wilson, A. J.	94.4480146443107	1.0	1886.0	1	102702		Hathi
127	Anand, Mulk Raj,	94.34037134835945	2.0	1934.5	2	71790		Hathi
880	Cooke, Harold P.	94.26095783634842	1.0	1912.0	1	27583		Hathi
2025	Hood, Thomas,	94.22159187406707	2.0	1889.0	2	164862		Hathi
190	Austin, F. Britten	94.18245074473069	2.0	1915.0	2	128590		Hathi
3048	Nicholson, Jessie L.	94.13841288519522	1.0	1897.0	1	67985		Hathi
958	Crompton, Richmal,	93.92523054210132	2.0	1900.0	2	194582		Hathi
807	Cleland, John,	93.91986287700011	1.0	1926.0	1	85179		Hathi
88	Aikman, Henry G.	93.87228844805347	1.0	1921.0	1	88418		Hathi
3788	Sorabji, Cornelia.	93.70938000665036	1.0	1904.0	1	33081		Hathi
2058	Howard, Keble,	93.57806439974749	1.0	1908.0	1	88696		Hathi
957	Crommelin, May.	93.5757539824955	6.0	1887.3333333333333	6	296158		Hathi
2762	Matheson, C. M.	93.56183418249194	1.0	1915.0	1	107950		Hathi
3506	Rolt-Wheeler, Ethel.	93.50353687291646	1.0	1906.0	1	24598		Hathi
1607	Glover, Archibald Edward,	93.44895350914565	1.0	1928.0	1	145534		Hathi
120	Alverdes, Paul,	93.42883836810968	1.0	1933.0	1	51376		Hathi
3924	Sudermann, Hermann,	93.37535066648962	3.0	1901.0	3	420628		Hathi
2370	La Fontaine, Jean de,	93.20403751958284	1.0	1896.0	1	50427		Hathi
1234	Earle, John,	93.13299391531112	1.0	1903.0	1	32212		Hathi
2192	Jeffries, Richard,	93.1172484843681	1.0	1880.0	1	50474		Hathi
2187	Jay, Harriett.	93.05366933252859	1.0	1883.0	1	39762		Hathi
1158	Dougall, L.	92.94385432473452	1.0	1893.0	1	158160		Hathi
1725	Grigorovich, D. V.	92.82409833365767	1.0	1916.0	1	133586		Hathi
2089	Humphry,	92.7966593202645	1.0	1901.0	1	34484		Hathi
192	Austin, Jane G.	92.76964728601442	1.0	1882.0	1	52819		Hathi
4138	Van Druten, John,	92.74327611248184	1.0	1929.0	1	114294		Hathi
2027	Hookham, Albert E.	92.70882046485691	1.0	1912.0	1	121887		Hathi
2010	Holmes, F. M.	92.67614564787942	1.0	1880.0	1	41003		Hathi
263	Barnett, Ada.	92.64802303372385	1.0	1922.0	1	70158		Hathi
1487	Frost, Robert,	92.64406151565684	1.0	1914.0	1	21588		Hathi
1286	Emanuel, Walter Lewis,	92.58513807261892	1.0	1906.0	1	24842		Hathi
3385	Rasmussen, Knud,	92.489329396286	2.0	1914.5	2	187562		Hathi
3780	Sologub, Fydor,	92.44614733465512	1.0	1916.0	1	89782		Hathi
907	Cottrell, Dorothy (Wilkinson)	92.240573387348	1.0	1928.0	1	80225		Hathi
3891	Story, Alfred Thomas,	92.18247633608378	1.0	1889.0	1	44477		Hathi
1570	Giberne, Agnes,	92.15585239208832	1.0	1898.0	1	100916		Hathi
4455	[Hawker, Mary Elizabeth]	92.09407764239154	1.0	1891.0	1	42348		Hathi
1160	Douglas, Amanda Minnie,	92.03947077304316	1.0	1890.0	1	112995		Hathi
2997	Myers, Leopold Hamilton,	91.95477457295098	2.0	1929.0	2	450470		Hathi
648	Cable, Boyd,	91.80542280798846	1.0	1916.0	1	79516		Hathi
3153	Paltock, Robert,	91.7166080136914	5.0	1905.8	5	776134		Hathi
1915	Hely-Hutchinson, M.,	91.68266338137121	1.0	1900.0	1	34903		Hathi
1727	Grimm, Jacob,	91.68138112591627	4.0	1898.0	4	652646		Hathi
4213	Warburton, Edward.	91.5423774225239	1.0	1935.0	1	44788		Hathi
4132	Upward, Edward.	91.43398973907452	1.0	1938.0	1	59059		Hathi
830	Cobbleigh, Tom,	91.273374888691	1.0	1892.0	1	44920		Hathi
2199	Jenner, Henry,	91.07129581443753	1.0	1882.0	1	53804		Hathi
811	Clements, Mary E.	90.82652134423257	1.0	1888.0	1	48444		Hathi
1879	Hawker, Mary Elizabeth.	90.7786465196638	1.0	1891.0	1	34149		Hathi
642	Buxton, Bertha H. (Leopold),	90.66183136899367	1.0	1883.0	1	43017		Hathi
1769	Hahn, Emily,	90.60825716987068	1.0	1935.0	1	50768		Hathi
606	Buckrose, J. E.,	90.56963829356887	3.0	1907.3333333333333	3	298329		Hathi
115	Allan, John R. (John Robertson),	90.47267355982268	1.0	1935.0	1	54160		Hathi
3849	Steevens, Christina,	90.45131154401732	1.0	1901.0	1	74073		Hathi
26	(Herbert Ernest), Bates, H. E.	90.43226623259177	1.0	1932.0	1	11058		Hathi
4207	Walmsley, Leo,	90.11825722325432	1.0	1935.0	1	108746		Hathi
3336	Pugh, Edwin William,	90.03813975133276	1.0	1923.0	1	98847		Hathi
826	Clutton-Brock, Ellen.	90.01859594679425	1.0	1880.0	1	84427		Hathi
4023	Thomas, Edward,	89.85459778673099	3.0	1914.3333333333333	3	108038		Hathi
1180	Dracott, Alice Elizabeth,	89.76843823319395	1.0	1906.0	1	49015		Hathi
368	Berens, Louise.	89.72968931095082	1.0	1886.0	1	53494		Hathi
2127	Ibsen, Henrik,	89.65812601189072	3.0	1897.3333333333333	3	97056		Hathi
3089	O'Hanlon, Alice.	89.55223880597008	1.0	1886.0	1	56950		Hathi
4464	[Matthews, Margaret Bryan, Mrs.,]	89.408759369433	1.0	1938.0	1	148755		Hathi
1858	Hart, Madge Ameila.	89.01670775130101	1.0	1932.0	1	43812		Hathi
2972	Muir, Alan,	88.91942687387582	1.0	1883.0	1	49483		Hathi
1980	Hobson, Coralie,	88.74276237306884	1.0	1919.0	1	68738		Hathi
3685	Shorter, Dora Sigerson,	88.51657217528805	2.0	1906.0	2	141180		Hathi
2818	McKesson, Charles L.	88.50276796922284	1.0	1898.0	1	110731		Hathi
641	Buxton, B. H.	88.3207437536316	1.0	1880.0	1	43025		Hathi
1556	German, I͡Uriĭ Pavlovich,	88.15082321494577	1.0	1937.0	1	175835		Hathi
1210	Dunham, Emily J.	88.12791136850063	1.0	1895.0	1	47658		Hathi
3319	Prior, James.	87.88544586711113	1.0	1880.0	1	65995		Hathi
1203	Dugmore, A. Radclyffe (Arthur Radclyffe),	87.88430108853179	1.0	1928.0	1	64858		Hathi
3449	Richardson, Henry Handel, pseud.	87.5026261208825	3.0	1931.6666666666667	3	814981		Hathi
2913	Montagu, Lily H.	87.24324185622822	1.0	1902.0	1	77943		Hathi
1773	Haldane, Charlotte.	87.19451643374434	1.0	1926.0	1	82574		Hathi
2909	Monk, Thymol.	87.10995957204437	1.0	1894.0	1	44771		Hathi
863	Combe, Martin.	87.07943158585532	1.0	1886.0	1	79238		Hathi
1875	Haverfield, E. L.	87.0262223748998	1.0	1904.0	1	174660		Hathi
3494	Robinson, H. Perry	86.83467861301337	1.0	1910.0	1	50671		Hathi
